video,event_id,start_frame,end_frame,start_s,end_s,duration_s,n_hits,peak_frame,peak_score,x0,y0,x1,y1
N2379Rd_MAS_12.22.25_LS.mp4,0,390,438,6.5,7.3,0.8,9,390,31.7,314,199,632,242
N2379Rd_MAS_12.22.25_LS.mp4,1,756,762,12.6,12.7,0.1,2,756,21.5,502,480,592,512
N2379Rd_MAS_12.22.25_LS.mp4,2,1494,1596,24.91,26.61,1.7,10,1578,28.9,0,350,640,512
N2379Rd_MAS_12.22.25_LS.mp4,3,1710,1878,28.51,31.31,2.8,18,1860,30.9,0,201,337,244
N2379Rd_MAS_12.22.25_LS.mp4,4,2100,2322,35.01,38.71,3.7,32,2142,26.2,0,98,640,512
N2379Rd_MAS_12.22.25_LS.mp4,5,2406,2430,40.11,40.51,0.4,4,2406,31.5,467,161,616,185
N2379Rd_MAS_12.22.25_LS.mp4,6,3156,3168,52.61,52.81,0.2,2,3168,28.3,150,495,339,509
N2379Rd_MAS_12.22.25_LS.mp4,7,3678,3690,61.32,61.52,0.2,2,3678,19.4,9,407,531,417
N2379Rd_MAS_12.22.25_LS.mp4,8,3858,3864,64.32,64.42,0.1,2,3864,19.7,182,465,640,506
N2379Rd_MAS_12.22.25_LS.mp4,9,4068,4086,67.82,68.12,0.3,2,4086,19.6,587,325,640,512
N2379Rd_MAS_12.22.25_LS.mp4,10,4938,4998,82.32,83.32,1.0,3,4962,25.2,30,508,113,512
N2379Rd_MAS_12.22.25_LS.mp4,11,5064,5070,84.42,84.52,0.1,2,5070,30.7,116,324,167,332
N2379Rd_MAS_12.22.25_LS.mp4,12,5166,5274,86.12,87.92,1.8,15,5196,26.9,59,21,640,512
N2379Rd_MAS_12.22.25_LS.mp4,13,5472,5562,91.22,92.72,1.5,10,5472,29.3,92,181,621,512
N2379Rd_MAS_12.22.25_LS.mp4,14,5634,5712,93.92,95.22,1.3,3,5712,22.8,12,344,638,512
N2379Rd_MAS_12.22.25_LS.mp4,15,5802,5892,96.72,98.22,1.5,6,5832,28.5,76,218,608,510
N2379Rd_MAS_12.22.25_LS.mp4,16,6498,6534,108.33,108.93,0.6,5,6528,25.6,0,467,628,512
N2379Rd_MAS_12.22.25_LS.mp4,17,6612,6690,110.23,111.53,1.3,5,6612,31.0,17,420,546,512
N2379Rd_MAS_12.22.25_LS.mp4,18,7080,7230,118.03,120.53,2.5,13,7146,31.7,54,346,619,512
N2379Rd_MAS_12.22.25_LS.mp4,19,7392,7410,123.23,123.53,0.3,2,7410,21.2,333,33,536,512
N2379Rd_MAS_12.22.25_LS.mp4,20,7500,7548,125.03,125.83,0.8,2,7500,27.8,154,138,422,244
N2379Rd_MAS_12.22.25_LS.mp4,21,7638,7692,127.33,128.23,0.9,5,7644,23.8,10,298,404,486
N2379Rd_MAS_12.22.25_LS.mp4,22,7824,7902,130.43,131.73,1.3,6,7902,27.7,20,19,628,394
N2379Rd_MAS_12.22.25_LS.mp4,23,8550,8574,142.54,142.94,0.4,4,8556,33.4,89,271,583,512
N2379Rd_MAS_12.22.25_LS.mp4,24,8676,10614,144.64,176.94,32.31,236,9570,41.9,0,0,640,512
N2379Rd_MAS_12.22.25_LS.mp4,25,10728,23184,178.84,386.5,207.65,2013,12132,41.8,0,0,640,512
N2379Rd_MAS_12.22.25_LS.mp4,26,23244,23310,387.5,388.6,1.1,9,23298,23.1,50,0,640,512
