video,event_id,start_frame,end_frame,start_s,end_s,duration_s,n_hits,peak_frame,peak_score,x0,y0,x1,y1
WMarseilles_MAS_12.22.25_LS.mp4,0,0,3024,0.0,50.43,50.43,478,1644,42.8,0,0,640,512
WMarseilles_MAS_12.22.25_LS.mp4,1,3084,3726,51.43,62.14,10.71,94,3366,31.2,0,16,640,512
WMarseilles_MAS_12.22.25_LS.mp4,2,3786,3870,63.14,64.54,1.4,5,3846,25.2,12,205,596,512
WMarseilles_MAS_12.22.25_LS.mp4,3,3960,3990,66.04,66.54,0.5,3,3966,23.2,30,179,117,512
WMarseilles_MAS_12.22.25_LS.mp4,4,4098,5862,68.34,97.76,29.42,244,4224,35.6,0,62,640,512
WMarseilles_MAS_12.22.25_LS.mp4,5,5922,7572,98.76,126.28,27.52,209,7434,30.8,0,0,640,512
WMarseilles_MAS_12.22.25_LS.mp4,6,7674,7716,127.98,128.68,0.7,3,7686,19.7,118,467,593,512
WMarseilles_MAS_12.22.25_LS.mp4,7,7800,9384,130.08,156.5,26.42,198,8238,32.8,0,0,640,512
WMarseilles_MAS_12.22.25_LS.mp4,8,9444,9888,157.5,164.91,7.4,29,9444,30.4,0,30,640,512
WMarseilles_MAS_12.22.25_LS.mp4,9,9972,10050,166.31,167.61,1.3,10,9984,21.3,0,171,640,512
WMarseilles_MAS_12.22.25_LS.mp4,10,10404,10434,173.51,174.01,0.5,3,10434,28.4,55,432,590,476
WMarseilles_MAS_12.22.25_LS.mp4,11,10518,10530,175.41,175.61,0.2,2,10530,20.8,152,508,598,512
WMarseilles_MAS_12.22.25_LS.mp4,12,10704,10752,178.51,179.31,0.8,4,10704,24.0,467,500,636,512
WMarseilles_MAS_12.22.25_LS.mp4,13,10956,11046,182.72,184.22,1.5,15,11028,32.4,17,185,640,512
WMarseilles_MAS_12.22.25_LS.mp4,14,11160,11280,186.12,188.12,2.0,8,11268,26.8,121,118,597,478
WMarseilles_MAS_12.22.25_LS.mp4,15,11544,11658,192.52,194.42,1.9,7,11550,28.5,36,300,512,512
WMarseilles_MAS_12.22.25_LS.mp4,16,11718,11952,195.43,199.33,3.9,32,11880,25.7,0,91,640,512
WMarseilles_MAS_12.22.25_LS.mp4,17,12030,12192,200.63,203.33,2.7,24,12078,28.0,0,259,640,512
