video,event_id,start_frame,end_frame,start_s,end_s,duration_s,n_hits,peak_frame,peak_score,x0,y0,x1,y1
ChipsRd_TON_12.03.25_LS.mp4,0,0,9738,0.0,162.3,162.3,1618,3582,65.8,0,0,640,512
