name,key,site,event_id,src_frame,score
TON__Upper40_v1_LS_f1830.png,TON__Upper40_v1_LS,TON,1,1830,32.7
SHB__RedFoxLn_v1_LS_f22590.png,SHB__RedFoxLn_v1_LS,SHB,37,22590,32.6
SHB__RedFoxLn_v1_LS_f85008.png,SHB__RedFoxLn_v1_LS,SHB,134,85008,32.6
SHW__Melvin_v1_LS_f9330.png,SHW__Melvin_v1_LS,SHW,12,9330,32.6
SHW__NBassett_v1_LS_f8190.png,SHW__NBassett_v1_LS,SHW,20,8190,32.6
SHW__NIron_v1_LS_f33900.png,SHW__NIron_v1_LS,SHW,78,33900,32.6
SHB__RedFoxLn_v1_LS_f45966.png,SHB__RedFoxLn_v1_LS,SHB,67,45966,32.5
SHW__Melvin_v1_LS_f7932.png,SHW__Melvin_v1_LS,SHW,10,7932,32.5
SHW__NIron_v1_LS_f25170.png,SHW__NIron_v1_LS,SHW,50,25170,32.5
SHW__PleasantHick_v1_LS_f49266.png,SHW__PleasantHick_v1_LS,SHW,102,49266,32.5
MAS__WMarseilles_v1_LS_f11028.png,MAS__WMarseilles_v1_LS,MAS,13,11028,32.4
SHB__OverlookDr_v1_LS_f22440.png,SHB__OverlookDr_v1_LS,SHB,33,22440,32.4
SHW__HogThief_v1_LS_f22452.png,SHW__HogThief_v1_LS,SHW,45,22452,32.4
TON__GiantCityRd_v1_LS_f11952.png,TON__GiantCityRd_v1_LS,TON,35,11952,32.4
SHB__NShelbyRdpink_v1_LS_f3120.png,SHB__NShelbyRdpink_v1_LS,SHB,8,3120,32.3
SHW__HogThief_v1_LS_f19734.png,SHW__HogThief_v1_LS,SHW,40,19734,32.3
SHW__SBassett_v1_LS_f0.png,SHW__SBassett_v1_LS,SHW,0,0,32.3
SHB__OverlookDr_v1_LS_f10296.png,SHB__OverlookDr_v1_LS,SHB,13,10296,32.2
SHW__PleasantHick_v1_LS_f60198.png,SHW__PleasantHick_v1_LS,SHW,127,60198,32.2
MAS__WMarseilles_v1_LS_f25434.png,MAS__WMarseilles_v1_LS,MAS,41,25434,32.1
SHB__NWolfCreekblue_v1_LS_f9072.png,SHB__NWolfCreekblue_v1_LS,SHB,27,9072,32.1
SHB__NWolfCreekblue_v1_LS_f53814.png,SHB__NWolfCreekblue_v1_LS,SHB,120,53814,32.1
TON__NatureTrail_v1_LS_f7530.png,TON__NatureTrail_v1_LS,TON,13,7530,32.1
MAS__EMarseilles_v2_LS_f3906.png,MAS__EMarseilles_v2_LS,MAS,12,3906,32.0
SHB__NShelbyRdblue_v1_LS_f7428.png,SHB__NShelbyRdblue_v1_LS,SHB,12,7428,32.0
SHW__NIron_v1_LS_f28716.png,SHW__NIron_v1_LS,SHW,62,28716,32.0
TON__OikosRd_v1_LS_f2412.png,TON__OikosRd_v1_LS,TON,2,2412,32.0
TON__Upper40_v1_LS_f6666.png,TON__Upper40_v1_LS,TON,19,6666,32.0
SHB__NWolfCreekblue_v1_LS_f11958.png,SHB__NWolfCreekblue_v1_LS,SHB,39,11958,31.9
SHB__OverlookDr_v1_LS_f9528.png,SHB__OverlookDr_v1_LS,SHB,12,9528,31.9
SHW__Melvin_v1_LS_f6072.png,SHW__Melvin_v1_LS,SHW,6,6072,31.9
SHB__RedFoxLn_v1_LS_f5220.png,SHB__RedFoxLn_v1_LS,SHB,6,5220,31.8
SHW__Robinson_v1_LS_f6924.png,SHW__Robinson_v1_LS,SHW,16,6924,31.8
SHW__UpperRichland_v1_LS_f7620.png,SHW__UpperRichland_v1_LS,SHW,20,7620,31.8
MAS__N2379Rd_v2_LS_f390.png,MAS__N2379Rd_v2_LS,MAS,0,390,31.7
MAS__N2379Rd_v2_LS_f7146.png,MAS__N2379Rd_v2_LS,MAS,18,7146,31.7
TON__GiantCityRd_v1_LS_f7662.png,TON__GiantCityRd_v1_LS,TON,21,7662,31.7
TON__Upper40_v1_LS_f2760.png,TON__Upper40_v1_LS,TON,7,2760,31.7
MAS__WMarseilles_v1_LS_f18504.png,MAS__WMarseilles_v1_LS,MAS,35,18504,31.6
SHB__RedFoxLn_v1_LS_f15102.png,SHB__RedFoxLn_v1_LS,SHB,23,15102,31.6
MAS__N2379Rd_v2_LS_f2406.png,MAS__N2379Rd_v2_LS,MAS,5,2406,31.5
MAS__WMarseilles_v2_LS_f31524.png,MAS__WMarseilles_v2_LS,MAS,29,31524,31.5
SHW__NIron_v1_LS_f29244.png,SHW__NIron_v1_LS,SHW,63,29244,31.5
SHW__WhoopieCatDam_v1_LS_f456.png,SHW__WhoopieCatDam_v1_LS,SHW,1,456,31.5
MAS__WMarseilles_v2_LS_f6996.png,MAS__WMarseilles_v2_LS,MAS,9,6996,31.4
MAS__WMarseilles_v2_LS_f11454.png,MAS__WMarseilles_v2_LS,MAS,19,11454,31.4
SHW__Robinson_v1_LS_f6042.png,SHW__Robinson_v1_LS,SHW,14,6042,31.4
SHB__NShelbyRdpink_v1_LS_f1662.png,SHB__NShelbyRdpink_v1_LS,SHB,4,1662,31.3
SHB__NWolfCreekblue_v1_LS_f25770.png,SHB__NWolfCreekblue_v1_LS,SHB,61,25770,31.3
SHB__OverlookDr_v1_LS_f22860.png,SHB__OverlookDr_v1_LS,SHB,35,22860,31.3
SHW__LowerRichland_v1_LS_f27750.png,SHW__LowerRichland_v1_LS,SHW,75,27750,31.3
SHW__UpperRichland_v1_LS_f3870.png,SHW__UpperRichland_v1_LS,SHW,9,3870,31.3
TON__OikosRd_v1_LS_f6084.png,TON__OikosRd_v1_LS,TON,9,6084,31.3
MAS__WMarseilles_v1_LS_f3366.png,MAS__WMarseilles_v1_LS,MAS,1,3366,31.2
SHW__LowerRichland_v1_LS_f28878.png,SHW__LowerRichland_v1_LS,SHW,76,28878,31.2
SHW__PleasantHick_v1_LS_f39840.png,SHW__PleasantHick_v1_LS,SHW,82,39840,31.2
SHW__UpperRichland_v1_LS_f9114.png,SHW__UpperRichland_v1_LS,SHW,23,9114,31.2
SHB__NShelbyRdblue_v1_LS_f11124.png,SHB__NShelbyRdblue_v1_LS,SHB,20,11124,31.1
SHW__SBassett_v1_LS_f4110.png,SHW__SBassett_v1_LS,SHW,10,4110,31.1
MAS__N2379Rd_v2_LS_f6612.png,MAS__N2379Rd_v2_LS,MAS,17,6612,31.0
SHW__PleasantHick_v1_LS_f11622.png,SHW__PleasantHick_v1_LS,SHW,25,11622,31.0
MAS__N2379Rd_v2_LS_f1860.png,MAS__N2379Rd_v2_LS,MAS,3,1860,30.9
SHB__NWolfCreekblue_v1_LS_f64482.png,SHB__NWolfCreekblue_v1_LS,SHB,145,64482,30.9
SHB__NWolfCreekorange_v1_LS_f9342.png,SHB__NWolfCreekorange_v1_LS,SHB,16,9342,30.9
SHW__HogThief_v1_LS_f27468.png,SHW__HogThief_v1_LS,SHW,56,27468,30.9
SHW__SBassett_v1_LS_f7194.png,SHW__SBassett_v1_LS,SHW,15,7194,30.9
MAS__WMarseilles_v1_LS_f7434.png,MAS__WMarseilles_v1_LS,MAS,5,7434,30.8
TON__Upper40_v1_LS_f12.png,TON__Upper40_v1_LS,TON,0,12,30.8
MAS__N2379Rd_v2_LS_f5070.png,MAS__N2379Rd_v2_LS,MAS,11,5070,30.7
MAS__WMarseilles_v2_LS_f35262.png,MAS__WMarseilles_v2_LS,MAS,39,35262,30.7
SHB__NShelbyRdpink_v1_LS_f7338.png,SHB__NShelbyRdpink_v1_LS,SHB,15,7338,30.7
SHB__RedFoxLn_v1_LS_f5376.png,SHB__RedFoxLn_v1_LS,SHB,7,5376,30.7
MAS__N25thBlue_v2_LS_f12408.png,MAS__N25thBlue_v2_LS,MAS,11,12408,30.6
SHW__NBassett_v1_LS_f28842.png,SHW__NBassett_v1_LS,SHW,58,28842,30.6
SHW__SIron_v1_LS_f10842.png,SHW__SIron_v1_LS,SHW,10,10842,30.6
SHW__SIron_v1_LS_f12636.png,SHW__SIron_v1_LS,SHW,15,12636,30.6
MAS__N25thBlue_v2_LS_f1632.png,MAS__N25thBlue_v2_LS,MAS,1,1632,30.5
SHB__EagleCreekDrEtc_v1_LS_f7830.png,SHB__EagleCreekDrEtc_v1_LS,SHB,13,7830,30.5
SHW__LowerRichland_v1_LS_f42408.png,SHW__LowerRichland_v1_LS,SHW,119,42408,30.5
MAS__WMarseilles_v1_LS_f9444.png,MAS__WMarseilles_v1_LS,MAS,8,9444,30.4
SHB__NShelbyRdgreen_v1_LS_f3300.png,SHB__NShelbyRdgreen_v1_LS,SHB,11,3300,30.4
SHB__NShelbyRdpink_v1_LS_f2586.png,SHB__NShelbyRdpink_v1_LS,SHB,7,2586,30.4
SHW__LowerRichland_v1_LS_f180.png,SHW__LowerRichland_v1_LS,SHW,0,180,30.4
SHW__LowerRichland_v1_LS_f35646.png,SHW__LowerRichland_v1_LS,SHW,95,35646,30.4
TON__OikosRd_v1_LS_f7332.png,TON__OikosRd_v1_LS,TON,12,7332,30.4
SHW__NBassett_v1_LS_f7332.png,SHW__NBassett_v1_LS,SHW,18,7332,30.3
SHW__NBassett_v1_LS_f11910.png,SHW__NBassett_v1_LS,SHW,31,11910,30.3
MAS__WMarseilles_v2_LS_f2886.png,MAS__WMarseilles_v2_LS,MAS,1,2886,30.2
SHB__OverlookDr_v1_LS_f2496.png,SHB__OverlookDr_v1_LS,SHB,2,2496,30.2
SHW__NIron_v1_LS_f32010.png,SHW__NIron_v1_LS,SHW,73,32010,30.2
TON__NatureTrail_v1_LS_f10962.png,TON__NatureTrail_v1_LS,TON,17,10962,30.2
MAS__N25thBlue_v2_LS_f12600.png,MAS__N25thBlue_v2_LS,MAS,12,12600,30.1
SHB__RedFoxLn_v1_LS_f20478.png,SHB__RedFoxLn_v1_LS,SHB,34,20478,30.1
SHW__PleasantHick_v1_LS_f65556.png,SHW__PleasantHick_v1_LS,SHW,145,65556,30.1
TON__OikosRd_v1_LS_f3150.png,TON__OikosRd_v1_LS,TON,4,3150,30.1
SHB__NShelbyRdgreen_v1_LS_f3078.png,SHB__NShelbyRdgreen_v1_LS,SHB,10,3078,30.0
SHB__NShelbyRdpink_v1_LS_f4002.png,SHB__NShelbyRdpink_v1_LS,SHB,10,4002,30.0
SHB__NWolfCreekblue_v1_LS_f26388.png,SHB__NWolfCreekblue_v1_LS,SHB,64,26388,30.0
SHW__HogThief_v1_LS_f8040.png,SHW__HogThief_v1_LS,SHW,9,8040,30.0
SHW__NBassett_v1_LS_f21234.png,SHW__NBassett_v1_LS,SHW,47,21234,30.0
SHW__NBassett_v1_LS_f25206.png,SHW__NBassett_v1_LS,SHW,56,25206,30.0
SHW__PleasantHick_v1_LS_f5514.png,SHW__PleasantHick_v1_LS,SHW,14,5514,30.0
SHW__PleasantHick_v1_LS_f53538.png,SHW__PleasantHick_v1_LS,SHW,113,53538,30.0
SHW__PleasantHick_v1_LS_f54846.png,SHW__PleasantHick_v1_LS,SHW,117,54846,30.0
MAS__N25thRdBlue_v1_LS_f2094.png,MAS__N25thRdBlue_v1_LS,MAS,3,2094,29.9
MAS__N25thRdBlue_v1_LS_f13446.png,MAS__N25thRdBlue_v1_LS,MAS,9,13446,29.9
SHB__OverlookDr_v1_LS_f11400.png,SHB__OverlookDr_v1_LS,SHB,15,11400,29.9
SHB__RedFoxLn_v1_LS_f49572.png,SHB__RedFoxLn_v1_LS,SHB,71,49572,29.9
SHB__RedFoxLn_v1_LS_f85428.png,SHB__RedFoxLn_v1_LS,SHB,135,85428,29.9
SHW__NBassett_v1_LS_f19074.png,SHW__NBassett_v1_LS,SHW,40,19074,29.9
SHW__PleasantHick_v1_LS_f7914.png,SHW__PleasantHick_v1_LS,SHW,17,7914,29.9
SHW__PleasantHick_v1_LS_f37344.png,SHW__PleasantHick_v1_LS,SHW,79,37344,29.9
SHB__NWolfCreekorange_v1_LS_f7086.png,SHB__NWolfCreekorange_v1_LS,SHB,11,7086,29.8
SHW__NBassett_v1_LS_f1758.png,SHW__NBassett_v1_LS,SHW,3,1758,29.8
SHW__PleasantHick_v1_LS_f14994.png,SHW__PleasantHick_v1_LS,SHW,30,14994,29.8
SHW__PleasantHick_v1_LS_f62682.png,SHW__PleasantHick_v1_LS,SHW,135,62682,29.8
SHW__HogThief_v1_LS_f10260.png,SHW__HogThief_v1_LS,SHW,14,10260,29.7
SHW__LowerRichland_v1_LS_f30162.png,SHW__LowerRichland_v1_LS,SHW,79,30162,29.7
SHW__NBassett_v1_LS_f14262.png,SHW__NBassett_v1_LS,SHW,36,14262,29.7
SHW__PleasantHick_v1_LS_f57804.png,SHW__PleasantHick_v1_LS,SHW,124,57804,29.7
SHW__SIron_v1_LS_f1362.png,SHW__SIron_v1_LS,SHW,3,1362,29.7
SHW__UpperRichland_v1_LS_f2208.png,SHW__UpperRichland_v1_LS,SHW,5,2208,29.7
MAS__N25thRdBlue_v1_LS_f6.png,MAS__N25thRdBlue_v1_LS,MAS,0,6,29.6
SHB__RedFoxLn_v1_LS_f86016.png,SHB__RedFoxLn_v1_LS,SHB,136,86016,29.6
SHW__HogThief_v1_LS_f20850.png,SHW__HogThief_v1_LS,SHW,42,20850,29.6
SHW__SBassett_v1_LS_f876.png,SHW__SBassett_v1_LS,SHW,2,876,29.6
TON__NatureTrail_v1_LS_f4482.png,TON__NatureTrail_v1_LS,TON,7,4482,29.6
TON__NatureTrail_v1_LS_f18918.png,TON__NatureTrail_v1_LS,TON,25,18918,29.6
MAS__N25thRdOrange_v1_LS_f888.png,MAS__N25thRdOrange_v1_LS,MAS,4,888,29.5
MAS__EMarseilles_v1_LS_f16452.png,MAS__EMarseilles_v1_LS,MAS,8,16452,29.4
SHB__NWolfCreekblue_v1_LS_f54042.png,SHB__NWolfCreekblue_v1_LS,SHB,121,54042,29.4
MAS__EMarseilles_v2_LS_f48.png,MAS__EMarseilles_v2_LS,MAS,0,48,29.3
MAS__N2379Rd_v2_LS_f5472.png,MAS__N2379Rd_v2_LS,MAS,13,5472,29.3
SHW__NBassett_v1_LS_f2712.png,SHW__NBassett_v1_LS,SHW,6,2712,29.3
TON__NatureTrail_v1_LS_f18096.png,TON__NatureTrail_v1_LS,TON,24,18096,29.3
MAS__EMarseilles_v2_LS_f3384.png,MAS__EMarseilles_v2_LS,MAS,11,3384,29.2
SHB__NShelbyRdblue_v1_LS_f7836.png,SHB__NShelbyRdblue_v1_LS,SHB,13,7836,29.2
SHB__RedFoxLn_v1_LS_f74304.png,SHB__RedFoxLn_v1_LS,SHB,112,74304,29.2
MAS__N25thBlue_v2_LS_f6840.png,MAS__N25thBlue_v2_LS,MAS,4,6840,29.1
SHB__EagleCreekDrEtc_v1_LS_f672.png,SHB__EagleCreekDrEtc_v1_LS,SHB,2,672,29.1
SHW__HogThief_v1_LS_f11760.png,SHW__HogThief_v1_LS,SHW,18,11760,29.1
TON__NatureTrail_v1_LS_f10542.png,TON__NatureTrail_v1_LS,TON,16,10542,29.1
TON__NatureTrail_v1_LS_f16446.png,TON__NatureTrail_v1_LS,TON,22,16446,29.1
MAS__WMarseilles_v1_LS_f28836.png,MAS__WMarseilles_v1_LS,MAS,43,28836,28.9
MAS__N2379Rd_v2_LS_f1578.png,MAS__N2379Rd_v2_LS,MAS,2,1578,28.9
SHW__PleasantHick_v1_LS_f34464.png,SHW__PleasantHick_v1_LS,SHW,74,34464,28.9
SHB__EagleCreekDrEtc_v1_LS_f2442.png,SHB__EagleCreekDrEtc_v1_LS,SHB,5,2442,28.8
SHW__PleasantHick_v1_LS_f51702.png,SHW__PleasantHick_v1_LS,SHW,109,51702,28.8
MAS__N25thRdBlue_v1_LS_f15012.png,MAS__N25thRdBlue_v1_LS,MAS,14,15012,28.7
MAS__N25thBlue_v2_LS_f24690.png,MAS__N25thBlue_v2_LS,MAS,23,24690,28.7
SHB__NWolfCreekblue_v1_LS_f4626.png,SHB__NWolfCreekblue_v1_LS,SHB,15,4626,28.7
SHW__NIron_v1_LS_f13560.png,SHW__NIron_v1_LS,SHW,25,13560,28.7
SHW__HogThief_v1_LS_f16020.png,SHW__HogThief_v1_LS,SHW,27,16020,28.6
SHW__HogThief_v1_LS_f22740.png,SHW__HogThief_v1_LS,SHW,46,22740,28.6
MAS__WMarseilles_v1_LS_f11550.png,MAS__WMarseilles_v1_LS,MAS,15,11550,28.5
MAS__N2379Rd_v2_LS_f5832.png,MAS__N2379Rd_v2_LS,MAS,15,5832,28.5
SHW__PleasantHick_v1_LS_f17238.png,SHW__PleasantHick_v1_LS,SHW,34,17238,28.5
SHW__PleasantHick_v1_LS_f41820.png,SHW__PleasantHick_v1_LS,SHW,85,41820,28.5
SHW__UpperRichland_v1_LS_f5094.png,SHW__UpperRichland_v1_LS,SHW,14,5094,28.5
MAS__N25thRdBlue_v1_LS_f1062.png,MAS__N25thRdBlue_v1_LS,MAS,2,1062,28.4
MAS__WMarseilles_v1_LS_f10434.png,MAS__WMarseilles_v1_LS,MAS,10,10434,28.4
MAS__WMarseilles_v1_LS_f27624.png,MAS__WMarseilles_v1_LS,MAS,42,27624,28.4
MAS__WMarseilles_v2_LS_f6588.png,MAS__WMarseilles_v2_LS,MAS,7,6588,28.4
SHW__NIron_v1_LS_f15102.png,SHW__NIron_v1_LS,SHW,28,15102,28.4
SHW__SIron_v1_LS_f14190.png,SHW__SIron_v1_LS,SHW,18,14190,28.4
MAS__N2379Rd_v1_LS_f3126.png,MAS__N2379Rd_v1_LS,MAS,1,3126,28.3
MAS__WMarseilles_v1_LS_f15480.png,MAS__WMarseilles_v1_LS,MAS,22,15480,28.3
MAS__N2379Rd_v2_LS_f3168.png,MAS__N2379Rd_v2_LS,MAS,6,3168,28.3
SHW__NIron_v1_LS_f23670.png,SHW__NIron_v1_LS,SHW,47,23670,28.3
SHW__UpperRichland_v1_LS_f1368.png,SHW__UpperRichland_v1_LS,SHW,2,1368,28.3
MAS__N25thRdOrange_v1_LS_f498.png,MAS__N25thRdOrange_v1_LS,MAS,2,498,28.2
MAS__N25thBlue_v2_LS_f23838.png,MAS__N25thBlue_v2_LS,MAS,22,23838,28.2
SHB__EagleCreekDrEtc_v1_LS_f10242.png,SHB__EagleCreekDrEtc_v1_LS,SHB,17,10242,28.2
SHB__NWolfCreekblue_v1_LS_f54900.png,SHB__NWolfCreekblue_v1_LS,SHB,123,54900,28.2
SHB__RedFoxLn_v1_LS_f50088.png,SHB__RedFoxLn_v1_LS,SHB,72,50088,28.2
SHW__NIron_v1_LS_f3942.png,SHW__NIron_v1_LS,SHW,9,3942,28.2
TON__NatureTrail_v1_LS_f258.png,TON__NatureTrail_v1_LS,TON,0,258,28.2
MAS__NMarseillesRd_v1_LS_f16182.png,MAS__NMarseillesRd_v1_LS,MAS,4,16182,28.1
SHW__UpperRichland_v1_LS_f606.png,SHW__UpperRichland_v1_LS,SHW,1,606,28.1
SHW__UpperRichland_v1_LS_f1836.png,SHW__UpperRichland_v1_LS,SHW,3,1836,28.1
SHW__UpperRichland_v1_LS_f4512.png,SHW__UpperRichland_v1_LS,SHW,11,4512,28.1
MAS__WMarseilles_v1_LS_f12078.png,MAS__WMarseilles_v1_LS,MAS,17,12078,28.0
MAS__WMarseilles_v1_LS_f23616.png,MAS__WMarseilles_v1_LS,MAS,37,23616,28.0
SHB__NWolfCreekblue_v1_LS_f5748.png,SHB__NWolfCreekblue_v1_LS,SHB,18,5748,28.0
SHW__LowerRichland_v1_LS_f2742.png,SHW__LowerRichland_v1_LS,SHW,1,2742,28.0
SHW__LowerRichland_v1_LS_f13692.png,SHW__LowerRichland_v1_LS,SHW,24,13692,28.0
SHW__LowerRichland_v1_LS_f41250.png,SHW__LowerRichland_v1_LS,SHW,115,41250,28.0
SHW__Melvin_v1_LS_f12972.png,SHW__Melvin_v1_LS,SHW,19,12972,28.0
SHW__UpperRichland_v1_LS_f6402.png,SHW__UpperRichland_v1_LS,SHW,18,6402,28.0
SHW__NBassett_v1_LS_f20652.png,SHW__NBassett_v1_LS,SHW,45,20652,27.9
SHW__SBassett_v1_LS_f15468.png,SHW__SBassett_v1_LS,SHW,26,15468,27.9
MAS__N2379Rd_v2_LS_f7500.png,MAS__N2379Rd_v2_LS,MAS,20,7500,27.8
SHB__NWolfCreekblue_v1_LS_f54252.png,SHB__NWolfCreekblue_v1_LS,SHB,122,54252,27.8
SHW__NBassett_v1_LS_f6054.png,SHW__NBassett_v1_LS,SHW,15,6054,27.8
TON__Upper40_v1_LS_f5658.png,TON__Upper40_v1_LS,TON,17,5658,27.8
MAS__N2379Rd_v2_LS_f7902.png,MAS__N2379Rd_v2_LS,MAS,22,7902,27.7
SHB__OverlookDr_v1_LS_f15156.png,SHB__OverlookDr_v1_LS,SHB,17,15156,27.7
MAS__N25thRdOrange_v1_LS_f2802.png,MAS__N25thRdOrange_v1_LS,MAS,6,2802,27.6
MAS__WMarseilles_v2_LS_f7926.png,MAS__WMarseilles_v2_LS,MAS,11,7926,27.6
SHB__OverlookDr_v1_LS_f21414.png,SHB__OverlookDr_v1_LS,SHB,31,21414,27.6
SHB__RedFoxLn_v1_LS_f71826.png,SHB__RedFoxLn_v1_LS,SHB,102,71826,27.6
SHW__NBassett_v1_LS_f23940.png,SHW__NBassett_v1_LS,SHW,54,23940,27.6
SHW__PleasantHick_v1_LS_f20838.png,SHW__PleasantHick_v1_LS,SHW,41,20838,27.6
SHB__RedFoxLn_v1_LS_f16380.png,SHB__RedFoxLn_v1_LS,SHB,27,16380,27.5
SHB__RedFoxLn_v1_LS_f25542.png,SHB__RedFoxLn_v1_LS,SHB,45,25542,27.5
SHW__LowerRichland_v1_LS_f10782.png,SHW__LowerRichland_v1_LS,SHW,22,10782,27.5
SHW__NBassett_v1_LS_f21084.png,SHW__NBassett_v1_LS,SHW,46,21084,27.5
SHW__PleasantHick_v1_LS_f12456.png,SHW__PleasantHick_v1_LS,SHW,26,12456,27.5
SHW__PleasantHick_v1_LS_f36426.png,SHW__PleasantHick_v1_LS,SHW,78,36426,27.5
TON__GiantCityRd_v1_LS_f9786.png,TON__GiantCityRd_v1_LS,TON,29,9786,27.5
TON__GiantCityRd_v1_LS_f10140.png,TON__GiantCityRd_v1_LS,TON,31,10140,27.5
TON__NatureTrail_v1_LS_f5598.png,TON__NatureTrail_v1_LS,TON,9,5598,27.5
SHB__NShelbyRdgreen_v1_LS_f1086.png,SHB__NShelbyRdgreen_v1_LS,SHB,1,1086,27.4
SHW__PleasantHick_v1_LS_f28050.png,SHW__PleasantHick_v1_LS,SHW,58,28050,27.4
MAS__N25thRdBlue_v1_LS_f8130.png,MAS__N25thRdBlue_v1_LS,MAS,7,8130,27.3
MAS__N25thBlue_v2_LS_f8340.png,MAS__N25thBlue_v2_LS,MAS,9,8340,27.3
SHW__NIron_v1_LS_f7386.png,SHW__NIron_v1_LS,SHW,17,7386,27.3
SHW__PleasantHick_v1_LS_f60468.png,SHW__PleasantHick_v1_LS,SHW,128,60468,27.3
SHW__WhoopieCatDam_v1_LS_f4104.png,SHW__WhoopieCatDam_v1_LS,SHW,9,4104,27.3
MAS__N25thBlue_v2_LS_f7614.png,MAS__N25thBlue_v2_LS,MAS,6,7614,27.2
SHB__NWolfCreekblue_v1_LS_f6720.png,SHB__NWolfCreekblue_v1_LS,SHB,19,6720,27.2
SHW__Robinson_v1_LS_f372.png,SHW__Robinson_v1_LS,SHW,0,372,27.1
SHW__Robinson_v1_LS_f5388.png,SHW__Robinson_v1_LS,SHW,11,5388,27.1
SHB__NWolfCreekblue_v1_LS_f3564.png,SHB__NWolfCreekblue_v1_LS,SHB,11,3564,27.0
SHB__NWolfCreekblue_v1_LS_f43944.png,SHB__NWolfCreekblue_v1_LS,SHB,96,43944,27.0
SHW__NIron_v1_LS_f582.png,SHW__NIron_v1_LS,SHW,1,582,27.0
SHW__SHog_v1_LS_f9564.png,SHW__SHog_v1_LS,SHW,10,9564,27.0
TON__GiantCityRd_v1_LS_f9162.png,TON__GiantCityRd_v1_LS,TON,26,9162,27.0
MAS__N2379Rd_v2_LS_f5196.png,MAS__N2379Rd_v2_LS,MAS,12,5196,26.9
MAS__WMarseilles_v2_LS_f5022.png,MAS__WMarseilles_v2_LS,MAS,4,5022,26.9
SHB__NWolfCreekblue_v1_LS_f28212.png,SHB__NWolfCreekblue_v1_LS,SHB,69,28212,26.9
SHB__NWolfCreekblue_v1_LS_f30300.png,SHB__NWolfCreekblue_v1_LS,SHB,72,30300,26.9
SHW__LowerRichland_v1_LS_f46788.png,SHW__LowerRichland_v1_LS,SHW,130,46788,26.9
SHW__PleasantHick_v1_LS_f9372.png,SHW__PleasantHick_v1_LS,SHW,20,9372,26.9
SHW__PleasantHick_v1_LS_f26514.png,SHW__PleasantHick_v1_LS,SHW,57,26514,26.9
SHW__PleasantHick_v1_LS_f31254.png,SHW__PleasantHick_v1_LS,SHW,66,31254,26.9
SHW__Robinson_v1_LS_f13500.png,SHW__Robinson_v1_LS,SHW,31,13500,26.9
SHW__Robinson_v1_LS_f18006.png,SHW__Robinson_v1_LS,SHW,40,18006,26.9
SHW__WhoopieCatDam_v1_LS_f786.png,SHW__WhoopieCatDam_v1_LS,SHW,2,786,26.9
MAS__N2379Rd_v1_LS_f8262.png,MAS__N2379Rd_v1_LS,MAS,11,8262,26.8
MAS__WMarseilles_v1_LS_f11268.png,MAS__WMarseilles_v1_LS,MAS,14,11268,26.8
SHB__OverlookDr_v1_LS_f11106.png,SHB__OverlookDr_v1_LS,SHB,14,11106,26.8
SHW__NBassett_v1_LS_f20352.png,SHW__NBassett_v1_LS,SHW,44,20352,26.8
SHB__RedFoxLn_v1_LS_f2070.png,SHB__RedFoxLn_v1_LS,SHB,3,2070,26.7
SHB__RedFoxLn_v1_LS_f16218.png,SHB__RedFoxLn_v1_LS,SHB,26,16218,26.7
SHB__RedFoxLn_v1_LS_f77376.png,SHB__RedFoxLn_v1_LS,SHB,121,77376,26.7
SHW__LowerRichland_v1_LS_f21354.png,SHW__LowerRichland_v1_LS,SHW,54,21354,26.7
SHW__NBassett_v1_LS_f3066.png,SHW__NBassett_v1_LS,SHW,7,3066,26.7
SHW__PleasantHick_v1_LS_f25188.png,SHW__PleasantHick_v1_LS,SHW,54,25188,26.7
MAS__WMarseilles_v1_LS_f15102.png,MAS__WMarseilles_v1_LS,MAS,21,15102,26.6
MAS__EMarseilles_v2_LS_f11748.png,MAS__EMarseilles_v2_LS,MAS,14,11748,26.6
SHB__NWolfCreekblue_v1_LS_f40974.png,SHB__NWolfCreekblue_v1_LS,SHB,88,40974,26.6
SHB__NWolfCreekblue_v1_LS_f49188.png,SHB__NWolfCreekblue_v1_LS,SHB,111,49188,26.6
SHW__NIron_v1_LS_f6774.png,SHW__NIron_v1_LS,SHW,15,6774,26.6
SHW__PleasantHick_v1_LS_f5838.png,SHW__PleasantHick_v1_LS,SHW,15,5838,26.6
SHW__PleasantHick_v1_LS_f22056.png,SHW__PleasantHick_v1_LS,SHW,45,22056,26.6
SHW__Robinson_v1_LS_f13416.png,SHW__Robinson_v1_LS,SHW,30,13416,26.6
TON__NatureTrail_v1_LS_f3630.png,TON__NatureTrail_v1_LS,TON,6,3630,26.6
SHB__NWolfCreekblue_v1_LS_f11238.png,SHB__NWolfCreekblue_v1_LS,SHB,36,11238,26.5
SHB__NWolfCreekorange_v1_LS_f5334.png,SHB__NWolfCreekorange_v1_LS,SHB,8,5334,26.5
SHW__HogThief_v1_LS_f14004.png,SHW__HogThief_v1_LS,SHW,24,14004,26.5
MAS__EMarseilles_v2_LS_f216.png,MAS__EMarseilles_v2_LS,MAS,1,216,26.4
SHB__GolfDr_v1_LS_f2076.png,SHB__GolfDr_v1_LS,SHB,1,2076,26.4
SHB__RedFoxLn_v1_LS_f18036.png,SHB__RedFoxLn_v1_LS,SHB,30,18036,26.4
