video,site,track_id,count,touches_n_deer,n_frames,span_s,mean_conf,topk_conf,mean_box_px
NShelbyRd(green)_SHB_12.11.2025,SHB,14518,0,0,13,0.7,0.1243,0.2369,1252.0
NShelbyRd(green)_SHB_12.11.2025,SHB,14519,0,0,1,0.02,0.0281,0.0281,501.5
NShelbyRd(green)_SHB_12.11.2025,SHB,14520,0,0,55,1.29,0.0824,0.2772,1696.9
NShelbyRd(green)_SHB_12.11.2025,SHB,14521,0,0,1,0.02,0.084,0.084,610.6
NShelbyRd(green)_SHB_12.11.2025,SHB,14522,0,0,3,0.07,0.0244,0.0244,1008.7
NShelbyRd(green)_SHB_12.11.2025,SHB,14523,0,0,1,0.02,0.1811,0.1811,552.4
NShelbyRd(green)_SHB_12.11.2025,SHB,14524,0,0,2,0.4,0.024,0.024,810.3
NShelbyRd(green)_SHB_12.11.2025,SHB,14525,0,0,33,0.23,0.0942,0.2402,693.5
NShelbyRd(green)_SHB_12.11.2025,SHB,14526,0,0,1,0.02,0.0393,0.0393,342.5
NShelbyRd(green)_SHB_12.11.2025,SHB,14527,0,0,21,0.42,0.1114,0.2361,576.2
NShelbyRd(green)_SHB_12.11.2025,SHB,14528,0,0,1,0.02,0.0206,0.0206,615.7
NShelbyRd(green)_SHB_12.11.2025,SHB,14529,0,0,94,2.86,0.1396,0.3537,791.0
NShelbyRd(green)_SHB_12.11.2025,SHB,14530,0,0,2,0.03,0.115,0.115,402.5
NShelbyRd(green)_SHB_12.11.2025,SHB,14531,0,0,25,1.2,0.0992,0.22,687.8
NShelbyRd(green)_SHB_12.11.2025,SHB,14532,0,0,1,0.02,0.031,0.031,589.9
NShelbyRd(green)_SHB_12.11.2025,SHB,14533,0,0,1,0.02,0.0347,0.0347,625.9
NShelbyRd(green)_SHB_12.11.2025,SHB,14534,0,0,2,0.03,0.0262,0.0262,249.8
NShelbyRd(green)_SHB_12.11.2025,SHB,14535,0,0,2,0.22,0.0268,0.0268,822.8
NShelbyRd(green)_SHB_12.11.2025,SHB,14536,0,0,1,0.02,0.0249,0.0249,456.2
NShelbyRd(green)_SHB_12.11.2025,SHB,14537,0,0,1,0.02,0.0275,0.0275,735.5
NShelbyRd(green)_SHB_12.11.2025,SHB,14538,0,0,1,0.02,0.04,0.04,738.0
NShelbyRd(green)_SHB_12.11.2025,SHB,14539,0,0,1,0.02,0.0653,0.0653,603.2
NShelbyRd(green)_SHB_12.11.2025,SHB,14540,0,0,1,0.02,0.0281,0.0281,537.5
NShelbyRd(green)_SHB_12.11.2025,SHB,14541,0,0,3,0.22,0.025,0.025,357.3
NShelbyRd(green)_SHB_12.11.2025,SHB,14542,0,0,18,0.88,0.0592,0.1225,785.0
NShelbyRd(green)_SHB_12.11.2025,SHB,14543,0,0,1,0.02,0.0231,0.0231,804.1
NShelbyRd(green)_SHB_12.11.2025,SHB,14544,0,0,3,0.13,0.0269,0.0269,755.5
NShelbyRd(green)_SHB_12.11.2025,SHB,14545,0,0,14,0.37,0.1263,0.2339,238.4
NShelbyRd(green)_SHB_12.11.2025,SHB,14546,0,0,1,0.02,0.0243,0.0243,977.3
NShelbyRd(green)_SHB_12.11.2025,SHB,14547,0,0,7,0.43,0.1166,0.1529,603.3
NShelbyRd(green)_SHB_12.11.2025,SHB,14548,1,1,43,0.73,0.5783,0.6876,513.9
NShelbyRd(green)_SHB_12.11.2025,SHB,14549,0,0,1,0.02,0.0336,0.0336,1215.2
NShelbyRd(green)_SHB_12.11.2025,SHB,14550,0,0,1,0.02,0.0306,0.0306,1021.8
NShelbyRd(green)_SHB_12.11.2025,SHB,14551,1,1,42,0.7,0.5803,0.7071,699.7
NShelbyRd(green)_SHB_12.11.2025,SHB,14552,0,0,1,0.02,0.0389,0.0389,508.6
NShelbyRd(green)_SHB_12.11.2025,SHB,14553,0,0,1,0.02,0.0216,0.0216,250.4
NShelbyRd(green)_SHB_12.11.2025,SHB,14554,0,0,2,0.03,0.1167,0.1167,1140.1
NShelbyRd(green)_SHB_12.11.2025,SHB,14555,0,0,1,0.02,0.0239,0.0239,291.5
NShelbyRd(green)_SHB_12.11.2025,SHB,14556,0,0,1,0.02,0.1054,0.1054,1343.1
NShelbyRd(green)_SHB_12.11.2025,SHB,14557,0,0,1,0.02,0.0338,0.0338,503.0
NShelbyRd(green)_SHB_12.11.2025,SHB,14558,0,0,1,0.02,0.0216,0.0216,592.6
NShelbyRd(green)_SHB_12.11.2025,SHB,14559,0,0,1,0.02,0.3004,0.3004,696.2
NShelbyRd(green)_SHB_12.11.2025,SHB,14560,0,0,1,0.02,0.0447,0.0447,696.1
NShelbyRd(green)_SHB_12.11.2025,SHB,14561,0,0,1,0.02,0.0233,0.0233,346.0
NShelbyRd(green)_SHB_12.11.2025,SHB,14562,0,0,1,0.02,0.0212,0.0212,738.6
NShelbyRd(green)_SHB_12.11.2025,SHB,14563,0,0,1,0.02,0.2176,0.2176,1818.6
NShelbyRd(green)_SHB_12.11.2025,SHB,14564,0,0,8,0.53,0.0713,0.0977,787.5
NShelbyRd(green)_SHB_12.11.2025,SHB,14565,0,0,21,0.22,0.1358,0.2868,758.5
NShelbyRd(green)_SHB_12.11.2025,SHB,14566,0,0,8,0.13,0.0577,0.0794,305.6
NShelbyRd(green)_SHB_12.11.2025,SHB,14567,0,0,3,0.27,0.0259,0.0259,418.1
NShelbyRd(green)_SHB_12.11.2025,SHB,14568,0,0,3,0.22,0.0336,0.0336,694.9
NShelbyRd(green)_SHB_12.11.2025,SHB,14569,0,0,3,0.12,0.0747,0.0747,591.0
NShelbyRd(green)_SHB_12.11.2025,SHB,14570,0,0,9,0.32,0.0852,0.132,591.7
NShelbyRd(green)_SHB_12.11.2025,SHB,14571,0,0,1,0.02,0.0343,0.0343,591.2
NShelbyRd(green)_SHB_12.11.2025,SHB,14572,0,0,1,0.02,0.0955,0.0955,853.1
NShelbyRd(green)_SHB_12.11.2025,SHB,14573,0,0,3,0.05,0.0288,0.0288,209.2
NShelbyRd(green)_SHB_12.11.2025,SHB,14574,0,0,3,0.05,0.2306,0.2306,521.1
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,2105,0,0,1,0.02,0.5132,0.5132,917.5
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,2203,0,0,1,0.02,0.5546,0.5546,552.3
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,2226,0,0,3,0.33,0.4571,0.4571,693.6
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,2246,0,0,1,0.02,0.473,0.473,781.9
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,2262,0,0,2,0.03,0.2755,0.2755,654.9
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,2273,1,1,78,1.42,0.6106,0.7073,559.9
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,2276,1,1,138,2.59,0.6265,0.7126,591.1
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,2287,0,1,58,1.34,0.6051,0.7066,586.7
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,2324,0,0,1,0.02,0.3385,0.3385,494.1
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,2364,0,0,1,0.02,0.5846,0.5846,518.8
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,2378,0,0,1,0.02,0.3525,0.3525,578.4
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,2387,0,0,1,0.02,0.4021,0.4021,648.3
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,2407,0,0,33,0.97,0.4602,0.6246,570.4
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,2468,0,0,2,0.03,0.2559,0.2559,732.9
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,2517,0,0,1,0.02,0.3793,0.3793,488.0
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,2524,0,0,1,0.02,0.4837,0.4837,960.7
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,2548,0,0,1,0.02,0.4985,0.4985,505.7
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,2639,1,2,223,3.82,0.7285,0.7979,652.7
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,2640,0,0,2,0.03,0.5252,0.5252,520.7
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,2641,1,1,57,1.07,0.5186,0.7076,408.7
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,2689,0,1,5,0.1,0.23,0.23,443.0
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,2699,0,1,2,0.07,0.2773,0.2773,454.7
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,2714,0,0,2,0.03,0.2858,0.2858,521.1
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,2898,0,0,10,0.27,0.4137,0.4801,428.1
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,2984,0,0,10,0.17,0.3542,0.4039,384.0
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,3984,0,0,8,0.23,0.0318,0.0375,469.4
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,3985,0,0,2,0.2,0.0453,0.0453,650.8
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,3986,0,0,1,0.02,0.0459,0.0459,687.6
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,3987,0,0,1,0.02,0.0433,0.0433,603.9
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,3988,0,0,4,0.45,0.053,0.053,623.5
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,3989,0,0,1,0.02,0.1119,0.1119,1963.9
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,3990,0,0,1,0.02,0.0334,0.0334,2158.1
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,3991,0,0,1,0.02,0.0261,0.0261,663.7
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,3992,0,0,2,0.03,0.0435,0.0435,897.4
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,3993,0,0,3,0.08,0.0312,0.0312,630.3
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,3994,0,0,1,0.02,0.0561,0.0561,495.4
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,3995,0,0,3,0.27,0.0368,0.0368,1519.8
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,3996,0,0,4,0.23,0.1177,0.1177,778.0
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,3997,0,0,1,0.02,0.0696,0.0696,2304.4
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,3998,0,0,1,0.02,0.0256,0.0256,166.8
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,3999,0,0,3,0.07,0.0268,0.0268,546.1
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4000,0,0,3,0.12,0.0411,0.0411,1264.8
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4001,0,0,4,0.15,0.0478,0.0478,1905.0
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4002,0,0,2,0.42,0.1407,0.1407,659.9
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4003,0,0,1,0.02,0.0454,0.0454,996.1
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4004,0,0,4,0.1,0.0313,0.0313,1252.8
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4005,0,0,1,0.02,0.0831,0.0831,401.8
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4006,0,0,4,0.07,0.0687,0.0687,353.5
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4007,0,0,2,0.03,0.0544,0.0544,1918.9
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4008,0,0,1,0.02,0.0206,0.0206,1037.3
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4009,0,0,4,0.07,0.1626,0.1626,1574.5
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4010,0,0,3,0.07,0.0898,0.0898,1235.3
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4011,0,0,3,0.05,0.129,0.129,1739.4
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4012,0,0,1,0.02,0.0821,0.0821,538.1
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4013,0,0,1,0.02,0.0381,0.0381,564.8
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4014,0,0,1,0.02,0.0204,0.0204,389.4
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4015,0,0,3,0.18,0.0899,0.0899,960.2
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4016,0,0,23,0.92,0.1556,0.2846,820.9
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4017,0,0,1,0.02,0.1046,0.1046,762.9
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4018,0,0,52,1.52,0.1487,0.5145,915.0
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4019,0,0,16,0.55,0.3551,0.5306,902.6
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4020,0,0,30,1.05,0.079,0.2192,1007.0
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4021,0,0,2,0.05,0.0334,0.0334,737.4
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4022,0,0,4,0.52,0.0872,0.0872,802.2
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4023,0,0,2,0.4,0.1032,0.1032,906.4
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4024,0,0,4,0.15,0.0645,0.0645,1857.7
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4025,0,0,2,0.03,0.0349,0.0349,1146.4
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4026,0,0,1,0.02,0.1618,0.1618,873.3
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4027,0,0,1,0.02,0.0729,0.0729,937.7
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4028,0,0,1,0.02,0.104,0.104,1099.3
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4029,0,0,1,0.02,0.0518,0.0518,1389.4
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4030,0,0,3,0.03,0.0608,0.0608,806.4
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4031,0,0,1,0.02,0.0218,0.0218,991.7
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4032,0,0,3,0.05,0.0708,0.0708,691.5
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4033,0,0,2,0.05,0.0232,0.0232,982.3
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4034,0,0,1,0.02,0.0348,0.0348,587.4
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4035,0,0,3,0.05,0.0257,0.0257,503.4
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4036,0,0,1,0.02,0.036,0.036,505.5
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4037,0,0,2,0.2,0.0235,0.0235,819.1
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4038,0,0,2,0.3,0.056,0.056,946.1
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4039,0,0,2,0.18,0.0502,0.0502,1542.6
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4040,0,0,4,0.1,0.0486,0.0486,916.1
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4041,0,0,1,0.02,0.0804,0.0804,903.2
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4042,0,0,1,0.02,0.0267,0.0267,1432.4
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4043,0,0,7,0.77,0.0813,0.0992,1086.0
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4044,0,0,1,0.02,0.0509,0.0509,669.3
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4045,0,0,1,0.02,0.0741,0.0741,1061.1
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4046,0,0,1,0.02,0.0677,0.0677,1031.5
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4047,0,0,103,2.8,0.0852,0.3905,586.9
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4048,0,0,1,0.02,0.0982,0.0982,1304.0
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4049,0,0,1,0.02,0.0377,0.0377,544.0
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4050,0,0,12,0.9,0.0713,0.1315,542.7
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4051,0,0,3,0.15,0.0443,0.0443,465.7
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4052,0,0,29,1.72,0.1081,0.367,696.2
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4053,0,0,9,0.57,0.1592,0.2551,656.7
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4054,0,0,2,0.02,0.0594,0.0594,732.3
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4055,0,0,8,0.37,0.1865,0.2591,467.8
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4056,0,0,4,0.1,0.1075,0.1075,339.4
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4057,0,0,1,0.02,0.0441,0.0441,612.4
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4058,0,0,61,2.2,0.0669,0.2564,478.2
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4059,0,0,69,2.0,0.0439,0.1365,424.2
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4060,0,0,3,0.03,0.0248,0.0248,295.4
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4061,0,0,13,0.08,0.0639,0.1248,437.6
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4062,0,0,2,0.2,0.0241,0.0241,297.9
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4063,0,0,1,0.02,0.0549,0.0549,804.9
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4064,0,0,1,0.02,0.0364,0.0364,343.8
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4065,0,0,2,0.03,0.0634,0.0634,387.4
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4066,0,0,4,0.08,0.0285,0.0285,689.1
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4067,0,0,7,0.18,0.1542,0.2056,531.3
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4068,0,0,2,0.03,0.181,0.181,633.8
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4069,0,0,2,0.03,0.0522,0.0522,810.4
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4070,0,0,1,0.02,0.0332,0.0332,454.4
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4071,0,0,47,1.37,0.0495,0.1677,608.6
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4072,0,0,14,0.37,0.1075,0.2174,560.0
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4073,0,0,7,0.12,0.101,0.1311,568.8
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4074,0,0,19,0.7,0.036,0.0669,615.6
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4075,0,0,2,0.03,0.0979,0.0979,493.4
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4076,0,0,2,0.03,0.0274,0.0274,517.8
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4077,0,0,1,0.02,0.0361,0.0361,364.4
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4078,0,0,3,0.23,0.0292,0.0292,826.1
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4079,0,0,1,0.02,0.0255,0.0255,394.4
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4080,0,0,52,2.67,0.0735,0.2916,586.5
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4081,0,0,12,0.12,0.039,0.0596,509.5
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4082,0,0,1,0.02,0.0227,0.0227,371.9
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4083,0,0,1,0.02,0.0365,0.0365,2443.3
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4084,0,0,21,0.6,0.1343,0.246,537.2
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4085,0,0,5,0.15,0.1026,0.1026,662.0
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4086,0,0,12,0.73,0.0638,0.1125,566.8
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4087,0,0,5,0.08,0.1857,0.1857,511.3
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4088,0,0,24,1.85,0.0411,0.0753,619.1
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4089,0,0,17,0.5,0.0456,0.094,506.0
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4090,0,0,22,0.32,0.0396,0.0663,569.9
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4091,0,0,5,0.53,0.0372,0.0372,456.8
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4092,0,0,2,0.47,0.1219,0.1219,419.5
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4093,0,0,1,0.02,0.026,0.026,621.7
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4094,0,0,1,0.02,0.0227,0.0227,298.6
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4095,0,0,12,0.27,0.1139,0.1751,728.7
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4096,0,0,2,0.03,0.1584,0.1584,438.1
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4097,0,0,1,0.02,0.0204,0.0204,1326.2
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4098,0,0,6,0.22,0.0713,0.0816,693.8
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4099,0,0,9,1.15,0.0337,0.0425,806.5
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4100,0,0,6,0.1,0.1206,0.1399,399.9
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4101,0,0,3,0.07,0.0895,0.0895,423.1
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4102,0,0,2,0.03,0.0521,0.0521,323.5
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4103,0,0,8,0.43,0.0633,0.0783,528.1
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4104,0,0,1,0.02,0.0229,0.0229,702.4
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4105,0,0,10,1.17,0.0545,0.0771,648.2
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4106,0,0,1,0.02,0.0252,0.0252,447.4
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4107,0,0,14,0.92,0.1442,0.2835,839.3
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4108,0,0,35,0.65,0.1448,0.3458,510.6
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4109,0,0,7,0.25,0.1408,0.1806,905.3
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4110,0,0,1,0.02,0.0222,0.0222,1731.5
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4111,0,0,2,0.03,0.0347,0.0347,451.7
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4112,0,0,50,1.3,0.1283,0.3355,548.7
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4113,0,0,2,0.23,0.0293,0.0293,465.3
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4114,0,0,11,0.78,0.1176,0.2101,824.3
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4115,0,0,1,0.02,0.0269,0.0269,513.0
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4116,0,0,1,0.02,0.0206,0.0206,318.8
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4117,0,0,4,0.07,0.0693,0.0693,848.4
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4118,0,0,1,0.02,0.1032,0.1032,628.4
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4119,0,0,26,1.97,0.0555,0.1324,838.3
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4120,0,0,11,0.52,0.0654,0.1143,699.5
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4121,0,0,3,0.12,0.0604,0.0604,820.1
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4122,0,0,6,0.13,0.0619,0.066,1084.4
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4123,0,0,1,0.02,0.0264,0.0264,406.5
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4124,0,0,8,0.65,0.0823,0.1106,1023.9
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4125,0,0,2,0.07,0.1472,0.1472,853.2
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4126,0,0,1,0.02,0.089,0.089,598.0
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4127,0,0,2,0.15,0.0312,0.0312,665.9
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4128,0,0,5,0.12,0.0256,0.0256,843.9
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4129,0,0,4,0.07,0.1158,0.1158,974.7
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4130,0,0,2,0.03,0.0238,0.0238,681.6
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4131,0,0,1,0.02,0.0516,0.0516,954.1
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4132,0,0,1,0.02,0.1474,0.1474,1206.2
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4133,0,0,4,0.07,0.0561,0.0561,502.7
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4134,0,0,2,0.03,0.061,0.061,584.3
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4135,0,0,1,0.02,0.0947,0.0947,864.8
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4136,0,0,7,0.17,0.035,0.0376,1025.4
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4137,0,0,1,0.02,0.0237,0.0237,540.5
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4138,0,0,1,0.02,0.0358,0.0358,546.8
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4139,0,0,4,0.58,0.0359,0.0359,492.9
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4140,0,0,2,0.03,0.0423,0.0423,376.1
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4141,0,0,3,0.05,0.0829,0.0829,548.6
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4142,0,0,26,0.85,0.0496,0.1246,733.8
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4143,0,0,2,0.03,0.0337,0.0337,650.0
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4144,0,0,2,0.03,0.0625,0.0625,540.2
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4145,0,0,5,0.17,0.0348,0.0348,699.1
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4146,0,0,6,0.38,0.0457,0.0491,640.6
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4147,0,0,5,0.1,0.0841,0.0841,381.0
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4148,0,1,3,0.02,0.0904,0.0904,629.1
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,4149,0,1,3,0.02,0.0425,0.0425,418.7
