video,site,track_id,count,touches_n_deer,n_frames,span_s,mean_conf,topk_conf,mean_box_px
GolfDr_SHB_12.11.2025,SHB,2641,0,0,2,0.4,0.1515,0.1515,815.6
GolfDr_SHB_12.11.2025,SHB,2642,0,0,22,0.72,0.0637,0.166,789.4
GolfDr_SHB_12.11.2025,SHB,2643,0,0,4,0.08,0.2153,0.2153,602.6
GolfDr_SHB_12.11.2025,SHB,2644,0,0,1,0.02,0.0204,0.0204,825.6
GolfDr_SHB_12.11.2025,SHB,2645,0,0,3,0.1,0.0268,0.0268,596.0
GolfDr_SHB_12.11.2025,SHB,2646,0,0,1,0.02,0.0388,0.0388,724.0
GolfDr_SHB_12.11.2025,SHB,2647,0,0,1,0.02,0.0918,0.0918,798.4
GolfDr_SHB_12.11.2025,SHB,2648,0,0,3,0.05,0.0446,0.0446,661.9
GolfDr_SHB_12.11.2025,SHB,2649,0,0,1,0.02,0.0215,0.0215,652.2
GolfDr_SHB_12.11.2025,SHB,2650,0,0,3,0.03,0.0552,0.0552,457.1
GolfDr_SHB_12.11.2025,SHB,2651,0,0,11,0.78,0.0782,0.1185,3146.0
GolfDr_SHB_12.11.2025,SHB,2652,0,0,1,0.02,0.1355,0.1355,949.3
GolfDr_SHB_12.11.2025,SHB,2653,0,0,2,0.02,0.086,0.086,540.7
GolfDr_SHB_12.11.2025,SHB,2654,0,0,2,0.03,0.0372,0.0372,567.6
GolfDr_SHB_12.11.2025,SHB,2655,0,0,3,0.12,0.0342,0.0342,493.4
GolfDr_SHB_12.11.2025,SHB,2656,0,0,6,0.17,0.0624,0.0705,578.6
GolfDr_SHB_12.11.2025,SHB,2657,0,0,1,0.02,0.0334,0.0334,438.2
GolfDr_SHB_12.11.2025,SHB,2658,0,0,2,0.05,0.0536,0.0536,704.9
GolfDr_SHB_12.11.2025,SHB,2659,0,0,1,0.02,0.0291,0.0291,498.4
GolfDr_SHB_12.11.2025,SHB,2660,0,0,15,1.18,0.0654,0.1317,681.1
GolfDr_SHB_12.11.2025,SHB,2661,0,0,29,0.9,0.1132,0.2876,577.6
GolfDr_SHB_12.11.2025,SHB,2662,0,0,9,0.2,0.1214,0.1895,718.8
GolfDr_SHB_12.11.2025,SHB,2663,0,0,1,0.02,0.0692,0.0692,347.9
GolfDr_SHB_12.11.2025,SHB,2664,0,0,1,0.02,0.0364,0.0364,837.6
GolfDr_SHB_12.11.2025,SHB,2665,0,0,2,0.03,0.0316,0.0316,484.6
GolfDr_SHB_12.11.2025,SHB,2666,0,0,48,0.93,0.0835,0.2301,474.4
GolfDr_SHB_12.11.2025,SHB,2667,0,0,1,0.02,0.1731,0.1731,1184.7
GolfDr_SHB_12.11.2025,SHB,2668,0,0,120,2.02,0.1401,0.3662,578.2
GolfDr_SHB_12.11.2025,SHB,2669,0,0,2,0.15,0.0296,0.0296,1514.0
GolfDr_SHB_12.11.2025,SHB,2670,0,0,3,0.05,0.0903,0.0903,917.7
GolfDr_SHB_12.11.2025,SHB,2671,0,0,4,0.05,0.1254,0.1254,560.1
GolfDr_SHB_12.11.2025,SHB,2672,0,0,8,0.1,0.232,0.3508,822.3
GolfDr_SHB_12.11.2025,SHB,2673,0,2,67,0.52,0.1116,0.3989,517.2
GolfDr_SHB_12.11.2025,SHB,2674,0,0,2,0.02,0.0556,0.0556,307.7
GolfDr_SHB_12.11.2025,SHB,2675,0,0,24,0.83,0.0502,0.0973,555.6
GolfDr_SHB_12.11.2025,SHB,2676,0,0,5,0.17,0.0487,0.0487,392.2
GolfDr_SHB_12.11.2025,SHB,2677,0,0,3,0.53,0.0351,0.0351,443.8
GolfDr_SHB_12.11.2025,SHB,2678,0,0,5,0.47,0.0351,0.0351,661.7
GolfDr_SHB_12.11.2025,SHB,2679,0,0,1,0.02,0.0231,0.0231,219.4
GolfDr_SHB_12.11.2025,SHB,2680,0,0,4,0.07,0.0489,0.0489,457.8
GolfDr_SHB_12.11.2025,SHB,2681,0,0,2,0.05,0.0807,0.0807,604.4
GolfDr_SHB_12.11.2025,SHB,2682,0,2,204,2.42,0.1555,0.6018,514.2
GolfDr_SHB_12.11.2025,SHB,2683,0,0,4,0.25,0.1347,0.1347,583.2
GolfDr_SHB_12.11.2025,SHB,2684,0,0,2,0.43,0.0257,0.0257,597.9
GolfDr_SHB_12.11.2025,SHB,2685,0,0,1,0.02,0.0203,0.0203,402.4
GolfDr_SHB_12.11.2025,SHB,2686,0,0,3,0.15,0.0956,0.0956,1409.4
GolfDr_SHB_12.11.2025,SHB,2687,0,0,1,0.02,0.2164,0.2164,1874.6
GolfDr_SHB_12.11.2025,SHB,2688,0,2,160,5.78,0.1118,0.4009,437.3
GolfDr_SHB_12.11.2025,SHB,2689,0,0,1,0.02,0.0213,0.0213,292.1
GolfDr_SHB_12.11.2025,SHB,2690,0,0,6,0.22,0.056,0.0617,567.0
GolfDr_SHB_12.11.2025,SHB,2691,0,0,1,0.02,0.0209,0.0209,1439.7
GolfDr_SHB_12.11.2025,SHB,2692,0,0,12,0.28,0.0624,0.0962,1143.9
GolfDr_SHB_12.11.2025,SHB,2693,0,0,1,0.02,0.0222,0.0222,421.5
GolfDr_SHB_12.11.2025,SHB,2694,0,0,1,0.02,0.0288,0.0288,533.5
GolfDr_SHB_12.11.2025,SHB,2695,0,0,2,0.02,0.0989,0.0989,347.6
GolfDr_SHB_12.11.2025,SHB,2696,0,0,1,0.02,0.0423,0.0423,262.0
GolfDr_SHB_12.11.2025,SHB,2697,0,0,9,0.38,0.1208,0.1918,328.7
GolfDr_SHB_12.11.2025,SHB,2698,0,0,2,0.03,0.0312,0.0312,217.0
GolfDr_SHB_12.11.2025,SHB,2699,0,0,1,0.02,0.0202,0.0202,530.0
GolfDr_SHB_12.11.2025,SHB,2700,0,0,45,1.38,0.2018,0.5471,390.0
GolfDr_SHB_12.11.2025,SHB,2701,0,2,11,0.98,0.1073,0.185,503.1
GolfDr_SHB_12.11.2025,SHB,2702,0,0,4,0.07,0.2883,0.2883,452.9
GolfDr_SHB_12.11.2025,SHB,2703,0,0,1,0.02,0.0271,0.0271,299.2
GolfDr_SHB_12.11.2025,SHB,2704,0,2,84,1.05,0.2412,0.6125,525.8
GolfDr_SHB_12.11.2025,SHB,2705,0,0,3,0.05,0.0705,0.0705,872.1
GolfDr_SHB_12.11.2025,SHB,2706,0,0,10,0.88,0.1299,0.2145,435.9
GolfDr_SHB_12.11.2025,SHB,2707,0,0,37,1.33,0.2325,0.5381,373.9
GolfDr_SHB_12.11.2025,SHB,2708,0,0,6,0.33,0.0478,0.0532,572.5
GolfDr_SHB_12.11.2025,SHB,2709,0,0,22,0.45,0.1308,0.3485,488.1
GolfDr_SHB_12.11.2025,SHB,2710,0,0,1,0.02,0.0606,0.0606,375.9
GolfDr_SHB_12.11.2025,SHB,2711,0,0,1,0.02,0.0211,0.0211,960.6
GolfDr_SHB_12.11.2025,SHB,2712,0,0,2,0.35,0.0203,0.0203,317.8
GolfDr_SHB_12.11.2025,SHB,2713,0,0,1,0.02,0.0972,0.0972,538.9
GolfDr_SHB_12.11.2025,SHB,2714,0,0,2,0.12,0.0318,0.0318,573.5
GolfDr_SHB_12.11.2025,SHB,2715,0,0,5,0.3,0.1599,0.1599,376.1
GolfDr_SHB_12.11.2025,SHB,2716,0,0,2,0.52,0.0462,0.0462,1062.5
GolfDr_SHB_12.11.2025,SHB,2717,0,0,1,0.02,0.0255,0.0255,1474.2
GolfDr_SHB_12.11.2025,SHB,2718,0,0,3,0.1,0.0237,0.0237,1397.3
GolfDr_SHB_12.11.2025,SHB,2719,0,0,1,0.02,0.08,0.08,640.9
GolfDr_SHB_12.11.2025,SHB,2720,0,0,1,0.02,0.0368,0.0368,775.7
GolfDr_SHB_12.11.2025,SHB,2721,0,0,2,0.13,0.0283,0.0283,573.2
GolfDr_SHB_12.11.2025,SHB,2722,0,0,1,0.02,0.0322,0.0322,606.4
GolfDr_SHB_12.11.2025,SHB,2723,0,0,1,0.02,0.0217,0.0217,189.4
GolfDr_SHB_12.11.2025,SHB,2724,0,0,1,0.02,0.1714,0.1714,1413.2
GolfDr_SHB_12.11.2025,SHB,2725,0,0,1,0.02,0.0202,0.0202,920.4
GolfDr_SHB_12.11.2025,SHB,2726,0,0,5,0.52,0.0475,0.0475,547.1
GolfDr_SHB_12.11.2025,SHB,2727,0,0,1,0.02,0.0262,0.0262,650.9
GolfDr_SHB_12.11.2025,SHB,2728,0,0,1,0.02,0.0783,0.0783,726.0
GolfDr_SHB_12.11.2025,SHB,2729,0,0,2,0.03,0.0367,0.0367,938.9
GolfDr_SHB_12.11.2025,SHB,2730,0,0,1,0.02,0.0546,0.0546,831.3
GolfDr_SHB_12.11.2025,SHB,2731,0,0,2,0.18,0.0343,0.0343,535.4
GolfDr_SHB_12.11.2025,SHB,2732,0,0,2,0.1,0.2546,0.2546,472.4
GolfDr_SHB_12.11.2025,SHB,2733,0,0,1,0.02,0.0676,0.0676,446.8
GolfDr_SHB_12.11.2025,SHB,2734,0,0,1,0.02,0.0208,0.0208,507.2
GolfDr_SHB_12.11.2025,SHB,2735,0,0,1,0.02,0.0251,0.0251,642.3
GolfDr_SHB_12.11.2025,SHB,2736,0,0,7,0.08,0.1019,0.1317,442.2
GolfDr_SHB_12.11.2025,SHB,2737,0,0,8,0.35,0.0466,0.0601,519.3
GolfDr_SHB_12.11.2025,SHB,2738,0,0,4,0.03,0.0387,0.0387,493.6
GolfDr_SHB_12.11.2025,SHB,2739,0,0,4,0.35,0.0364,0.0364,615.1
GolfDr_SHB_12.11.2025,SHB,2740,0,0,1,0.02,0.0205,0.0205,676.8
GolfDr_SHB_12.11.2025,SHB,2741,0,0,1,0.02,0.0735,0.0735,430.7
GolfDr_SHB_12.11.2025,SHB,2742,0,0,1,0.02,0.0708,0.0708,255.2
GolfDr_SHB_12.11.2025,SHB,2743,0,0,2,0.03,0.0425,0.0425,289.4
GolfDr_SHB_12.11.2025,SHB,2744,0,0,3,0.42,0.1599,0.1599,1149.1
GolfDr_SHB_12.11.2025,SHB,2745,0,0,1,0.02,0.0327,0.0327,1153.1
GolfDr_SHB_12.11.2025,SHB,2746,0,0,2,0.15,0.0312,0.0312,379.2
GolfDr_SHB_12.11.2025,SHB,2747,0,0,1,0.02,0.0271,0.0271,1385.1
GolfDr_SHB_12.11.2025,SHB,2748,0,0,1,0.02,0.0384,0.0384,994.5
GolfDr_SHB_12.11.2025,SHB,2749,0,0,1,0.02,0.055,0.055,1141.7
GolfDr_SHB_12.11.2025,SHB,2750,0,0,1,0.02,0.0223,0.0223,443.0
GolfDr_SHB_12.11.2025,SHB,2751,0,0,5,0.23,0.0557,0.0557,364.4
GolfDr_SHB_12.11.2025,SHB,2752,0,0,2,0.02,0.1276,0.1276,272.2
GolfDr_SHB_12.11.2025,SHB,2753,0,0,1,0.02,0.134,0.134,396.6
GolfDr_SHB_12.11.2025,SHB,2754,0,0,1,0.02,0.0247,0.0247,789.3
GolfDr_SHB_12.11.2025,SHB,2755,0,0,3,0.03,0.0992,0.0992,555.3
GolfDr_SHB_12.11.2025,SHB,2756,0,0,17,0.2,0.0796,0.156,1258.5
GolfDr_SHB_12.11.2025,SHB,2757,0,0,1,0.02,0.0759,0.0759,479.7
GolfDr_SHB_12.11.2025,SHB,2758,0,0,1,0.02,0.025,0.025,413.1
GolfDr_SHB_12.11.2025,SHB,2759,0,0,1,0.02,0.1082,0.1082,400.7
GolfDr_SHB_12.11.2025,SHB,2760,0,0,1,0.02,0.0488,0.0488,1868.1
GolfDr_SHB_12.11.2025,SHB,2761,0,0,2,0.03,0.0908,0.0908,396.7
GolfDr_SHB_12.11.2025,SHB,2762,0,0,1,0.02,0.0368,0.0368,641.5
GolfDr_SHB_12.11.2025,SHB,2763,0,0,3,0.05,0.0612,0.0612,1063.9
GolfDr_SHB_12.11.2025,SHB,2764,0,0,2,0.02,0.0601,0.0601,1003.7
GolfDr_SHB_12.11.2025,SHB,2765,0,0,1,0.02,0.3433,0.3433,684.8
GolfDr_SHB_12.11.2025,SHB,2766,0,0,1,0.02,0.0509,0.0509,1042.9
GolfDr_SHB_12.11.2025,SHB,2767,0,0,4,0.63,0.0425,0.0425,574.9
GolfDr_SHB_12.11.2025,SHB,2768,0,0,2,0.02,0.0612,0.0612,757.5
GolfDr_SHB_12.11.2025,SHB,2769,0,0,1,0.02,0.0324,0.0324,457.7
GolfDr_SHB_12.11.2025,SHB,2770,0,0,4,0.03,0.0716,0.0716,886.5
GolfDr_SHB_12.11.2025,SHB,2771,0,0,2,0.35,0.0321,0.0321,961.1
GolfDr_SHB_12.11.2025,SHB,2772,0,0,7,0.63,0.1076,0.1422,1030.4
GolfDr_SHB_12.11.2025,SHB,2773,0,0,1,0.02,0.106,0.106,890.8
GolfDr_SHB_12.11.2025,SHB,2774,0,0,2,0.05,0.2133,0.2133,1109.6
GolfDr_SHB_12.11.2025,SHB,2775,0,0,2,0.08,0.0695,0.0695,698.7
GolfDr_SHB_12.11.2025,SHB,2776,0,0,1,0.02,0.0475,0.0475,955.0
GolfDr_SHB_12.11.2025,SHB,2777,0,0,16,0.78,0.0359,0.0621,872.0
GolfDr_SHB_12.11.2025,SHB,2778,0,0,1,0.02,0.1042,0.1042,988.2
GolfDr_SHB_12.11.2025,SHB,2779,0,0,1,0.02,0.0452,0.0452,1000.9
GolfDr_SHB_12.11.2025,SHB,2780,0,0,1,0.02,0.024,0.024,721.7
GolfDr_SHB_12.11.2025,SHB,2781,0,0,8,0.13,0.0714,0.0944,1179.0
GolfDr_SHB_12.11.2025,SHB,2782,0,0,1,0.02,0.0427,0.0427,573.1
GolfDr_SHB_12.11.2025,SHB,2783,0,0,1,0.02,0.0911,0.0911,1185.7
GolfDr_SHB_12.11.2025,SHB,2784,0,0,1,0.02,0.0364,0.0364,371.7
GolfDr_SHB_12.11.2025,SHB,2785,0,0,1,0.02,0.048,0.048,451.2
GolfDr_SHB_12.11.2025,SHB,2786,0,0,1,0.02,0.0396,0.0396,1763.4
GolfDr_SHB_12.11.2025,SHB,2787,0,0,1,0.02,0.033,0.033,413.4
GolfDr_SHB_12.11.2025,SHB,2788,0,0,2,0.38,0.085,0.085,452.4
GolfDr_SHB_12.11.2025,SHB,2789,0,0,1,0.02,0.0254,0.0254,204.1
GolfDr_SHB_12.11.2025,SHB,2790,0,0,1,0.02,0.022,0.022,677.3
GolfDr_SHB_12.11.2025,SHB,2791,0,0,1,0.02,0.0271,0.0271,559.6
GolfDr_SHB_12.11.2025,SHB,2792,0,0,1,0.02,0.084,0.084,711.7
GolfDr_SHB_12.11.2025,SHB,2793,0,0,3,0.08,0.0732,0.0732,755.6
GolfDr_SHB_12.11.2025,SHB,2794,0,0,16,0.7,0.0696,0.1383,650.7
GolfDr_SHB_12.11.2025,SHB,2795,0,0,1,0.02,0.0869,0.0869,857.1
GolfDr_SHB_12.11.2025,SHB,2796,0,0,1,0.02,0.0342,0.0342,1043.2
GolfDr_SHB_12.11.2025,SHB,2797,0,0,1,0.02,0.0231,0.0231,334.4
GolfDr_SHB_12.11.2025,SHB,2798,0,0,10,0.27,0.0497,0.0702,1226.6
GolfDr_SHB_12.11.2025,SHB,2799,0,0,10,0.77,0.0491,0.0633,1474.9
GolfDr_SHB_12.11.2025,SHB,2800,0,0,1,0.02,0.049,0.049,381.1
GolfDr_SHB_12.11.2025,SHB,2801,0,0,1,0.02,0.121,0.121,1893.0
GolfDr_SHB_12.11.2025,SHB,2802,0,0,1,0.02,0.0652,0.0652,2002.4
GolfDr_SHB_12.11.2025,SHB,2803,0,0,1,0.02,0.0222,0.0222,916.6
GolfDr_SHB_12.11.2025,SHB,2804,0,0,1,0.02,0.0219,0.0219,435.7
GolfDr_SHB_12.11.2025,SHB,2805,0,0,1,0.02,0.3637,0.3637,1215.6
GolfDr_SHB_12.11.2025,SHB,2806,0,0,12,0.3,0.1844,0.3066,791.6
GolfDr_SHB_12.11.2025,SHB,2807,0,0,10,0.47,0.062,0.0912,1137.3
GolfDr_SHB_12.11.2025,SHB,2808,0,0,1,0.02,0.028,0.028,620.7
GolfDr_SHB_12.11.2025,SHB,2809,0,0,151,3.03,0.1073,0.3274,374.5
GolfDr_SHB_12.11.2025,SHB,2810,0,0,20,0.63,0.0878,0.2013,727.7
GolfDr_SHB_12.11.2025,SHB,2811,0,0,8,0.15,0.057,0.074,2316.8
GolfDr_SHB_12.11.2025,SHB,2812,0,0,10,0.33,0.0477,0.0628,1716.6
GolfDr_SHB_12.11.2025,SHB,2813,0,0,1,0.02,0.0387,0.0387,2004.8
GolfDr_SHB_12.11.2025,SHB,2814,0,0,3,0.12,0.0777,0.0777,532.5
GolfDr_SHB_12.11.2025,SHB,2815,0,0,1,0.02,0.0243,0.0243,222.3
GolfDr_SHB_12.11.2025,SHB,2816,0,0,1,0.02,0.0204,0.0204,190.7
GolfDr_SHB_12.11.2025,SHB,2817,0,0,1,0.02,0.0218,0.0218,385.2
GolfDr_SHB_12.11.2025,SHB,2818,0,0,5,0.42,0.0375,0.0375,439.6
GolfDr_SHB_12.11.2025,SHB,2819,0,0,1,0.02,0.0424,0.0424,975.9
GolfDr_SHB_12.11.2025,SHB,2820,0,0,12,0.37,0.0356,0.052,611.1
GolfDr_SHB_12.11.2025,SHB,2821,0,0,4,0.15,0.0972,0.0972,434.3
GolfDr_SHB_12.11.2025,SHB,2822,0,0,5,0.4,0.0452,0.0452,822.5
GolfDr_SHB_12.11.2025,SHB,2823,0,0,1,0.02,0.0731,0.0731,915.6
GolfDr_SHB_12.11.2025,SHB,2824,0,0,1,0.02,0.0263,0.0263,294.2
GolfDr_SHB_12.11.2025,SHB,2825,0,0,7,0.53,0.0455,0.053,425.3
GolfDr_SHB_12.11.2025,SHB,2826,0,0,1,0.02,0.021,0.021,604.4
GolfDr_SHB_12.11.2025,SHB,2827,0,0,1,0.02,0.0256,0.0256,496.4
GolfDr_SHB_12.11.2025,SHB,2828,0,0,1,0.02,0.0449,0.0449,722.0
GolfDr_SHB_12.11.2025,SHB,2829,0,0,1,0.02,0.0326,0.0326,813.9
GolfDr_SHB_12.11.2025,SHB,2830,0,0,3,0.35,0.061,0.061,754.7
GolfDr_SHB_12.11.2025,SHB,2831,0,0,1,0.02,0.0248,0.0248,1630.3
GolfDr_SHB_12.11.2025,SHB,2832,0,0,1,0.02,0.0569,0.0569,1621.6
GolfDr_SHB_12.11.2025,SHB,2833,0,0,3,0.33,0.0571,0.0571,612.9
GolfDr_SHB_12.11.2025,SHB,2834,0,0,1,0.02,0.0434,0.0434,863.6
GolfDr_SHB_12.11.2025,SHB,2835,0,0,9,1.02,0.0669,0.0947,2269.0
GolfDr_SHB_12.11.2025,SHB,2836,0,0,2,0.13,0.0282,0.0282,590.9
GolfDr_SHB_12.11.2025,SHB,2837,0,0,3,0.07,0.0415,0.0415,723.4
GolfDr_SHB_12.11.2025,SHB,2838,0,0,3,0.7,0.0278,0.0278,4225.1
GolfDr_SHB_12.11.2025,SHB,2839,0,0,1,0.02,0.0242,0.0242,651.9
GolfDr_SHB_12.11.2025,SHB,2840,0,0,2,0.07,0.1037,0.1037,4643.5
GolfDr_SHB_12.11.2025,SHB,2841,0,0,2,0.2,0.0396,0.0396,583.8
GolfDr_SHB_12.11.2025,SHB,2842,0,0,1,0.02,0.0546,0.0546,405.7
GolfDr_SHB_12.11.2025,SHB,2843,0,0,1,0.02,0.02,0.02,183.1
GolfDr_SHB_12.11.2025,SHB,2844,0,0,1,0.02,0.0234,0.0234,311.5
GolfDr_SHB_12.11.2025,SHB,2845,0,0,7,0.32,0.123,0.148,1356.3
GolfDr_SHB_12.11.2025,SHB,2846,0,0,1,0.02,0.1313,0.1313,423.2
GolfDr_SHB_12.11.2025,SHB,2847,0,0,2,0.03,0.0292,0.0292,452.2
GolfDr_SHB_12.11.2025,SHB,2848,0,0,1,0.02,0.052,0.052,2463.1
GolfDr_SHB_12.11.2025,SHB,2849,0,0,2,0.17,0.0341,0.0341,966.1
GolfDr_SHB_12.11.2025,SHB,2850,0,0,1,0.02,0.0762,0.0762,243.6
GolfDr_SHB_12.11.2025,SHB,2851,0,0,1,0.02,0.0512,0.0512,610.5
GolfDr_SHB_12.11.2025,SHB,2852,0,0,1,0.02,0.0301,0.0301,924.6
GolfDr_SHB_12.11.2025,SHB,2853,0,0,5,0.03,0.0394,0.0394,356.9
GolfDr_SHB_12.11.2025,SHB,2854,0,0,1,0.02,0.0232,0.0232,616.8
GolfDr_SHB_12.11.2025,SHB,2855,0,0,1,0.02,0.031,0.031,392.8
GolfDr_SHB_12.11.2025,SHB,2856,0,0,1,0.02,0.0286,0.0286,663.8
GolfDr_SHB_12.11.2025,SHB,2857,0,0,1,0.02,0.0224,0.0224,741.0
GolfDr_SHB_12.11.2025,SHB,2858,0,0,1,0.02,0.0974,0.0974,762.5
GolfDr_SHB_12.11.2025,SHB,2859,0,0,6,0.42,0.0975,0.1099,650.0
GolfDr_SHB_12.11.2025,SHB,2860,0,0,16,0.93,0.0499,0.0792,758.2
GolfDr_SHB_12.11.2025,SHB,2861,0,0,2,0.32,0.0725,0.0725,870.2
GolfDr_SHB_12.11.2025,SHB,2862,0,0,9,0.13,0.1508,0.2334,428.0
GolfDr_SHB_12.11.2025,SHB,2863,0,0,1,0.02,0.0211,0.0211,774.9
GolfDr_SHB_12.11.2025,SHB,2864,0,0,4,0.15,0.0322,0.0322,1220.5
GolfDr_SHB_12.11.2025,SHB,2865,0,0,1,0.02,0.0507,0.0507,1252.9
GolfDr_SHB_12.11.2025,SHB,2866,0,0,3,0.33,0.0324,0.0324,807.8
GolfDr_SHB_12.11.2025,SHB,2867,0,0,1,0.02,0.1236,0.1236,2943.4
GolfDr_SHB_12.11.2025,SHB,2868,0,0,2,0.52,0.0347,0.0347,618.4
GolfDr_SHB_12.11.2025,SHB,2869,0,0,1,0.02,0.0359,0.0359,561.5
GolfDr_SHB_12.11.2025,SHB,2870,0,0,1,0.02,0.0392,0.0392,751.1
GolfDr_SHB_12.11.2025,SHB,2871,0,0,1,0.02,0.0389,0.0389,777.6
GolfDr_SHB_12.11.2025,SHB,2872,0,0,1,0.02,0.0274,0.0274,198.2
Melvin_SHW_01.18.2026_LS,SHW,6728,0,0,11,0.2,0.3924,0.4831,3306.3
Melvin_SHW_01.18.2026_LS,SHW,7002,0,0,1,0.02,0.5656,0.5656,1496.7
Melvin_SHW_01.18.2026_LS,SHW,7007,0,0,2,0.03,0.4683,0.4683,1385.6
Melvin_SHW_01.18.2026_LS,SHW,7014,0,0,3,0.07,0.5817,0.5817,1601.8
Melvin_SHW_01.18.2026_LS,SHW,7108,0,1,4,0.07,0.3698,0.3698,1296.8
Melvin_SHW_01.18.2026_LS,SHW,7110,1,1,44,0.98,0.5994,0.7425,1529.1
Melvin_SHW_01.18.2026_LS,SHW,7141,0,0,2,0.03,0.2042,0.2042,2272.0
Melvin_SHW_01.18.2026_LS,SHW,7151,0,0,1,0.02,0.5204,0.5204,2636.5
Melvin_SHW_01.18.2026_LS,SHW,7171,0,0,3,0.05,0.5161,0.5161,1252.4
Melvin_SHW_01.18.2026_LS,SHW,7175,0,0,1,0.02,0.395,0.395,1860.4
Melvin_SHW_01.18.2026_LS,SHW,7195,0,0,2,0.03,0.3986,0.3986,2473.9
Melvin_SHW_01.18.2026_LS,SHW,7208,0,0,6,0.13,0.3048,0.3615,951.5
Melvin_SHW_01.18.2026_LS,SHW,7231,0,1,10,0.17,0.4325,0.5026,859.7
Melvin_SHW_01.18.2026_LS,SHW,7275,0,0,2,0.03,0.5575,0.5575,1307.2
Melvin_SHW_01.18.2026_LS,SHW,7289,0,0,1,0.02,0.6206,0.6206,635.7
Melvin_SHW_01.18.2026_LS,SHW,7339,1,1,19,0.32,0.6176,0.703,1491.8
Melvin_SHW_01.18.2026_LS,SHW,7360,0,0,1,0.02,0.4764,0.4764,1795.9
Melvin_SHW_01.18.2026_LS,SHW,7391,0,0,12,0.22,0.5334,0.6246,1799.1
Melvin_SHW_01.18.2026_LS,SHW,7408,0,0,2,0.03,0.6628,0.6628,1463.3
Melvin_SHW_01.18.2026_LS,SHW,7412,0,0,1,0.02,0.3686,0.3686,2059.7
Melvin_SHW_01.18.2026_LS,SHW,7418,0,0,1,0.02,0.549,0.549,2126.1
Melvin_SHW_01.18.2026_LS,SHW,7435,0,0,12,0.25,0.5047,0.6016,1370.2
Melvin_SHW_01.18.2026_LS,SHW,7437,0,0,2,0.03,0.5086,0.5086,1063.8
Melvin_SHW_01.18.2026_LS,SHW,7489,0,0,2,0.03,0.3109,0.3109,595.6
Melvin_SHW_01.18.2026_LS,SHW,7518,0,0,1,0.02,0.48,0.48,453.0
Melvin_SHW_01.18.2026_LS,SHW,7520,0,0,12,0.23,0.4934,0.6319,395.5
Melvin_SHW_01.18.2026_LS,SHW,7539,0,0,3,0.07,0.3919,0.3919,575.2
Melvin_SHW_01.18.2026_LS,SHW,7552,1,1,6,0.12,0.4675,0.4825,612.0
Melvin_SHW_01.18.2026_LS,SHW,7565,0,0,3,0.12,0.3744,0.3744,691.0
Melvin_SHW_01.18.2026_LS,SHW,7571,0,1,12,0.28,0.442,0.5236,648.1
Melvin_SHW_01.18.2026_LS,SHW,7606,0,0,3,0.07,0.4237,0.4237,984.4
Melvin_SHW_01.18.2026_LS,SHW,7618,0,0,2,0.03,0.6202,0.6202,788.1
Melvin_SHW_01.18.2026_LS,SHW,7705,0,0,3,0.05,0.6112,0.6112,1082.4
Melvin_SHW_01.18.2026_LS,SHW,7737,0,0,1,0.02,0.3363,0.3363,1110.5
Melvin_SHW_01.18.2026_LS,SHW,7741,0,0,1,0.02,0.526,0.526,1141.0
Melvin_SHW_01.18.2026_LS,SHW,7782,0,0,1,0.02,0.3459,0.3459,1910.6
Melvin_SHW_01.18.2026_LS,SHW,7811,0,0,5,0.15,0.5368,0.5368,1332.0
Melvin_SHW_01.18.2026_LS,SHW,7814,0,0,2,0.03,0.3279,0.3279,1588.0
Melvin_SHW_01.18.2026_LS,SHW,7815,0,0,2,0.03,0.3994,0.3994,1127.0
Melvin_SHW_01.18.2026_LS,SHW,7820,0,0,12,0.55,0.1697,0.3595,1222.0
Melvin_SHW_01.18.2026_LS,SHW,7841,0,0,2,0.03,0.444,0.444,762.8
Melvin_SHW_01.18.2026_LS,SHW,7878,0,0,2,0.03,0.5553,0.5553,802.8
Melvin_SHW_01.18.2026_LS,SHW,7914,0,0,2,0.03,0.4305,0.4305,2301.8
Melvin_SHW_01.18.2026_LS,SHW,7937,0,0,3,0.05,0.4529,0.4529,1093.1
Melvin_SHW_01.18.2026_LS,SHW,7942,0,0,3,0.05,0.454,0.454,1534.0
Melvin_SHW_01.18.2026_LS,SHW,7958,0,0,1,0.02,0.3585,0.3585,1328.9
Melvin_SHW_01.18.2026_LS,SHW,8037,0,0,1,0.02,0.6386,0.6386,1612.8
Melvin_SHW_01.18.2026_LS,SHW,8046,0,0,1,0.02,0.4027,0.4027,959.7
Melvin_SHW_01.18.2026_LS,SHW,8052,0,0,1,0.02,0.5932,0.5932,2701.2
Melvin_SHW_01.18.2026_LS,SHW,9052,0,0,4,0.18,0.0297,0.0297,835.5
Melvin_SHW_01.18.2026_LS,SHW,9053,0,0,2,0.03,0.0293,0.0293,1877.8
Melvin_SHW_01.18.2026_LS,SHW,9054,0,0,21,0.95,0.0978,0.2366,1343.8
Melvin_SHW_01.18.2026_LS,SHW,9055,0,0,3,0.07,0.0623,0.0623,2876.3
Melvin_SHW_01.18.2026_LS,SHW,9056,0,0,2,0.03,0.0505,0.0505,556.4
Melvin_SHW_01.18.2026_LS,SHW,9057,0,0,1,0.02,0.0394,0.0394,766.2
Melvin_SHW_01.18.2026_LS,SHW,9058,0,0,1,0.02,0.0201,0.0201,691.7
