video,site,track_id,first_frame,last_frame,first_s,last_s,n_frames,span_s,mean_conf,topk_conf,mean_box_px,confirmed
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,352,7738,7801,128.97,130.02,63,1.07,0.534,0.6859,1565.8,1
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,354,7760,7792,129.33,129.87,31,0.55,0.5181,0.6368,1327.7,1
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,403,11790,11790,196.5,196.5,1,0.02,0.6964,0.6964,1165.9,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,373,10094,10099,168.23,168.32,6,0.1,0.6209,0.6602,1572.6,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,415,12947,12947,215.78,215.78,1,0.02,0.5989,0.5989,1045.3,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,376,10115,10119,168.58,168.65,5,0.08,0.5793,0.5793,2032.7,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,394,11494,11497,191.57,191.62,3,0.07,0.5733,0.5733,1165.7,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,378,10255,10255,170.92,170.92,1,0.02,0.4466,0.4466,1850.7,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,363,9165,9171,152.75,152.85,2,0.12,0.4403,0.4403,1431.2,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,327,2139,2139,35.65,35.65,1,0.02,0.428,0.428,2511.4,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,359,8285,8288,138.08,138.13,4,0.07,0.4099,0.4099,469.1,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,358,8233,8234,137.22,137.23,2,0.03,0.4047,0.4047,236.9,0
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,315,214,218,3.57,3.63,3,0.08,0.322,0.322,387.1,0
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,540,6935,7170,115.74,119.66,218,3.94,0.7424,0.8178,619.4,1
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,508,3725,3876,62.17,64.69,130,2.54,0.5469,0.7024,587.9,1
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,507,3708,3853,61.88,64.3,118,2.44,0.5477,0.6872,551.5,1
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,543,6979,7079,116.47,118.14,60,1.69,0.5224,0.6778,365.0,1
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,438,392,392,6.54,6.54,1,0.02,0.6382,0.6382,1762.3,0
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,475,2591,2592,43.24,43.26,2,0.03,0.6327,0.6327,1940.4,0
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,496,3664,3664,61.15,61.15,1,0.02,0.6306,0.6306,1025.1,0
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,494,3651,3651,60.93,60.93,1,0.02,0.616,0.616,770.8,0
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,532,6013,6021,100.35,100.48,9,0.15,0.5306,0.613,632.5,0
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,542,6957,6957,116.11,116.11,1,0.02,0.6009,0.6009,540.5,0
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,526,5967,5980,99.58,99.8,13,0.23,0.4863,0.5937,607.4,0
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,461,2577,2577,43.01,43.01,1,0.02,0.5515,0.5515,1633.7,0
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,547,7080,7085,118.16,118.24,5,0.1,0.5195,0.5195,425.8,0
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,462,2577,2577,43.01,43.01,1,0.02,0.5122,0.5122,698.3,0
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,515,4329,4329,72.25,72.25,1,0.02,0.4916,0.4916,410.1,0
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,500,3690,3690,61.58,61.58,1,0.02,0.4205,0.4205,691.0,0
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,478,2791,2791,46.58,46.58,1,0.02,0.3466,0.3466,1951.4,0
OikosRd_TON_12.03.25_LS,TON,755,15091,15165,251.59,252.83,45,1.25,0.4904,0.7127,1120.9,1
OikosRd_TON_12.03.25_LS,TON,650,9383,9432,156.43,157.25,29,0.83,0.5884,0.6971,860.3,1
OikosRd_TON_12.03.25_LS,TON,639,8539,8562,142.36,142.74,15,0.4,0.5049,0.6231,2038.1,1
OikosRd_TON_12.03.25_LS,TON,561,538,568,8.97,9.47,20,0.52,0.4665,0.5818,1065.3,1
OikosRd_TON_12.03.25_LS,TON,712,11757,11798,196.01,196.69,17,0.7,0.3958,0.4876,1105.4,1
OikosRd_TON_12.03.25_LS,TON,611,4924,4939,82.09,82.34,13,0.27,0.6457,0.7454,3982.5,0
OikosRd_TON_12.03.25_LS,TON,616,4942,4951,82.39,82.54,4,0.17,0.7394,0.7394,2787.7,0
OikosRd_TON_12.03.25_LS,TON,569,1338,1354,22.31,22.57,17,0.28,0.6153,0.7035,1946.3,0
OikosRd_TON_12.03.25_LS,TON,722,13043,13043,217.45,217.45,1,0.02,0.6773,0.6773,1143.3,0
OikosRd_TON_12.03.25_LS,TON,598,4894,4911,81.59,81.88,5,0.3,0.6373,0.6373,2382.8,0
OikosRd_TON_12.03.25_LS,TON,588,3260,3260,54.35,54.35,1,0.02,0.6333,0.6333,1903.9,0
OikosRd_TON_12.03.25_LS,TON,568,1330,1334,22.17,22.24,5,0.08,0.6265,0.6265,2034.1,0
OikosRd_TON_12.03.25_LS,TON,604,4904,4904,81.76,81.76,1,0.02,0.6161,0.6161,2582.4,0
OikosRd_TON_12.03.25_LS,TON,610,4924,4925,82.09,82.11,2,0.03,0.583,0.583,1839.5,0
OikosRd_TON_12.03.25_LS,TON,605,4906,4909,81.79,81.84,4,0.07,0.5749,0.5749,2572.7,0
OikosRd_TON_12.03.25_LS,TON,702,11547,11553,192.51,192.61,7,0.12,0.4828,0.5657,2425.2,0
OikosRd_TON_12.03.25_LS,TON,742,14338,14346,239.04,239.17,6,0.15,0.5302,0.561,528.9,0
OikosRd_TON_12.03.25_LS,TON,570,1378,1378,22.97,22.97,1,0.02,0.5493,0.5493,1496.9,0
OikosRd_TON_12.03.25_LS,TON,560,521,529,8.69,8.82,7,0.15,0.5091,0.5458,1228.7,0
OikosRd_TON_12.03.25_LS,TON,643,8555,8555,142.63,142.63,1,0.02,0.5287,0.5287,1944.8,0
OikosRd_TON_12.03.25_LS,TON,563,1271,1273,21.19,21.22,3,0.05,0.4977,0.4977,1765.4,0
OikosRd_TON_12.03.25_LS,TON,686,11421,11421,190.41,190.41,1,0.02,0.4812,0.4812,1298.8,0
OikosRd_TON_12.03.25_LS,TON,584,3147,3149,52.47,52.5,3,0.05,0.4675,0.4675,658.3,0
OikosRd_TON_12.03.25_LS,TON,677,11233,11235,187.27,187.31,2,0.05,0.4616,0.4616,1631.9,0
OikosRd_TON_12.03.25_LS,TON,680,11345,11346,189.14,189.16,2,0.03,0.4375,0.4375,1602.0,0
OikosRd_TON_12.03.25_LS,TON,648,8675,8676,144.63,144.64,2,0.03,0.4355,0.4355,1740.2,0
OikosRd_TON_12.03.25_LS,TON,694,11529,11529,192.21,192.21,1,0.02,0.414,0.414,2221.2,0
OikosRd_TON_12.03.25_LS,TON,746,14505,14505,241.83,241.83,1,0.02,0.3981,0.3981,635.3,0
SIron_SHW_01.18.2026_LS,SHW,998,9692,9705,161.53,161.75,13,0.23,0.5888,0.6498,1190.7,0
SIron_SHW_01.18.2026_LS,SHW,1064,13644,13661,227.4,227.68,8,0.3,0.5535,0.6495,5909.7,0
SIron_SHW_01.18.2026_LS,SHW,984,9534,9534,158.9,158.9,1,0.02,0.6482,0.6482,631.4,0
SIron_SHW_01.18.2026_LS,SHW,1049,13582,13582,226.36,226.36,1,0.02,0.6336,0.6336,8874.4,0
SIron_SHW_01.18.2026_LS,SHW,1059,13624,13624,227.06,227.06,1,0.02,0.6284,0.6284,3632.7,0
SIron_SHW_01.18.2026_LS,SHW,1114,14808,14850,246.8,247.5,2,0.72,0.6129,0.6129,2246.3,0
SIron_SHW_01.18.2026_LS,SHW,873,6572,6580,109.53,109.67,8,0.15,0.5423,0.6022,1790.4,0
SIron_SHW_01.18.2026_LS,SHW,1074,13879,13894,231.31,231.56,12,0.27,0.5288,0.5966,715.6,0
SIron_SHW_01.18.2026_LS,SHW,760,68,68,1.13,1.13,1,0.02,0.5812,0.5812,929.7,0
SIron_SHW_01.18.2026_LS,SHW,901,7858,7859,130.97,130.98,2,0.03,0.5707,0.5707,372.4,0
SIron_SHW_01.18.2026_LS,SHW,903,7861,7873,131.02,131.22,7,0.22,0.5174,0.5707,532.3,0
SIron_SHW_01.18.2026_LS,SHW,776,2430,2434,40.5,40.57,5,0.08,0.5527,0.5527,2140.3,0
SIron_SHW_01.18.2026_LS,SHW,1107,14552,14604,242.53,243.4,4,0.88,0.5206,0.5206,1785.2,0
SIron_SHW_01.18.2026_LS,SHW,831,5445,5446,90.75,90.77,2,0.03,0.516,0.516,2011.4,0
SIron_SHW_01.18.2026_LS,SHW,775,2428,2428,40.47,40.47,1,0.02,0.5142,0.5142,2120.7,0
SIron_SHW_01.18.2026_LS,SHW,980,9304,9305,155.06,155.08,2,0.03,0.5121,0.5121,430.7,0
SIron_SHW_01.18.2026_LS,SHW,1061,13625,13625,227.08,227.08,1,0.02,0.4898,0.4898,4847.2,0
SIron_SHW_01.18.2026_LS,SHW,928,8087,8089,134.78,134.82,3,0.05,0.486,0.486,433.8,0
SIron_SHW_01.18.2026_LS,SHW,772,2341,2341,39.02,39.02,1,0.02,0.4827,0.4827,994.0,0
SIron_SHW_01.18.2026_LS,SHW,906,7887,7904,131.45,131.73,12,0.3,0.3822,0.4657,484.8,0
SIron_SHW_01.18.2026_LS,SHW,1025,11846,11846,197.43,197.43,1,0.02,0.4253,0.4253,1402.8,0
SIron_SHW_01.18.2026_LS,SHW,941,8113,8113,135.22,135.22,1,0.02,0.4224,0.4224,1905.2,0
SIron_SHW_01.18.2026_LS,SHW,871,6560,6560,109.33,109.33,1,0.02,0.4113,0.4113,1446.2,0
SIron_SHW_01.18.2026_LS,SHW,811,3584,3585,59.73,59.75,2,0.03,0.3432,0.3432,1428.9,0
WhoopieCatDam_SHW_01.18.2026_LS,SHW,1139,2969,3014,49.48,50.23,30,0.77,0.6661,0.7967,2016.8,1
WhoopieCatDam_SHW_01.18.2026_LS,SHW,1131,2844,2887,47.4,48.12,36,0.73,0.6302,0.7482,1620.0,1
WhoopieCatDam_SHW_01.18.2026_LS,SHW,1136,2925,2965,48.75,49.42,33,0.68,0.5368,0.6839,1780.5,1
WhoopieCatDam_SHW_01.18.2026_LS,SHW,1133,2919,2921,48.65,48.68,3,0.05,0.5405,0.5405,1669.5,0
WhoopieCatDam_SHW_01.18.2026_LS,SHW,1140,2990,2990,49.83,49.83,1,0.02,0.3776,0.3776,604.9,0
