video,site,track_id,frame,t_s,xc,yc,w,h,conf,confirmed
GiantCityRd_TON_12.03.25_LS,TON,108,445,7.43,585.0,177.6,21.4,15.6,0.5659,1
GiantCityRd_TON_12.03.25_LS,TON,108,446,7.45,582.0,177.6,21.2,15.1,0.2763,1
GiantCityRd_TON_12.03.25_LS,TON,108,447,7.46,577.2,178.4,19.7,14.8,0.472,1
GiantCityRd_TON_12.03.25_LS,TON,108,448,7.48,573.1,178.1,18.6,14.3,0.6213,1
GiantCityRd_TON_12.03.25_LS,TON,108,449,7.5,569.1,177.5,18.1,13.7,0.3952,1
GiantCityRd_TON_12.03.25_LS,TON,108,450,7.51,565.7,178.0,19.5,14.5,0.612,1
GiantCityRd_TON_12.03.25_LS,TON,108,451,7.53,561.7,178.0,18.7,14.4,0.6364,1
GiantCityRd_TON_12.03.25_LS,TON,108,452,7.55,557.8,178.2,17.5,13.9,0.5869,1
GiantCityRd_TON_12.03.25_LS,TON,108,453,7.56,553.7,178.8,18.8,14.8,0.5225,1
GiantCityRd_TON_12.03.25_LS,TON,108,454,7.58,550.5,178.7,17.3,13.3,0.5467,1
GiantCityRd_TON_12.03.25_LS,TON,108,455,7.6,546.1,178.5,17.3,13.7,0.4671,1
GiantCityRd_TON_12.03.25_LS,TON,108,459,7.66,531.3,179.4,16.9,13.4,0.4378,1
GiantCityRd_TON_12.03.25_LS,TON,108,460,7.68,527.1,178.3,18.2,14.0,0.3082,1
GiantCityRd_TON_12.03.25_LS,TON,108,461,7.7,523.6,178.1,18.2,14.4,0.6376,1
GiantCityRd_TON_12.03.25_LS,TON,108,462,7.71,519.7,178.7,18.1,13.9,0.6956,1
GiantCityRd_TON_12.03.25_LS,TON,108,463,7.73,515.9,178.4,17.6,13.3,0.5343,1
GiantCityRd_TON_12.03.25_LS,TON,108,464,7.75,511.9,178.1,17.9,14.0,0.6236,1
GiantCityRd_TON_12.03.25_LS,TON,108,465,7.76,508.5,178.1,18.4,14.6,0.5641,1
GiantCityRd_TON_12.03.25_LS,TON,108,466,7.78,504.8,177.2,17.3,13.8,0.6404,1
GiantCityRd_TON_12.03.25_LS,TON,108,467,7.8,500.5,177.4,18.7,15.1,0.3812,1
GiantCityRd_TON_12.03.25_LS,TON,108,468,7.81,496.8,179.0,20.1,15.7,0.2891,1
GiantCityRd_TON_12.03.25_LS,TON,108,469,7.83,493.5,179.3,21.4,16.0,0.4221,1
GiantCityRd_TON_12.03.25_LS,TON,108,470,7.85,489.4,179.8,21.5,16.7,0.3495,1
GiantCityRd_TON_12.03.25_LS,TON,108,471,7.86,485.2,180.2,20.6,16.2,0.4229,1
GiantCityRd_TON_12.03.25_LS,TON,108,472,7.88,481.3,179.5,21.0,16.9,0.4268,1
GiantCityRd_TON_12.03.25_LS,TON,108,474,7.91,472.9,179.5,20.3,16.3,0.4176,1
GiantCityRd_TON_12.03.25_LS,TON,108,475,7.93,469.2,178.6,20.4,16.6,0.2807,1
GiantCityRd_TON_12.03.25_LS,TON,108,476,7.95,464.9,178.6,19.4,15.9,0.5022,1
GiantCityRd_TON_12.03.25_LS,TON,110,444,7.41,516.2,248.4,84.8,65.2,0.3706,0
GiantCityRd_TON_12.03.25_LS,TON,110,445,7.43,511.8,248.4,86.4,66.4,0.2688,0
GiantCityRd_TON_12.03.25_LS,TON,110,446,7.45,507.5,248.4,86.5,66.0,0.4391,0
GiantCityRd_TON_12.03.25_LS,TON,110,447,7.46,503.9,249.4,87.5,65.2,0.441,0
GiantCityRd_TON_12.03.25_LS,TON,110,448,7.48,499.2,250.0,87.2,64.5,0.559,0
GiantCityRd_TON_12.03.25_LS,TON,110,449,7.5,494.9,250.1,88.1,64.4,0.3053,0
GiantCityRd_TON_12.03.25_LS,TON,110,450,7.51,491.8,250.7,84.8,63.6,0.3848,0
GiantCityRd_TON_12.03.25_LS,TON,177,3672,61.31,601.1,315.4,25.4,19.8,0.4649,1
GiantCityRd_TON_12.03.25_LS,TON,177,3673,61.32,596.7,315.1,26.0,20.9,0.642,1
GiantCityRd_TON_12.03.25_LS,TON,177,3674,61.34,592.0,315.6,25.6,20.3,0.5627,1
GiantCityRd_TON_12.03.25_LS,TON,177,3675,61.36,586.7,317.0,25.3,21.5,0.3503,1
GiantCityRd_TON_12.03.25_LS,TON,177,3676,61.37,582.5,316.4,25.5,21.0,0.607,1
GiantCityRd_TON_12.03.25_LS,TON,177,3677,61.39,578.7,316.7,23.9,21.7,0.5559,1
GiantCityRd_TON_12.03.25_LS,TON,177,3678,61.41,575.9,318.3,26.4,24.1,0.4305,1
GiantCityRd_TON_12.03.25_LS,TON,177,3679,61.42,571.4,319.3,26.9,24.2,0.4522,1
GiantCityRd_TON_12.03.25_LS,TON,177,3680,61.44,566.8,318.9,25.6,23.5,0.5286,1
GiantCityRd_TON_12.03.25_LS,TON,177,3681,61.46,562.6,318.9,26.0,23.7,0.579,1
GiantCityRd_TON_12.03.25_LS,TON,177,3682,61.47,558.4,319.3,26.0,22.8,0.6361,1
GiantCityRd_TON_12.03.25_LS,TON,177,3683,61.49,554.6,318.8,25.0,22.6,0.622,1
GiantCityRd_TON_12.03.25_LS,TON,177,3684,61.51,550.8,319.6,25.1,22.2,0.6042,1
GiantCityRd_TON_12.03.25_LS,TON,177,3685,61.52,546.8,319.7,25.6,23.2,0.613,1
GiantCityRd_TON_12.03.25_LS,TON,177,3686,61.54,542.8,320.1,25.4,21.1,0.5259,1
GiantCityRd_TON_12.03.25_LS,TON,177,3687,61.56,538.8,319.5,27.4,24.1,0.39,1
GiantCityRd_TON_12.03.25_LS,TON,177,3694,61.67,508.8,320.6,28.0,19.3,0.5065,1
GiantCityRd_TON_12.03.25_LS,TON,177,3707,61.89,457.1,323.3,24.4,21.5,0.3797,1
GiantCityRd_TON_12.03.25_LS,TON,177,3711,61.96,440.4,324.8,25.3,21.7,0.3091,1
GiantCityRd_TON_12.03.25_LS,TON,177,3712,61.97,435.7,325.0,26.3,20.8,0.7011,1
GiantCityRd_TON_12.03.25_LS,TON,177,3713,61.99,431.9,324.8,27.0,21.4,0.7134,1
GiantCityRd_TON_12.03.25_LS,TON,177,3714,62.01,427.3,325.1,26.5,21.8,0.7077,1
GiantCityRd_TON_12.03.25_LS,TON,177,3715,62.02,422.5,324.6,27.1,22.4,0.6835,1
GiantCityRd_TON_12.03.25_LS,TON,177,3716,62.04,417.8,324.4,28.5,23.8,0.6823,1
GiantCityRd_TON_12.03.25_LS,TON,177,3717,62.06,413.4,325.1,29.3,24.6,0.6264,1
GiantCityRd_TON_12.03.25_LS,TON,177,3718,62.07,408.8,325.2,29.6,23.9,0.5155,1
GiantCityRd_TON_12.03.25_LS,TON,177,3719,62.09,404.7,325.3,31.8,23.0,0.5,1
GiantCityRd_TON_12.03.25_LS,TON,177,3720,62.11,399.9,326.6,29.0,20.6,0.567,1
GiantCityRd_TON_12.03.25_LS,TON,177,3721,62.12,395.9,327.0,28.0,19.0,0.55,1
GiantCityRd_TON_12.03.25_LS,TON,177,3722,62.14,391.5,327.4,28.1,18.0,0.588,1
GiantCityRd_TON_12.03.25_LS,TON,177,3723,62.16,387.2,329.9,29.4,19.4,0.5675,1
GiantCityRd_TON_12.03.25_LS,TON,177,3724,62.17,383.4,328.7,30.4,18.9,0.5533,1
GiantCityRd_TON_12.03.25_LS,TON,177,3725,62.19,379.0,328.9,31.4,19.0,0.5282,1
GiantCityRd_TON_12.03.25_LS,TON,177,3726,62.21,374.2,328.2,32.5,19.4,0.5155,1
GiantCityRd_TON_12.03.25_LS,TON,177,3727,62.22,370.7,328.7,33.6,19.7,0.5522,1
GiantCityRd_TON_12.03.25_LS,TON,177,3728,62.24,367.2,329.8,34.9,19.9,0.6376,1
GiantCityRd_TON_12.03.25_LS,TON,177,3729,62.26,363.2,329.4,36.1,21.1,0.5963,1
GiantCityRd_TON_12.03.25_LS,TON,177,3730,62.28,358.3,328.7,34.8,22.8,0.5039,1
GiantCityRd_TON_12.03.25_LS,TON,177,3731,62.29,352.6,330.0,34.4,20.9,0.3307,1
GiantCityRd_TON_12.03.25_LS,TON,178,3683,61.49,622.7,313.9,22.6,18.7,0.476,1
GiantCityRd_TON_12.03.25_LS,TON,178,3684,61.51,620.4,315.9,22.9,20.5,0.4012,1
GiantCityRd_TON_12.03.25_LS,TON,178,3685,61.52,617.9,316.7,22.8,20.8,0.4766,1
GiantCityRd_TON_12.03.25_LS,TON,178,3686,61.54,614.5,317.7,24.5,22.4,0.4265,1
GiantCityRd_TON_12.03.25_LS,TON,178,3687,61.56,610.8,318.9,24.6,22.8,0.5328,1
GiantCityRd_TON_12.03.25_LS,TON,178,3688,61.57,607.5,318.7,25.0,20.4,0.4722,1
GiantCityRd_TON_12.03.25_LS,TON,178,3695,61.69,587.1,321.6,22.8,22.2,0.4136,1
GiantCityRd_TON_12.03.25_LS,TON,178,3696,61.71,585.2,321.3,24.2,21.9,0.499,1
GiantCityRd_TON_12.03.25_LS,TON,178,3697,61.72,582.2,320.7,24.4,20.1,0.4062,1
GiantCityRd_TON_12.03.25_LS,TON,178,3700,61.77,573.1,319.3,23.9,15.8,0.3078,1
GiantCityRd_TON_12.03.25_LS,TON,178,3701,61.79,569.9,320.1,22.9,17.1,0.5,1
GiantCityRd_TON_12.03.25_LS,TON,178,3702,61.81,567.0,319.4,22.5,16.1,0.5137,1
GiantCityRd_TON_12.03.25_LS,TON,178,3703,61.82,564.4,319.2,22.9,17.5,0.3695,1
GiantCityRd_TON_12.03.25_LS,TON,178,3707,61.89,551.4,319.2,23.7,17.1,0.3783,1
GiantCityRd_TON_12.03.25_LS,TON,178,3708,61.91,548.4,319.0,23.8,16.9,0.3407,1
GiantCityRd_TON_12.03.25_LS,TON,178,3709,61.92,545.5,318.7,24.7,15.5,0.311,1
GiantCityRd_TON_12.03.25_LS,TON,178,3711,61.96,540.1,320.2,24.6,17.6,0.3864,1
GiantCityRd_TON_12.03.25_LS,TON,178,3712,61.97,538.0,320.5,25.4,18.7,0.4919,1
GiantCityRd_TON_12.03.25_LS,TON,181,3754,62.68,256.7,324.7,34.4,22.0,0.5375,1
GiantCityRd_TON_12.03.25_LS,TON,181,3755,62.69,253.5,323.3,32.5,21.9,0.4692,1
GiantCityRd_TON_12.03.25_LS,TON,181,3756,62.71,250.1,323.4,30.8,21.2,0.4234,1
GiantCityRd_TON_12.03.25_LS,TON,181,3757,62.73,245.8,324.2,28.6,19.0,0.4265,1
GiantCityRd_TON_12.03.25_LS,TON,181,3758,62.74,240.8,321.5,33.7,19.3,0.4491,1
GiantCityRd_TON_12.03.25_LS,TON,181,3759,62.76,236.4,322.4,34.2,20.3,0.5421,1
GiantCityRd_TON_12.03.25_LS,TON,181,3760,62.78,232.3,322.8,36.2,19.9,0.4932,1
GiantCityRd_TON_12.03.25_LS,TON,181,3761,62.79,227.6,321.4,34.3,19.1,0.527,1
GiantCityRd_TON_12.03.25_LS,TON,181,3762,62.81,223.3,322.8,33.4,20.0,0.5098,1
GiantCityRd_TON_12.03.25_LS,TON,181,3763,62.83,218.7,323.6,34.4,19.9,0.431,1
GiantCityRd_TON_12.03.25_LS,TON,181,3764,62.84,214.5,322.4,31.7,18.6,0.4895,1
GiantCityRd_TON_12.03.25_LS,TON,181,3765,62.86,210.0,323.9,29.5,19.5,0.5421,1
GiantCityRd_TON_12.03.25_LS,TON,181,3766,62.88,206.1,323.6,30.2,19.1,0.5784,1
GiantCityRd_TON_12.03.25_LS,TON,181,3767,62.89,201.9,322.9,28.6,18.6,0.5635,1
GiantCityRd_TON_12.03.25_LS,TON,181,3768,62.91,197.4,324.0,31.3,18.9,0.5706,1
GiantCityRd_TON_12.03.25_LS,TON,181,3769,62.93,192.0,324.5,31.4,19.0,0.3507,1
GiantCityRd_TON_12.03.25_LS,TON,181,3770,62.94,187.8,324.3,31.8,19.0,0.3089,1
GiantCityRd_TON_12.03.25_LS,TON,181,3771,62.96,183.0,325.3,32.6,18.2,0.499,1
GiantCityRd_TON_12.03.25_LS,TON,181,3772,62.98,179.0,325.2,32.6,18.0,0.4244,1
GiantCityRd_TON_12.03.25_LS,TON,181,3773,62.99,174.5,325.4,33.1,18.0,0.6169,1
GiantCityRd_TON_12.03.25_LS,TON,181,3774,63.01,170.8,326.3,34.6,19.5,0.5082,1
GiantCityRd_TON_12.03.25_LS,TON,181,3775,63.03,166.3,326.2,30.7,18.0,0.6494,1
GiantCityRd_TON_12.03.25_LS,TON,181,3776,63.04,162.9,326.7,27.9,18.7,0.6628,1
GiantCityRd_TON_12.03.25_LS,TON,181,3777,63.06,158.7,327.1,28.8,19.6,0.5694,1
GiantCityRd_TON_12.03.25_LS,TON,181,3778,63.08,153.7,327.6,28.9,19.8,0.6007,1
GiantCityRd_TON_12.03.25_LS,TON,181,3779,63.09,149.8,327.6,32.4,22.5,0.6648,1
GiantCityRd_TON_12.03.25_LS,TON,181,3780,63.11,145.8,327.9,27.0,19.9,0.4537,1
GiantCityRd_TON_12.03.25_LS,TON,181,3781,63.13,141.5,329.2,26.0,18.9,0.4078,1
GiantCityRd_TON_12.03.25_LS,TON,181,3782,63.14,136.1,329.6,28.2,20.5,0.4662,1
GiantCityRd_TON_12.03.25_LS,TON,181,3783,63.16,131.6,329.2,28.5,21.2,0.3516,1
GiantCityRd_TON_12.03.25_LS,TON,181,3784,63.18,125.6,329.3,31.7,22.9,0.5515,1
GiantCityRd_TON_12.03.25_LS,TON,181,3785,63.19,121.1,329.2,32.1,24.5,0.5805,1
GiantCityRd_TON_12.03.25_LS,TON,181,3786,63.21,117.0,329.3,31.5,24.1,0.4774,1
GiantCityRd_TON_12.03.25_LS,TON,181,3787,63.23,111.5,331.0,30.8,25.5,0.3048,1
GiantCityRd_TON_12.03.25_LS,TON,181,3788,63.24,107.8,330.0,32.4,25.5,0.6435,1
GiantCityRd_TON_12.03.25_LS,TON,181,3789,63.26,104.1,329.9,31.6,25.7,0.4102,1
GiantCityRd_TON_12.03.25_LS,TON,184,3795,63.36,290.0,327.1,25.5,14.8,0.3456,0
GiantCityRd_TON_12.03.25_LS,TON,184,3796,63.38,287.0,327.5,26.2,14.6,0.2562,0
GiantCityRd_TON_12.03.25_LS,TON,184,3797,63.39,284.1,326.0,27.5,15.3,0.2708,0
GiantCityRd_TON_12.03.25_LS,TON,184,3800,63.44,273.6,322.7,29.9,16.1,0.4494,0
GiantCityRd_TON_12.03.25_LS,TON,184,3803,63.49,263.9,321.6,34.0,17.7,0.3918,0
GiantCityRd_TON_12.03.25_LS,TON,210,8303,138.62,589.6,370.0,38.8,26.9,0.6214,1
GiantCityRd_TON_12.03.25_LS,TON,210,8304,138.64,581.1,369.7,38.8,27.5,0.6768,1
GiantCityRd_TON_12.03.25_LS,TON,210,8305,138.66,572.6,368.7,37.1,28.5,0.684,1
GiantCityRd_TON_12.03.25_LS,TON,210,8306,138.67,564.0,368.8,39.0,29.2,0.7181,1
GiantCityRd_TON_12.03.25_LS,TON,210,8307,138.69,554.7,367.9,39.5,29.5,0.6903,1
GiantCityRd_TON_12.03.25_LS,TON,210,8308,138.71,547.2,368.1,35.0,27.8,0.6244,1
GiantCityRd_TON_12.03.25_LS,TON,210,8309,138.72,538.6,369.1,36.2,27.8,0.6904,1
GiantCityRd_TON_12.03.25_LS,TON,210,8310,138.74,530.1,369.4,35.3,28.4,0.6985,1
GiantCityRd_TON_12.03.25_LS,TON,210,8311,138.76,521.8,368.5,35.1,27.8,0.7472,1
GiantCityRd_TON_12.03.25_LS,TON,210,8312,138.77,513.7,368.0,36.1,27.3,0.7113,1
GiantCityRd_TON_12.03.25_LS,TON,210,8313,138.79,504.8,366.8,36.8,26.3,0.6674,1
GiantCityRd_TON_12.03.25_LS,TON,210,8314,138.81,495.7,367.7,34.7,24.7,0.5699,1
GiantCityRd_TON_12.03.25_LS,TON,210,8315,138.83,489.3,368.1,33.8,23.4,0.6143,1
GiantCityRd_TON_12.03.25_LS,TON,210,8321,138.93,445.3,362.9,34.9,27.8,0.4418,1
GiantCityRd_TON_12.03.25_LS,TON,210,8322,138.94,437.6,362.6,35.2,28.7,0.5836,1
GiantCityRd_TON_12.03.25_LS,TON,210,8323,138.96,428.4,362.6,35.6,27.6,0.6858,1
GiantCityRd_TON_12.03.25_LS,TON,210,8324,138.98,420.4,362.5,34.5,26.7,0.5274,1
GiantCityRd_TON_12.03.25_LS,TON,210,8325,138.99,413.5,363.3,33.7,27.4,0.5749,1
GiantCityRd_TON_12.03.25_LS,TON,210,8326,139.01,404.2,363.4,32.6,27.3,0.3809,1
GiantCityRd_TON_12.03.25_LS,TON,210,8327,139.03,394.4,362.0,39.0,31.6,0.5412,1
GiantCityRd_TON_12.03.25_LS,TON,210,8328,139.04,386.0,361.4,42.3,31.6,0.5917,1
GiantCityRd_TON_12.03.25_LS,TON,210,8329,139.06,376.5,361.2,44.0,30.4,0.636,1
GiantCityRd_TON_12.03.25_LS,TON,210,8330,139.08,367.3,361.0,42.3,30.1,0.6177,1
GiantCityRd_TON_12.03.25_LS,TON,210,8331,139.09,354.9,362.0,37.0,26.2,0.5229,1
GiantCityRd_TON_12.03.25_LS,TON,210,8332,139.11,352.9,359.3,35.9,25.9,0.5312,1
GiantCityRd_TON_12.03.25_LS,TON,210,8333,139.13,345.9,358.7,36.2,26.2,0.343,1
GiantCityRd_TON_12.03.25_LS,TON,210,8334,139.14,342.0,357.2,36.4,25.7,0.5285,1
GiantCityRd_TON_12.03.25_LS,TON,210,8335,139.16,330.4,356.8,35.6,23.1,0.6631,1
GiantCityRd_TON_12.03.25_LS,TON,210,8336,139.18,321.2,356.1,36.4,22.6,0.655,1
GiantCityRd_TON_12.03.25_LS,TON,210,8337,139.19,311.8,355.2,37.2,22.7,0.6376,1
GiantCityRd_TON_12.03.25_LS,TON,210,8338,139.21,303.2,355.4,37.6,22.5,0.608,1
GiantCityRd_TON_12.03.25_LS,TON,210,8339,139.23,293.9,355.6,36.6,23.5,0.6857,1
GiantCityRd_TON_12.03.25_LS,TON,210,8340,139.24,285.5,357.0,32.9,23.1,0.6897,1
GiantCityRd_TON_12.03.25_LS,TON,210,8341,139.26,277.0,356.7,33.9,24.0,0.7243,1
GiantCityRd_TON_12.03.25_LS,TON,210,8342,139.28,270.8,354.6,30.8,24.2,0.6602,1
GiantCityRd_TON_12.03.25_LS,TON,210,8343,139.29,263.9,354.6,29.2,24.6,0.2532,1
GiantCityRd_TON_12.03.25_LS,TON,210,8344,139.31,255.6,353.6,29.7,23.8,0.3503,1
GiantCityRd_TON_12.03.25_LS,TON,210,8345,139.33,246.1,353.6,29.5,24.0,0.6294,1
GiantCityRd_TON_12.03.25_LS,TON,210,8346,139.34,239.4,353.3,29.9,23.6,0.5532,1
GiantCityRd_TON_12.03.25_LS,TON,210,8347,139.36,231.7,353.8,30.5,24.2,0.5436,1
GiantCityRd_TON_12.03.25_LS,TON,210,8348,139.38,222.9,353.3,27.9,22.4,0.4197,1
GiantCityRd_TON_12.03.25_LS,TON,210,8349,139.39,216.0,352.2,27.8,23.3,0.4285,1
GiantCityRd_TON_12.03.25_LS,TON,210,8350,139.41,206.8,352.3,28.9,24.0,0.3818,1
GiantCityRd_TON_12.03.25_LS,TON,210,8351,139.43,195.9,352.8,30.6,24.2,0.6,1
GiantCityRd_TON_12.03.25_LS,TON,210,8352,139.44,184.8,354.0,30.5,24.2,0.5298,1
GiantCityRd_TON_12.03.25_LS,TON,210,8362,139.61,101.2,351.6,28.4,20.2,0.5949,1
GiantCityRd_TON_12.03.25_LS,TON,210,8363,139.63,94.1,350.0,26.3,20.5,0.6431,1
GiantCityRd_TON_12.03.25_LS,TON,210,8365,139.66,79.2,348.4,26.7,20.5,0.5943,1
GiantCityRd_TON_12.03.25_LS,TON,210,8366,139.68,71.1,348.1,26.5,20.1,0.681,1
GiantCityRd_TON_12.03.25_LS,TON,210,8367,139.69,64.0,347.8,25.0,18.7,0.5685,1
GiantCityRd_TON_12.03.25_LS,TON,210,8368,139.71,54.9,347.6,26.5,18.4,0.6369,1
GiantCityRd_TON_12.03.25_LS,TON,210,8369,139.73,46.6,346.9,26.3,19.4,0.459,1
GiantCityRd_TON_12.03.25_LS,TON,210,8370,139.74,38.1,346.6,27.2,21.4,0.4012,1
GiantCityRd_TON_12.03.25_LS,TON,210,8371,139.76,28.1,347.0,26.9,20.2,0.6606,1
