video,site,count,count_high,count_mid,candidate_tracks,fps,seconds
EMarseilles_MAS_12.22.25_LS_V1,MAS,1,0,1,3,60.0,524.8
GiantCityRd_TON_12.03.25_LS,TON,5,0,5,20,59.9,374.7
N25thRdBlue_MAS_12.22.25_LS_V1,MAS,1,0,1,3,60.0,450.7
NMarseillesRd_MAS_12.22.25_LS_V1,MAS,9,0,8,19,60.0,456.1
NShelbyRd(pink)_SHB_12.11.2025_LS,SHB,5,0,5,17,59.9,269.0
OikosRd_TON_12.03.25_LS,TON,5,0,3,28,60.0,465.6
SIron_SHW_01.18.2026_LS,SHW,0,0,0,27,60.0,462.6
WhoopieCatDam_SHW_01.18.2026_LS,SHW,3,0,3,4,60.0,166.0
