video,site,track_id,frame,t_s,xc,yc,w,h,conf,confirmed
ChipsRd_TON_12.03.25_LS,TON,1,18,0.3,508.0,417.0,29.6,21.1,0.5065,0
ChipsRd_TON_12.03.25_LS,TON,1,19,0.32,508.3,417.0,29.5,21.3,0.4466,0
ChipsRd_TON_12.03.25_LS,TON,1,20,0.33,508.7,417.4,29.8,21.1,0.2773,0
ChipsRd_TON_12.03.25_LS,TON,1,21,0.35,507.6,418.1,28.1,20.6,0.1316,0
ChipsRd_TON_12.03.25_LS,TON,9,1093,18.22,625.5,328.0,27.4,35.9,0.6815,0
ChipsRd_TON_12.03.25_LS,TON,9,1094,18.23,623.0,327.8,32.3,35.0,0.771,0
ChipsRd_TON_12.03.25_LS,TON,9,1095,18.25,619.8,329.3,37.9,35.1,0.5952,0
ChipsRd_TON_12.03.25_LS,TON,9,1100,18.33,601.0,333.4,40.9,37.7,0.7437,0
ChipsRd_TON_12.03.25_LS,TON,9,1101,18.35,598.5,337.2,40.8,39.6,0.5345,0
ChipsRd_TON_12.03.25_LS,TON,9,1102,18.37,594.2,337.5,39.8,39.7,0.7049,0
ChipsRd_TON_12.03.25_LS,TON,9,1103,18.38,592.1,335.7,38.7,38.9,0.6698,0
ChipsRd_TON_12.03.25_LS,TON,9,1104,18.4,587.9,337.4,40.2,37.9,0.684,0
ChipsRd_TON_12.03.25_LS,TON,9,1105,18.42,583.6,336.9,37.7,37.4,0.7161,0
ChipsRd_TON_12.03.25_LS,TON,9,1106,18.43,579.9,336.6,36.7,38.2,0.7405,0
ChipsRd_TON_12.03.25_LS,TON,9,1107,18.45,575.4,336.9,35.2,37.5,0.7252,0
ChipsRd_TON_12.03.25_LS,TON,9,1108,18.47,572.6,336.2,35.4,38.1,0.7483,0
ChipsRd_TON_12.03.25_LS,TON,9,1109,18.48,569.3,337.2,38.1,39.0,0.7394,0
ChipsRd_TON_12.03.25_LS,TON,15,1236,20.6,117.8,338.9,44.5,34.4,0.3723,1
ChipsRd_TON_12.03.25_LS,TON,15,1237,20.62,114.6,339.1,42.7,35.4,0.4949,1
ChipsRd_TON_12.03.25_LS,TON,15,1238,20.63,110.5,339.2,44.6,34.6,0.5352,1
ChipsRd_TON_12.03.25_LS,TON,15,1239,20.65,106.9,338.6,44.6,35.2,0.5312,1
ChipsRd_TON_12.03.25_LS,TON,15,1240,20.67,102.1,337.1,46.1,35.2,0.4694,1
ChipsRd_TON_12.03.25_LS,TON,15,1241,20.68,98.6,336.8,45.7,35.2,0.2845,1
ChipsRd_TON_12.03.25_LS,TON,15,1242,20.7,95.4,338.3,41.8,36.6,0.5409,1
ChipsRd_TON_12.03.25_LS,TON,15,1243,20.72,91.4,337.3,44.0,35.6,0.2462,1
ChipsRd_TON_12.03.25_LS,TON,15,1244,20.73,89.2,337.1,41.1,36.4,0.416,1
ChipsRd_TON_12.03.25_LS,TON,15,1245,20.75,84.6,337.6,39.9,36.3,0.653,1
ChipsRd_TON_12.03.25_LS,TON,15,1246,20.77,80.6,337.0,42.2,35.3,0.4266,1
ChipsRd_TON_12.03.25_LS,TON,15,1247,20.78,77.1,338.7,41.0,36.3,0.3433,1
ChipsRd_TON_12.03.25_LS,TON,15,1248,20.8,73.8,340.5,40.3,36.8,0.4062,1
ChipsRd_TON_12.03.25_LS,TON,15,1250,20.83,66.8,341.8,38.9,37.0,0.2907,1
ChipsRd_TON_12.03.25_LS,TON,15,1251,20.85,63.0,342.2,40.7,37.0,0.1683,1
ChipsRd_TON_12.03.25_LS,TON,15,1252,20.87,58.9,343.4,40.9,38.5,0.4891,1
ChipsRd_TON_12.03.25_LS,TON,15,1253,20.88,55.4,342.6,40.8,38.5,0.5732,1
ChipsRd_TON_12.03.25_LS,TON,15,1254,20.9,51.1,342.7,41.8,39.0,0.4746,1
ChipsRd_TON_12.03.25_LS,TON,15,1255,20.92,47.8,343.4,40.5,38.8,0.5849,1
ChipsRd_TON_12.03.25_LS,TON,15,1256,20.93,44.3,341.4,40.6,38.1,0.6986,1
ChipsRd_TON_12.03.25_LS,TON,15,1257,20.95,39.9,340.9,43.3,37.3,0.5178,1
ChipsRd_TON_12.03.25_LS,TON,15,1258,20.97,35.9,340.5,45.8,36.8,0.701,1
ChipsRd_TON_12.03.25_LS,TON,15,1259,20.98,33.1,338.9,42.4,38.2,0.754,1
