video,site,track_id,first_frame,last_frame,first_s,last_s,n_frames,span_s,mean_conf,topk_conf,mean_box_px,confirmed
GolfDr_SHB_12.11.2025,SHB,247,3878,3885,64.63,64.75,8,0.13,0.5241,0.5644,486.8,0
GolfDr_SHB_12.11.2025,SHB,193,3743,3744,62.38,62.4,2,0.03,0.5269,0.5269,734.5,0
GolfDr_SHB_12.11.2025,SHB,226,3846,3847,64.1,64.12,2,0.03,0.5232,0.5232,547.7,0
GolfDr_SHB_12.11.2025,SHB,135,675,679,11.25,11.32,3,0.08,0.5229,0.5229,484.3,0
GolfDr_SHB_12.11.2025,SHB,316,4549,4549,75.82,75.82,1,0.02,0.5227,0.5227,1206.5,0
GolfDr_SHB_12.11.2025,SHB,220,3809,3809,63.48,63.48,1,0.02,0.5207,0.5207,551.2,0
GolfDr_SHB_12.11.2025,SHB,132,535,537,8.92,8.95,3,0.05,0.5147,0.5147,551.5,0
GolfDr_SHB_12.11.2025,SHB,283,3938,3945,65.63,65.75,8,0.13,0.3952,0.496,820.1,0
GolfDr_SHB_12.11.2025,SHB,195,3749,3749,62.48,62.48,1,0.02,0.4953,0.4953,1794.9,0
GolfDr_SHB_12.11.2025,SHB,319,4615,4631,76.92,77.18,9,0.28,0.4126,0.488,645.6,0
GolfDr_SHB_12.11.2025,SHB,296,4455,4455,74.25,74.25,1,0.02,0.4772,0.4772,420.8,0
GolfDr_SHB_12.11.2025,SHB,442,10208,10208,170.13,170.13,1,0.02,0.4622,0.4622,670.4,0
GolfDr_SHB_12.11.2025,SHB,143,3181,3181,53.02,53.02,1,0.02,0.4586,0.4586,332.5,0
GolfDr_SHB_12.11.2025,SHB,144,3215,3220,53.58,53.67,5,0.1,0.4547,0.4547,463.9,0
GolfDr_SHB_12.11.2025,SHB,328,4752,4764,79.2,79.4,13,0.22,0.398,0.4543,799.1,0
GolfDr_SHB_12.11.2025,SHB,245,3874,3874,64.57,64.57,1,0.02,0.4372,0.4372,418.3,0
GolfDr_SHB_12.11.2025,SHB,235,3866,3866,64.43,64.43,1,0.02,0.4366,0.4366,553.6,0
GolfDr_SHB_12.11.2025,SHB,315,4542,4543,75.7,75.72,2,0.03,0.4332,0.4332,547.6,0
GolfDr_SHB_12.11.2025,SHB,147,3226,3231,53.77,53.85,6,0.1,0.3851,0.4279,464.4,0
GolfDr_SHB_12.11.2025,SHB,392,4928,4928,82.13,82.13,1,0.02,0.4262,0.4262,407.6,0
GolfDr_SHB_12.11.2025,SHB,151,3292,3293,54.87,54.88,2,0.03,0.4237,0.4237,364.1,0
GolfDr_SHB_12.11.2025,SHB,429,8256,8265,137.6,137.75,6,0.17,0.3959,0.4237,498.9,0
GolfDr_SHB_12.11.2025,SHB,416,8189,8193,136.48,136.55,5,0.08,0.3941,0.3941,618.5,0
GolfDr_SHB_12.11.2025,SHB,314,4532,4534,75.53,75.57,3,0.05,0.3939,0.3939,564.9,0
GolfDr_SHB_12.11.2025,SHB,380,4861,4873,81.02,81.22,13,0.22,0.2658,0.3632,660.7,0
GolfDr_SHB_12.11.2025,SHB,288,4345,4348,72.42,72.47,4,0.07,0.3524,0.3524,526.3,0
GolfDr_SHB_12.11.2025,SHB,378,4853,4859,80.88,80.98,7,0.12,0.2899,0.3305,655.5,0
GolfDr_SHB_12.11.2025,SHB,139,776,779,12.93,12.98,4,0.07,0.3174,0.3174,476.8,0
GolfDr_SHB_12.11.2025,SHB,402,5075,5076,84.58,84.6,2,0.03,0.2907,0.2907,544.6,0
GolfDr_SHB_12.11.2025,SHB,312,4525,4526,75.42,75.43,2,0.03,0.2388,0.2388,2640.8,0
GolfDr_SHB_12.11.2025,SHB,413,7965,7969,132.75,132.82,5,0.08,0.2325,0.2325,986.0,0
GolfDr_SHB_12.11.2025,SHB,130,531,534,8.85,8.9,4,0.07,0.1758,0.1758,616.2,0
N25thRdOrange_MAS_12.22.25_LS_V1,MAS,468,5411,5445,90.18,90.75,35,0.58,0.7248,0.8075,3526.4,1
N25thRdOrange_MAS_12.22.25_LS_V1,MAS,457,3981,3994,66.35,66.57,13,0.23,0.4876,0.6123,947.6,0
N25thRdOrange_MAS_12.22.25_LS_V1,MAS,445,844,844,14.07,14.07,1,0.02,0.6082,0.6082,773.6,0
N25thRdOrange_MAS_12.22.25_LS_V1,MAS,483,7232,7232,120.53,120.53,1,0.02,0.3606,0.3606,2980.2,0
NMarseilles_MAS_12.22.25_LS_V2,MAS,516,5996,6039,99.93,100.65,44,0.73,0.6714,0.7804,2846.9,1
NMarseilles_MAS_12.22.25_LS_V2,MAS,540,7969,8011,132.82,133.52,32,0.72,0.6229,0.7113,1083.6,1
NMarseilles_MAS_12.22.25_LS_V2,MAS,500,4825,4859,80.42,80.98,15,0.58,0.4866,0.6203,1750.1,1
NMarseilles_MAS_12.22.25_LS_V2,MAS,536,7862,7867,131.03,131.12,6,0.1,0.5545,0.6192,1686.9,0
NMarseilles_MAS_12.22.25_LS_V2,MAS,512,5949,5949,99.15,99.15,1,0.02,0.452,0.452,1650.0,0
NMarseilles_MAS_12.22.25_LS_V2,MAS,534,7858,7859,130.97,130.98,2,0.03,0.2939,0.2939,1492.4,0
NWolfCreek(blue)_SHB_12.11.2025,SHB,592,4975,5010,82.96,83.54,34,0.6,0.7649,0.8281,1992.6,1
NWolfCreek(blue)_SHB_12.11.2025,SHB,923,32723,32987,545.64,550.04,226,4.42,0.6511,0.8262,1002.0,1
NWolfCreek(blue)_SHB_12.11.2025,SHB,576,4277,4305,71.32,71.78,24,0.48,0.7664,0.8261,2568.3,1
NWolfCreek(blue)_SHB_12.11.2025,SHB,709,15861,16043,264.47,267.51,155,3.05,0.6085,0.7979,770.1,1
NWolfCreek(blue)_SHB_12.11.2025,SHB,925,32731,32917,545.77,548.88,175,3.12,0.5922,0.7887,561.3,1
NWolfCreek(blue)_SHB_12.11.2025,SHB,746,16122,16317,268.83,272.08,182,3.27,0.5494,0.7834,558.0,1
NWolfCreek(blue)_SHB_12.11.2025,SHB,976,33076,33115,551.53,552.18,40,0.67,0.6539,0.7743,659.0,1
NWolfCreek(blue)_SHB_12.11.2025,SHB,721,15945,16057,265.88,267.74,101,1.88,0.5418,0.7643,810.1,1
NWolfCreek(blue)_SHB_12.11.2025,SHB,683,14954,14972,249.35,249.65,19,0.32,0.6918,0.7629,1910.5,1
NWolfCreek(blue)_SHB_12.11.2025,SHB,726,15973,16029,266.34,267.28,51,0.95,0.6495,0.7629,639.8,1
NWolfCreek(blue)_SHB_12.11.2025,SHB,687,14985,15006,249.87,250.22,19,0.37,0.6527,0.7607,2048.4,1
NWolfCreek(blue)_SHB_12.11.2025,SHB,937,32925,32975,549.01,549.84,48,0.85,0.6308,0.7606,574.5,1
NWolfCreek(blue)_SHB_12.11.2025,SHB,566,800,829,13.34,13.82,25,0.5,0.6294,0.7598,992.6,1
NWolfCreek(blue)_SHB_12.11.2025,SHB,1374,51003,51035,850.45,850.99,31,0.55,0.6281,0.7528,541.3,1
NWolfCreek(blue)_SHB_12.11.2025,SHB,720,15940,15971,265.79,266.31,32,0.53,0.6821,0.7494,616.5,1
NWolfCreek(blue)_SHB_12.11.2025,SHB,939,32963,33086,549.64,551.69,66,2.07,0.4667,0.7415,850.5,1
NWolfCreek(blue)_SHB_12.11.2025,SHB,824,25071,25150,418.05,419.36,67,1.33,0.5295,0.732,514.5,1
NWolfCreek(blue)_SHB_12.11.2025,SHB,690,15008,15025,250.25,250.53,13,0.3,0.6759,0.7242,2154.7,1
NWolfCreek(blue)_SHB_12.11.2025,SHB,769,16441,16480,274.15,274.8,37,0.67,0.4987,0.722,747.7,1
NWolfCreek(blue)_SHB_12.11.2025,SHB,965,33067,33099,551.38,551.91,31,0.55,0.5421,0.7215,548.3,1
NWolfCreek(blue)_SHB_12.11.2025,SHB,569,3552,3572,59.23,59.56,17,0.35,0.6435,0.7189,875.1,1
NWolfCreek(blue)_SHB_12.11.2025,SHB,953,33018,33081,550.56,551.61,53,1.07,0.5059,0.6878,550.7,1
NWolfCreek(blue)_SHB_12.11.2025,SHB,762,16409,16493,273.61,275.01,34,1.42,0.5021,0.6875,976.1,1
NWolfCreek(blue)_SHB_12.11.2025,SHB,912,32573,32606,543.14,543.69,28,0.57,0.5224,0.677,554.5,1
NWolfCreek(blue)_SHB_12.11.2025,SHB,1094,39984,40049,666.71,667.8,47,1.1,0.5266,0.668,449.0,1
NWolfCreek(blue)_SHB_12.11.2025,SHB,920,32621,32642,543.94,544.29,22,0.37,0.5791,0.661,580.0,1
NWolfCreek(blue)_SHB_12.11.2025,SHB,985,33113,33134,552.14,552.49,20,0.37,0.5198,0.6498,603.8,1
NWolfCreek(blue)_SHB_12.11.2025,SHB,975,33073,33102,551.48,551.96,29,0.5,0.5122,0.6309,520.7,1
NWolfCreek(blue)_SHB_12.11.2025,SHB,943,32981,32998,549.94,550.23,18,0.3,0.468,0.6215,533.7,1
NWolfCreek(blue)_SHB_12.11.2025,SHB,1054,36146,36201,602.72,603.64,47,0.93,0.3854,0.6208,386.8,1
NWolfCreek(blue)_SHB_12.11.2025,SHB,1163,40165,40185,669.73,670.07,20,0.35,0.4187,0.6139,594.7,1
NWolfCreek(blue)_SHB_12.11.2025,SHB,1138,40066,40091,668.08,668.5,24,0.43,0.5115,0.6118,353.4,1
NWolfCreek(blue)_SHB_12.11.2025,SHB,1084,38811,38878,647.16,648.27,68,1.13,0.3923,0.5859,317.6,1
NWolfCreek(blue)_SHB_12.11.2025,SHB,1091,39967,40004,666.43,667.05,27,0.63,0.4071,0.5848,394.3,1
NWolfCreek(blue)_SHB_12.11.2025,SHB,955,33028,33049,550.73,551.08,16,0.37,0.4088,0.5834,629.7,1
NWolfCreek(blue)_SHB_12.11.2025,SHB,652,11095,11123,185.0,185.47,16,0.48,0.4802,0.5713,554.0,1
NWolfCreek(blue)_SHB_12.11.2025,SHB,988,33119,33184,552.24,553.33,15,1.1,0.4069,0.5649,799.2,1
NWolfCreek(blue)_SHB_12.11.2025,SHB,1417,52382,52408,873.45,873.88,15,0.45,0.4489,0.5624,1052.1,1
NWolfCreek(blue)_SHB_12.11.2025,SHB,1058,37208,37288,620.43,621.76,76,1.35,0.3185,0.5482,369.4,1
NWolfCreek(blue)_SHB_12.11.2025,SHB,869,27088,27115,451.68,452.13,26,0.47,0.4511,0.5472,700.9,1
NWolfCreek(blue)_SHB_12.11.2025,SHB,1479,66443,66493,1107.91,1108.74,36,0.85,0.3303,0.5417,1957.9,1
NWolfCreek(blue)_SHB_12.11.2025,SHB,979,33085,33105,551.68,552.01,20,0.35,0.4458,0.5349,525.0,1
NWolfCreek(blue)_SHB_12.11.2025,SHB,610,6729,6753,112.2,112.6,22,0.42,0.3764,0.5264,630.2,1
NWolfCreek(blue)_SHB_12.11.2025,SHB,1096,40000,40060,666.98,667.98,27,1.02,0.3785,0.507,288.8,1
NWolfCreek(blue)_SHB_12.11.2025,SHB,1490,68004,68055,1133.94,1134.79,30,0.87,0.3227,0.4948,573.7,1
NWolfCreek(blue)_SHB_12.11.2025,SHB,1397,51137,51155,852.69,852.99,15,0.32,0.3555,0.4929,624.1,1
NWolfCreek(blue)_SHB_12.11.2025,SHB,1118,40030,40061,667.48,668.0,30,0.53,0.4233,0.4883,266.7,1
NWolfCreek(blue)_SHB_12.11.2025,SHB,1076,38456,38525,641.24,642.39,46,1.17,0.2786,0.4864,284.3,1
NWolfCreek(blue)_SHB_12.11.2025,SHB,1083,38698,38798,645.27,646.94,101,1.68,0.2909,0.4853,285.8,1
NWolfCreek(blue)_SHB_12.11.2025,SHB,735,16024,16107,267.19,268.58,16,1.4,0.3203,0.4478,587.2,1
NWolfCreek(blue)_SHB_12.11.2025,SHB,1044,34589,34610,576.76,577.11,22,0.37,0.2733,0.4443,307.4,1
NWolfCreek(blue)_SHB_12.11.2025,SHB,836,25696,25754,428.47,429.44,55,0.98,0.246,0.419,440.4,1
NWolfCreek(blue)_SHB_12.11.2025,SHB,861,26938,26967,449.18,449.66,14,0.5,0.281,0.3883,646.1,1
NWolfCreek(blue)_SHB_12.11.2025,SHB,1066,38099,38118,635.28,635.6,20,0.33,0.2341,0.316,269.2,1
NWolfCreek(blue)_SHB_12.11.2025,SHB,685,14977,14982,249.73,249.82,6,0.1,0.7531,0.7711,2196.1,0
NWolfCreek(blue)_SHB_12.11.2025,SHB,764,16419,16434,273.78,274.03,16,0.27,0.6007,0.749,765.6,0
NWolfCreek(blue)_SHB_12.11.2025,SHB,1153,40125,40125,669.07,669.07,1,0.02,0.6967,0.6967,467.2,0
NWolfCreek(blue)_SHB_12.11.2025,SHB,584,4629,4632,77.19,77.24,4,0.07,0.6938,0.6938,774.5,0
NWolfCreek(blue)_SHB_12.11.2025,SHB,1449,54886,54898,915.2,915.4,13,0.22,0.5509,0.6678,759.1,0
NWolfCreek(blue)_SHB_12.11.2025,SHB,989,33125,33140,552.34,552.59,16,0.27,0.5014,0.6646,659.1,0
NWolfCreek(blue)_SHB_12.11.2025,SHB,561,788,791,13.14,13.19,4,0.07,0.6539,0.6539,966.6,0
NWolfCreek(blue)_SHB_12.11.2025,SHB,716,15917,15917,265.41,265.41,1,0.02,0.6501,0.6501,540.9,0
NWolfCreek(blue)_SHB_12.11.2025,SHB,1158,40148,40158,669.45,669.62,11,0.18,0.5792,0.6491,598.7,0
NWolfCreek(blue)_SHB_12.11.2025,SHB,1371,50964,50975,849.8,849.98,12,0.2,0.494,0.6465,702.6,0
NWolfCreek(blue)_SHB_12.11.2025,SHB,1124,40041,40057,667.67,667.93,17,0.28,0.5915,0.6397,243.8,0
NWolfCreek(blue)_SHB_12.11.2025,SHB,741,16054,16067,267.69,267.91,14,0.23,0.5261,0.6364,509.1,0
NWolfCreek(blue)_SHB_12.11.2025,SHB,1489,67280,67280,1121.86,1121.86,1,0.02,0.6289,0.6289,630.0,0
NWolfCreek(blue)_SHB_12.11.2025,SHB,734,16021,16034,267.14,267.36,14,0.23,0.4966,0.6258,600.9,0
NWolfCreek(blue)_SHB_12.11.2025,SHB,1367,50931,50938,849.25,849.37,8,0.13,0.5352,0.6187,883.9,0
NWolfCreek(blue)_SHB_12.11.2025,SHB,1024,33218,33225,553.89,554.01,3,0.13,0.6169,0.6169,508.2,0
NWolfCreek(blue)_SHB_12.11.2025,SHB,628,9062,9063,151.1,151.12,2,0.03,0.6168,0.6168,509.4,0
NWolfCreek(blue)_SHB_12.11.2025,SHB,780,17668,17687,294.61,294.92,4,0.33,0.6165,0.6165,501.6,0
NWolfCreek(blue)_SHB_12.11.2025,SHB,579,4596,4612,76.64,76.9,17,0.28,0.5523,0.6128,972.6,0
NWolfCreek(blue)_SHB_12.11.2025,SHB,1152,40120,40120,668.98,668.98,1,0.02,0.5968,0.5968,620.4,0
NWolfCreek(blue)_SHB_12.11.2025,SHB,1326,46967,46967,783.15,783.15,1,0.02,0.5952,0.5952,1078.3,0
NWolfCreek(blue)_SHB_12.11.2025,SHB,1411,51309,51319,855.55,855.72,7,0.18,0.5126,0.5918,562.6,0
NWolfCreek(blue)_SHB_12.11.2025,SHB,779,17648,17654,294.27,294.37,6,0.12,0.5225,0.5866,572.7,0
NWolfCreek(blue)_SHB_12.11.2025,SHB,693,15074,15082,251.35,251.49,9,0.15,0.4937,0.5835,2055.7,0
NWolfCreek(blue)_SHB_12.11.2025,SHB,675,14464,14465,241.18,241.2,2,0.03,0.5709,0.5709,1128.1,0
NWolfCreek(blue)_SHB_12.11.2025,SHB,886,27730,27730,462.39,462.39,1,0.02,0.5652,0.5652,1715.9,0
NWolfCreek(blue)_SHB_12.11.2025,SHB,1471,61073,61073,1018.36,1018.36,1,0.02,0.5626,0.5626,610.2,0
NWolfCreek(blue)_SHB_12.11.2025,SHB,1167,40193,40204,670.2,670.38,12,0.2,0.4347,0.5596,558.5,0
NWolfCreek(blue)_SHB_12.11.2025,SHB,994,33136,33145,552.53,552.68,10,0.17,0.4916,0.5584,810.4,0
NWolfCreek(blue)_SHB_12.11.2025,SHB,1306,46236,46236,770.96,770.96,1,0.02,0.5575,0.5575,913.1,0
NWolfCreek(blue)_SHB_12.11.2025,SHB,917,32587,32594,543.37,543.49,8,0.13,0.4124,0.555,695.4,0
NWolfCreek(blue)_SHB_12.11.2025,SHB,1018,33200,33209,553.59,553.74,10,0.17,0.4848,0.5549,670.8,0
NWolfCreek(blue)_SHB_12.11.2025,SHB,705,15671,15671,261.31,261.31,1,0.02,0.5505,0.5505,592.3,0
NWolfCreek(blue)_SHB_12.11.2025,SHB,1424,52853,52855,881.3,881.33,3,0.05,0.5466,0.5466,842.0,0
NWolfCreek(blue)_SHB_12.11.2025,SHB,744,16078,16094,268.09,268.36,17,0.28,0.445,0.5442,693.3,0
NWolfCreek(blue)_SHB_12.11.2025,SHB,1148,40096,40098,668.58,668.62,3,0.05,0.5433,0.5433,288.3,0
NWolfCreek(blue)_SHB_12.11.2025,SHB,623,8957,8958,149.35,149.37,2,0.03,0.542,0.542,471.4,0
NWolfCreek(blue)_SHB_12.11.2025,SHB,699,15128,15128,252.25,252.25,1,0.02,0.5416,0.5416,1008.4,0
NWolfCreek(blue)_SHB_12.11.2025,SHB,1239,40842,40844,681.02,681.05,3,0.05,0.538,0.538,677.4,0
NWolfCreek(blue)_SHB_12.11.2025,SHB,1277,42880,42884,715.0,715.07,5,0.08,0.5376,0.5376,1734.8,0
NWolfCreek(blue)_SHB_12.11.2025,SHB,1161,40164,40167,669.72,669.77,4,0.07,0.5327,0.5327,441.1,0
NWolfCreek(blue)_SHB_12.11.2025,SHB,938,32941,32947,549.28,549.38,7,0.12,0.4407,0.5311,1156.9,0
NWolfCreek(blue)_SHB_12.11.2025,SHB,717,15922,15923,265.49,265.51,2,0.03,0.528,0.528,695.2,0
NWolfCreek(blue)_SHB_12.11.2025,SHB,1260,40982,40982,683.36,683.36,1,0.02,0.5145,0.5145,727.9,0
NWolfCreek(blue)_SHB_12.11.2025,SHB,853,26420,26420,440.54,440.54,1,0.02,0.5143,0.5143,608.0,0
NWolfCreek(blue)_SHB_12.11.2025,SHB,707,15679,15679,261.44,261.44,1,0.02,0.5111,0.5111,576.8,0
NWolfCreek(blue)_SHB_12.11.2025,SHB,1036,33238,33240,554.23,554.26,3,0.05,0.5096,0.5096,422.2,0
NWolfCreek(blue)_SHB_12.11.2025,SHB,1230,40814,40814,680.55,680.55,1,0.02,0.5052,0.5052,724.4,0
NWolfCreek(blue)_SHB_12.11.2025,SHB,748,16149,16151,269.28,269.31,3,0.05,0.5043,0.5043,636.8,0
NWolfCreek(blue)_SHB_12.11.2025,SHB,1425,52854,52854,881.32,881.32,1,0.02,0.5026,0.5026,438.4,0
NWolfCreek(blue)_SHB_12.11.2025,SHB,1047,34790,34790,580.11,580.11,1,0.02,0.4977,0.4977,211.2,0
NWolfCreek(blue)_SHB_12.11.2025,SHB,1093,39969,39983,666.46,666.7,6,0.25,0.4716,0.4964,310.3,0
NWolfCreek(blue)_SHB_12.11.2025,SHB,1379,51047,51056,851.19,851.34,10,0.17,0.3655,0.4963,429.0,0
NWolfCreek(blue)_SHB_12.11.2025,SHB,1001,33160,33167,552.93,553.04,8,0.13,0.3885,0.4935,718.8,0
NWolfCreek(blue)_SHB_12.11.2025,SHB,773,16641,16651,277.48,277.65,9,0.18,0.3888,0.4922,568.0,0
NWolfCreek(blue)_SHB_12.11.2025,SHB,888,27810,27811,463.72,463.74,2,0.03,0.4892,0.4892,640.5,0
NWolfCreek(blue)_SHB_12.11.2025,SHB,999,33154,33155,552.83,552.84,2,0.03,0.4891,0.4891,701.1,0
NWolfCreek(blue)_SHB_12.11.2025,SHB,1010,33189,33189,553.41,553.41,1,0.02,0.4871,0.4871,681.0,0
NWolfCreek(blue)_SHB_12.11.2025,SHB,1169,40195,40195,670.23,670.23,1,0.02,0.4858,0.4858,605.4,0
NWolfCreek(blue)_SHB_12.11.2025,SHB,1102,40011,40022,667.17,667.35,12,0.2,0.4253,0.4837,263.0,0
NWolfCreek(blue)_SHB_12.11.2025,SHB,843,26089,26094,435.02,435.11,6,0.1,0.4367,0.4822,667.4,0
NWolfCreek(blue)_SHB_12.11.2025,SHB,751,16188,16194,269.93,270.03,7,0.12,0.4289,0.4792,465.7,0
NWolfCreek(blue)_SHB_12.11.2025,SHB,1232,40820,40822,680.65,680.69,3,0.05,0.4734,0.4734,1148.3,0
NWolfCreek(blue)_SHB_12.11.2025,SHB,1188,40464,40466,674.72,674.75,3,0.05,0.4733,0.4733,932.0,0
NWolfCreek(blue)_SHB_12.11.2025,SHB,1087,38953,38962,649.52,649.67,10,0.17,0.3272,0.4719,424.9,0
NWolfCreek(blue)_SHB_12.11.2025,SHB,1165,40183,40184,670.03,670.05,2,0.03,0.4694,0.4694,625.7,0
NWolfCreek(blue)_SHB_12.11.2025,SHB,1373,50998,50998,850.37,850.37,1,0.02,0.469,0.469,680.4,0
NWolfCreek(blue)_SHB_12.11.2025,SHB,1174,40223,40224,670.7,670.72,2,0.03,0.4684,0.4684,813.7,0
NWolfCreek(blue)_SHB_12.11.2025,SHB,983,33109,33111,552.08,552.11,3,0.05,0.4665,0.4665,753.0,0
NWolfCreek(blue)_SHB_12.11.2025,SHB,837,25738,25746,429.17,429.3,9,0.15,0.3798,0.4629,399.7,0
NWolfCreek(blue)_SHB_12.11.2025,SHB,1405,51202,51202,853.77,853.77,1,0.02,0.4621,0.4621,800.9,0
NWolfCreek(blue)_SHB_12.11.2025,SHB,1098,40004,40012,667.05,667.18,8,0.15,0.4121,0.4605,317.3,0
NWolfCreek(blue)_SHB_12.11.2025,SHB,1401,51148,51148,852.87,852.87,1,0.02,0.4573,0.4573,567.4,0
NWolfCreek(blue)_SHB_12.11.2025,SHB,984,33111,33112,552.11,552.13,2,0.03,0.456,0.456,473.3,0
NWolfCreek(blue)_SHB_12.11.2025,SHB,621,8828,8828,147.2,147.2,1,0.02,0.455,0.455,692.5,0
NWolfCreek(blue)_SHB_12.11.2025,SHB,1120,40036,40043,667.58,667.7,8,0.13,0.4235,0.4516,238.6,0
NWolfCreek(blue)_SHB_12.11.2025,SHB,876,27301,27303,455.23,455.26,3,0.05,0.4511,0.4511,518.6,0
NWolfCreek(blue)_SHB_12.11.2025,SHB,627,8974,8974,149.64,149.64,1,0.02,0.4435,0.4435,727.6,0
NWolfCreek(blue)_SHB_12.11.2025,SHB,1350,48221,48224,804.06,804.11,4,0.07,0.443,0.443,809.2,0
