video,site,track_id,frame,t_s,xc,yc,w,h,conf,confirmed
GolfDr_SHB_12.11.2025,SHB,149,3267,54.45,346.5,286.4,21.5,18.7,0.5865,1
GolfDr_SHB_12.11.2025,SHB,149,3268,54.47,341.4,287.2,21.0,18.7,0.3543,1
GolfDr_SHB_12.11.2025,SHB,149,3269,54.48,337.0,286.5,22.7,19.9,0.7194,1
GolfDr_SHB_12.11.2025,SHB,149,3270,54.5,332.2,287.0,23.2,20.7,0.573,1
GolfDr_SHB_12.11.2025,SHB,149,3271,54.52,326.1,286.8,20.8,19.1,0.5808,1
GolfDr_SHB_12.11.2025,SHB,149,3272,54.53,319.8,285.1,19.8,16.9,0.4082,1
GolfDr_SHB_12.11.2025,SHB,149,3273,54.55,314.2,285.8,20.7,17.6,0.3057,1
GolfDr_SHB_12.11.2025,SHB,149,3276,54.6,298.4,285.8,18.8,16.0,0.2704,1
GolfDr_SHB_12.11.2025,SHB,149,3277,54.62,293.3,285.2,18.4,15.2,0.3022,1
GolfDr_SHB_12.11.2025,SHB,152,3370,56.17,594.5,263.8,72.5,68.6,0.7447,1
GolfDr_SHB_12.11.2025,SHB,152,3371,56.18,584.4,263.6,75.0,71.2,0.7582,1
GolfDr_SHB_12.11.2025,SHB,152,3372,56.2,576.4,264.6,73.7,70.9,0.7966,1
GolfDr_SHB_12.11.2025,SHB,152,3373,56.22,568.0,265.1,73.6,71.3,0.8011,1
GolfDr_SHB_12.11.2025,SHB,152,3374,56.23,558.2,266.5,68.4,71.5,0.74,1
GolfDr_SHB_12.11.2025,SHB,152,3375,56.25,549.7,266.6,65.4,70.6,0.7927,1
GolfDr_SHB_12.11.2025,SHB,152,3376,56.27,541.7,266.4,64.2,69.4,0.8182,1
GolfDr_SHB_12.11.2025,SHB,152,3377,56.28,533.5,267.0,64.7,71.0,0.8243,1
GolfDr_SHB_12.11.2025,SHB,152,3378,56.3,524.9,268.4,65.6,70.5,0.816,1
GolfDr_SHB_12.11.2025,SHB,152,3379,56.32,516.5,267.6,66.3,69.9,0.8175,1
GolfDr_SHB_12.11.2025,SHB,152,3380,56.33,508.2,268.1,66.2,67.8,0.8312,1
GolfDr_SHB_12.11.2025,SHB,152,3381,56.35,500.7,268.5,66.2,63.3,0.7259,1
GolfDr_SHB_12.11.2025,SHB,152,3382,56.37,487.7,273.6,57.3,60.1,0.4868,1
GolfDr_SHB_12.11.2025,SHB,152,3383,56.38,472.0,275.0,53.4,59.7,0.4572,1
GolfDr_SHB_12.11.2025,SHB,152,3386,56.43,462.4,264.9,53.7,55.5,0.8046,1
GolfDr_SHB_12.11.2025,SHB,152,3387,56.45,452.3,264.7,59.0,56.4,0.8459,1
GolfDr_SHB_12.11.2025,SHB,152,3388,56.47,442.5,267.1,64.6,59.1,0.8482,1
GolfDr_SHB_12.11.2025,SHB,152,3389,56.48,432.6,267.7,66.6,61.9,0.8395,1
GolfDr_SHB_12.11.2025,SHB,152,3390,56.5,424.4,267.9,66.9,62.1,0.8538,1
GolfDr_SHB_12.11.2025,SHB,152,3391,56.52,415.5,268.8,65.8,62.9,0.8549,1
GolfDr_SHB_12.11.2025,SHB,152,3392,56.53,406.3,271.2,63.9,65.2,0.8453,1
GolfDr_SHB_12.11.2025,SHB,152,3393,56.55,396.5,272.1,63.9,66.3,0.8506,1
GolfDr_SHB_12.11.2025,SHB,152,3394,56.57,387.9,271.8,62.1,64.9,0.841,1
GolfDr_SHB_12.11.2025,SHB,152,3395,56.58,380.4,271.3,62.0,64.2,0.8302,1
GolfDr_SHB_12.11.2025,SHB,152,3396,56.6,371.6,270.7,64.4,64.6,0.8601,1
GolfDr_SHB_12.11.2025,SHB,152,3397,56.62,363.9,269.8,63.7,64.5,0.8472,1
GolfDr_SHB_12.11.2025,SHB,152,3398,56.63,356.8,269.8,65.7,67.5,0.8538,1
GolfDr_SHB_12.11.2025,SHB,152,3399,56.65,348.4,268.0,65.8,67.4,0.8507,1
GolfDr_SHB_12.11.2025,SHB,152,3400,56.67,338.8,266.7,67.6,70.5,0.8553,1
GolfDr_SHB_12.11.2025,SHB,152,3401,56.68,330.0,267.1,64.3,67.9,0.8556,1
GolfDr_SHB_12.11.2025,SHB,152,3402,56.7,321.6,265.9,63.7,67.1,0.8586,1
GolfDr_SHB_12.11.2025,SHB,152,3403,56.72,312.1,265.6,61.6,66.8,0.8447,1
GolfDr_SHB_12.11.2025,SHB,152,3404,56.73,303.1,265.0,61.3,67.0,0.8504,1
GolfDr_SHB_12.11.2025,SHB,152,3405,56.75,295.1,264.6,62.4,67.5,0.8561,1
GolfDr_SHB_12.11.2025,SHB,152,3406,56.77,287.1,264.4,62.6,69.2,0.8425,1
GolfDr_SHB_12.11.2025,SHB,152,3407,56.78,279.0,264.9,64.1,69.5,0.8423,1
GolfDr_SHB_12.11.2025,SHB,152,3408,56.8,270.0,264.3,63.6,67.2,0.8308,1
GolfDr_SHB_12.11.2025,SHB,152,3409,56.82,260.5,264.7,63.6,67.2,0.8363,1
GolfDr_SHB_12.11.2025,SHB,152,3410,56.83,253.0,266.6,62.8,64.4,0.8372,1
GolfDr_SHB_12.11.2025,SHB,152,3411,56.85,239.1,269.6,55.6,59.9,0.7306,1
GolfDr_SHB_12.11.2025,SHB,152,3412,56.87,226.1,273.2,49.6,57.0,0.6145,1
GolfDr_SHB_12.11.2025,SHB,152,3413,56.88,213.4,274.5,42.2,58.4,0.5503,1
GolfDr_SHB_12.11.2025,SHB,152,3415,56.92,210.6,271.8,49.7,59.2,0.7729,1
GolfDr_SHB_12.11.2025,SHB,152,3416,56.93,205.8,270.0,50.6,59.8,0.7736,1
GolfDr_SHB_12.11.2025,SHB,152,3417,56.95,196.4,269.4,56.1,60.2,0.8326,1
GolfDr_SHB_12.11.2025,SHB,152,3418,56.97,183.8,271.5,60.3,60.5,0.8529,1
GolfDr_SHB_12.11.2025,SHB,152,3419,56.98,172.8,273.3,63.0,60.0,0.8508,1
GolfDr_SHB_12.11.2025,SHB,152,3420,57.0,163.6,277.6,64.0,58.5,0.8751,1
GolfDr_SHB_12.11.2025,SHB,152,3421,57.02,154.4,278.3,65.7,59.5,0.8704,1
GolfDr_SHB_12.11.2025,SHB,152,3422,57.03,146.0,279.5,66.2,59.0,0.8795,1
GolfDr_SHB_12.11.2025,SHB,152,3423,57.05,137.4,279.6,64.6,59.2,0.8579,1
GolfDr_SHB_12.11.2025,SHB,152,3424,57.07,127.3,280.6,63.9,60.2,0.8463,1
GolfDr_SHB_12.11.2025,SHB,152,3425,57.08,119.7,282.1,63.3,62.5,0.8497,1
GolfDr_SHB_12.11.2025,SHB,152,3426,57.1,111.6,282.8,62.9,62.7,0.8303,1
GolfDr_SHB_12.11.2025,SHB,152,3427,57.12,101.9,283.9,62.6,62.9,0.8333,1
GolfDr_SHB_12.11.2025,SHB,152,3428,57.13,93.0,284.2,62.1,62.1,0.833,1
GolfDr_SHB_12.11.2025,SHB,152,3429,57.15,85.0,283.8,62.8,61.9,0.8354,1
GolfDr_SHB_12.11.2025,SHB,152,3430,57.17,77.0,284.5,61.7,62.1,0.8436,1
GolfDr_SHB_12.11.2025,SHB,152,3431,57.18,68.6,285.6,61.0,62.0,0.8457,1
GolfDr_SHB_12.11.2025,SHB,152,3432,57.2,60.7,285.1,61.6,63.2,0.8506,1
GolfDr_SHB_12.11.2025,SHB,152,3433,57.22,52.3,286.0,61.8,62.9,0.8485,1
GolfDr_SHB_12.11.2025,SHB,152,3434,57.23,43.7,287.6,62.6,62.6,0.8461,1
GolfDr_SHB_12.11.2025,SHB,152,3435,57.25,35.3,288.0,62.3,63.4,0.8353,1
GolfDr_SHB_12.11.2025,SHB,152,3436,57.27,28.4,288.0,56.9,63.8,0.8462,1
GolfDr_SHB_12.11.2025,SHB,152,3437,57.28,24.8,288.7,49.7,63.0,0.7646,1
GolfDr_SHB_12.11.2025,SHB,152,3438,57.3,20.4,289.8,40.8,62.2,0.709,1
GolfDr_SHB_12.11.2025,SHB,152,3439,57.32,16.6,289.6,33.2,63.8,0.7181,1
GolfDr_SHB_12.11.2025,SHB,152,3440,57.33,14.3,291.6,28.7,64.6,0.6641,1
GolfDr_SHB_12.11.2025,SHB,152,3441,57.35,12.7,292.5,25.4,66.3,0.3758,1
GolfDr_SHB_12.11.2025,SHB,153,3382,56.37,623.1,247.8,32.1,60.3,0.5934,1
GolfDr_SHB_12.11.2025,SHB,153,3383,56.38,618.6,248.4,40.6,60.3,0.6901,1
GolfDr_SHB_12.11.2025,SHB,153,3384,56.4,612.9,249.4,46.5,58.9,0.6999,1
GolfDr_SHB_12.11.2025,SHB,153,3385,56.42,607.6,249.0,49.8,59.2,0.6836,1
GolfDr_SHB_12.11.2025,SHB,153,3386,56.43,599.9,246.7,50.2,61.5,0.7089,1
GolfDr_SHB_12.11.2025,SHB,153,3387,56.45,591.4,246.0,48.5,62.1,0.7366,1
GolfDr_SHB_12.11.2025,SHB,153,3388,56.47,582.6,246.8,46.7,63.3,0.6766,1
GolfDr_SHB_12.11.2025,SHB,153,3389,56.48,573.4,247.3,46.9,63.7,0.6486,1
GolfDr_SHB_12.11.2025,SHB,153,3390,56.5,564.9,248.0,46.3,62.4,0.4924,1
GolfDr_SHB_12.11.2025,SHB,153,3391,56.52,556.8,246.8,46.5,63.4,0.6337,1
GolfDr_SHB_12.11.2025,SHB,153,3392,56.53,547.8,245.8,47.2,65.4,0.6921,1
GolfDr_SHB_12.11.2025,SHB,153,3393,56.55,537.0,246.0,46.3,64.9,0.7835,1
GolfDr_SHB_12.11.2025,SHB,153,3394,56.57,528.3,244.8,45.0,65.3,0.7567,1
GolfDr_SHB_12.11.2025,SHB,153,3395,56.58,521.4,246.0,44.2,64.9,0.7647,1
GolfDr_SHB_12.11.2025,SHB,153,3396,56.6,511.2,246.5,43.3,63.2,0.7362,1
GolfDr_SHB_12.11.2025,SHB,153,3397,56.62,499.2,249.3,41.0,59.5,0.6185,1
GolfDr_SHB_12.11.2025,SHB,153,3398,56.63,487.2,255.0,42.2,54.3,0.6749,1
GolfDr_SHB_12.11.2025,SHB,153,3400,56.67,480.2,244.0,43.6,56.6,0.7762,1
GolfDr_SHB_12.11.2025,SHB,153,3401,56.68,469.8,242.9,45.1,57.4,0.7943,1
GolfDr_SHB_12.11.2025,SHB,153,3402,56.7,459.2,241.0,49.4,58.3,0.7971,1
GolfDr_SHB_12.11.2025,SHB,153,3403,56.72,449.1,240.7,51.3,59.5,0.7956,1
GolfDr_SHB_12.11.2025,SHB,153,3404,56.73,439.9,240.6,50.9,59.7,0.7912,1
GolfDr_SHB_12.11.2025,SHB,153,3405,56.75,429.7,241.3,50.0,58.7,0.7848,1
GolfDr_SHB_12.11.2025,SHB,153,3406,56.77,421.9,242.1,52.6,59.6,0.7723,1
GolfDr_SHB_12.11.2025,SHB,153,3407,56.78,411.2,243.6,51.8,60.5,0.7523,1
GolfDr_SHB_12.11.2025,SHB,153,3408,56.8,401.9,242.3,51.6,59.6,0.7775,1
GolfDr_SHB_12.11.2025,SHB,153,3409,56.82,393.7,242.1,47.9,61.0,0.8031,1
GolfDr_SHB_12.11.2025,SHB,153,3410,56.83,386.3,244.1,46.9,61.6,0.8125,1
GolfDr_SHB_12.11.2025,SHB,153,3411,56.85,377.9,245.3,47.0,62.2,0.7806,1
GolfDr_SHB_12.11.2025,SHB,153,3412,56.87,368.9,246.6,47.7,64.2,0.7844,1
GolfDr_SHB_12.11.2025,SHB,153,3413,56.88,359.8,247.3,49.3,65.4,0.7623,1
GolfDr_SHB_12.11.2025,SHB,153,3414,56.9,350.2,247.2,48.1,65.3,0.7762,1
GolfDr_SHB_12.11.2025,SHB,153,3415,56.92,342.2,248.1,49.1,65.5,0.8061,1
GolfDr_SHB_12.11.2025,SHB,153,3416,56.93,333.2,248.9,51.6,65.8,0.809,1
GolfDr_SHB_12.11.2025,SHB,153,3417,56.95,325.1,250.2,50.7,64.9,0.7768,1
GolfDr_SHB_12.11.2025,SHB,153,3418,56.97,315.9,250.1,52.6,66.0,0.8023,1
GolfDr_SHB_12.11.2025,SHB,153,3419,56.98,307.2,250.9,54.0,65.7,0.7812,1
GolfDr_SHB_12.11.2025,SHB,153,3420,57.0,298.2,253.3,51.9,63.9,0.8177,1
GolfDr_SHB_12.11.2025,SHB,153,3421,57.02,289.2,253.7,51.6,64.0,0.7535,1
GolfDr_SHB_12.11.2025,SHB,153,3422,57.03,279.8,254.7,50.7,63.6,0.7839,1
GolfDr_SHB_12.11.2025,SHB,153,3423,57.05,270.2,255.4,53.2,63.8,0.7462,1
GolfDr_SHB_12.11.2025,SHB,153,3424,57.07,261.5,256.8,52.9,64.0,0.7269,1
GolfDr_SHB_12.11.2025,SHB,153,3425,57.08,253.0,257.9,54.1,63.4,0.7797,1
GolfDr_SHB_12.11.2025,SHB,153,3426,57.1,244.8,259.1,56.7,63.4,0.7304,1
GolfDr_SHB_12.11.2025,SHB,153,3427,57.12,235.1,258.7,56.6,64.0,0.8188,1
GolfDr_SHB_12.11.2025,SHB,153,3428,57.13,226.0,258.3,55.6,64.2,0.8221,1
GolfDr_SHB_12.11.2025,SHB,153,3429,57.15,218.1,258.2,56.0,64.1,0.8229,1
GolfDr_SHB_12.11.2025,SHB,153,3430,57.17,209.8,259.0,55.4,65.3,0.8378,1
GolfDr_SHB_12.11.2025,SHB,153,3431,57.18,201.7,260.6,55.4,63.9,0.8246,1
GolfDr_SHB_12.11.2025,SHB,153,3432,57.2,191.8,260.6,52.6,63.1,0.8162,1
GolfDr_SHB_12.11.2025,SHB,153,3433,57.22,181.6,261.5,50.3,62.7,0.8012,1
GolfDr_SHB_12.11.2025,SHB,153,3434,57.23,173.1,263.1,50.3,62.1,0.7977,1
GolfDr_SHB_12.11.2025,SHB,153,3435,57.25,165.1,264.3,51.9,61.7,0.8066,1
GolfDr_SHB_12.11.2025,SHB,153,3436,57.27,156.9,264.5,54.4,61.8,0.8225,1
GolfDr_SHB_12.11.2025,SHB,153,3437,57.28,149.1,264.7,56.8,62.1,0.839,1
GolfDr_SHB_12.11.2025,SHB,153,3438,57.3,140.2,265.7,56.6,63.2,0.8296,1
GolfDr_SHB_12.11.2025,SHB,153,3439,57.32,131.9,265.9,57.6,62.9,0.8324,1
GolfDr_SHB_12.11.2025,SHB,153,3440,57.33,123.2,268.7,58.8,61.3,0.8473,1
GolfDr_SHB_12.11.2025,SHB,153,3441,57.35,115.0,268.8,59.2,61.4,0.8449,1
GolfDr_SHB_12.11.2025,SHB,153,3442,57.37,107.4,269.2,60.1,62.4,0.8507,1
GolfDr_SHB_12.11.2025,SHB,153,3443,57.38,99.5,270.5,59.5,62.6,0.8401,1
GolfDr_SHB_12.11.2025,SHB,153,3444,57.4,90.0,271.9,59.4,63.3,0.8512,1
GolfDr_SHB_12.11.2025,SHB,153,3445,57.42,82.1,273.3,62.0,64.6,0.8634,1
GolfDr_SHB_12.11.2025,SHB,153,3446,57.43,72.7,273.9,63.0,65.1,0.8532,1
GolfDr_SHB_12.11.2025,SHB,153,3447,57.45,63.2,274.0,65.8,64.1,0.87,1
GolfDr_SHB_12.11.2025,SHB,153,3448,57.47,55.5,275.2,66.4,63.7,0.8585,1
GolfDr_SHB_12.11.2025,SHB,153,3449,57.48,47.1,276.1,67.4,61.9,0.8374,1
GolfDr_SHB_12.11.2025,SHB,153,3450,57.5,39.3,278.4,67.9,62.1,0.7946,1
GolfDr_SHB_12.11.2025,SHB,153,3451,57.52,31.9,279.0,63.8,62.0,0.817,1
GolfDr_SHB_12.11.2025,SHB,153,3452,57.53,27.5,279.5,55.1,60.7,0.8031,1
GolfDr_SHB_12.11.2025,SHB,153,3453,57.55,22.6,279.9,45.2,61.3,0.6392,1
GolfDr_SHB_12.11.2025,SHB,153,3454,57.57,19.3,278.6,38.6,62.1,0.4723,1
GolfDr_SHB_12.11.2025,SHB,153,3455,57.58,15.3,279.2,30.5,61.5,0.3246,1
GolfDr_SHB_12.11.2025,SHB,156,3397,56.62,622.8,238.7,33.7,55.5,0.6966,1
GolfDr_SHB_12.11.2025,SHB,156,3398,56.63,619.4,239.7,37.9,56.0,0.6967,1
GolfDr_SHB_12.11.2025,SHB,156,3399,56.65,611.3,239.4,37.8,58.0,0.6796,1
GolfDr_SHB_12.11.2025,SHB,156,3400,56.67,602.9,238.6,40.9,57.3,0.7486,1
GolfDr_SHB_12.11.2025,SHB,156,3401,56.68,594.3,239.0,39.5,56.7,0.678,1
GolfDr_SHB_12.11.2025,SHB,156,3402,56.7,587.0,236.6,41.5,55.9,0.7708,1
GolfDr_SHB_12.11.2025,SHB,156,3403,56.72,578.2,236.1,39.5,54.6,0.7006,1
GolfDr_SHB_12.11.2025,SHB,156,3404,56.73,569.1,236.6,37.7,54.3,0.6828,1
GolfDr_SHB_12.11.2025,SHB,156,3405,56.75,560.6,237.5,37.2,54.2,0.6857,1
GolfDr_SHB_12.11.2025,SHB,156,3406,56.77,552.4,237.3,35.2,54.1,0.5479,1
GolfDr_SHB_12.11.2025,SHB,156,3407,56.78,542.0,235.4,33.2,46.3,0.6871,1
GolfDr_SHB_12.11.2025,SHB,156,3408,56.8,535.3,236.7,33.8,52.4,0.6187,1
GolfDr_SHB_12.11.2025,SHB,156,3409,56.82,527.7,237.6,34.6,54.5,0.7034,1
GolfDr_SHB_12.11.2025,SHB,156,3410,56.83,521.1,238.5,34.2,54.8,0.7022,1
GolfDr_SHB_12.11.2025,SHB,156,3411,56.85,512.8,239.2,36.0,55.6,0.7606,1
GolfDr_SHB_12.11.2025,SHB,156,3412,56.87,504.8,239.9,36.9,57.2,0.7703,1
GolfDr_SHB_12.11.2025,SHB,156,3413,56.88,496.8,240.2,36.6,57.6,0.7369,1
GolfDr_SHB_12.11.2025,SHB,156,3414,56.9,488.2,240.3,37.8,57.3,0.7548,1
GolfDr_SHB_12.11.2025,SHB,156,3415,56.92,479.9,241.6,37.3,56.7,0.7795,1
GolfDr_SHB_12.11.2025,SHB,156,3416,56.93,472.0,242.1,38.6,56.5,0.7967,1
GolfDr_SHB_12.11.2025,SHB,156,3417,56.95,463.9,242.4,39.2,55.9,0.8019,1
GolfDr_SHB_12.11.2025,SHB,156,3418,56.97,454.9,243.1,38.0,55.0,0.7387,1
GolfDr_SHB_12.11.2025,SHB,156,3419,56.98,447.1,243.9,37.7,54.1,0.7562,1
GolfDr_SHB_12.11.2025,SHB,156,3420,57.0,438.1,244.1,37.4,50.3,0.6832,1
GolfDr_SHB_12.11.2025,SHB,156,3421,57.02,430.5,244.1,37.6,50.8,0.7295,1
GolfDr_SHB_12.11.2025,SHB,156,3422,57.03,420.8,244.2,38.4,48.6,0.6839,1
GolfDr_SHB_12.11.2025,SHB,156,3423,57.05,413.6,246.2,39.4,51.4,0.625,1
GolfDr_SHB_12.11.2025,SHB,156,3424,57.07,406.2,248.1,39.3,52.9,0.7415,1
GolfDr_SHB_12.11.2025,SHB,156,3425,57.08,398.5,249.7,39.1,52.9,0.7406,1
GolfDr_SHB_12.11.2025,SHB,156,3426,57.1,391.7,250.1,39.9,54.8,0.7891,1
GolfDr_SHB_12.11.2025,SHB,156,3427,57.12,383.1,250.9,38.5,54.4,0.7384,1
GolfDr_SHB_12.11.2025,SHB,156,3428,57.13,375.1,251.4,38.9,54.9,0.7464,1
GolfDr_SHB_12.11.2025,SHB,156,3429,57.15,367.4,251.6,40.0,54.8,0.7729,1
GolfDr_SHB_12.11.2025,SHB,156,3430,57.17,359.8,252.0,39.1,54.8,0.7373,1
GolfDr_SHB_12.11.2025,SHB,156,3431,57.18,352.0,253.8,40.9,55.1,0.7678,1
GolfDr_SHB_12.11.2025,SHB,156,3432,57.2,343.7,254.2,40.2,56.0,0.766,1
GolfDr_SHB_12.11.2025,SHB,156,3433,57.22,335.8,255.7,39.7,57.7,0.7856,1
GolfDr_SHB_12.11.2025,SHB,156,3434,57.23,327.3,256.6,38.9,58.0,0.7482,1
GolfDr_SHB_12.11.2025,SHB,156,3435,57.25,319.7,257.5,38.1,58.4,0.7425,1
GolfDr_SHB_12.11.2025,SHB,156,3436,57.27,311.9,258.4,38.0,57.5,0.741,1
GolfDr_SHB_12.11.2025,SHB,156,3437,57.28,304.3,259.1,38.2,56.0,0.7611,1
GolfDr_SHB_12.11.2025,SHB,156,3438,57.3,295.0,259.7,40.7,56.5,0.7558,1
GolfDr_SHB_12.11.2025,SHB,156,3439,57.32,286.4,261.4,39.9,55.5,0.7674,1
GolfDr_SHB_12.11.2025,SHB,156,3440,57.33,278.2,262.9,40.6,54.9,0.8107,1
GolfDr_SHB_12.11.2025,SHB,156,3441,57.35,270.7,264.1,40.6,53.3,0.7606,1
GolfDr_SHB_12.11.2025,SHB,156,3442,57.37,263.2,264.8,40.7,53.7,0.8133,1
GolfDr_SHB_12.11.2025,SHB,156,3443,57.38,256.0,266.2,42.2,53.1,0.8178,1
GolfDr_SHB_12.11.2025,SHB,156,3444,57.4,248.2,266.7,43.4,53.5,0.8155,1
GolfDr_SHB_12.11.2025,SHB,156,3445,57.42,239.6,268.0,43.2,52.6,0.7851,1
GolfDr_SHB_12.11.2025,SHB,156,3446,57.43,231.5,268.0,44.8,52.7,0.7792,1
GolfDr_SHB_12.11.2025,SHB,156,3447,57.45,223.4,267.8,44.6,52.7,0.7895,1
GolfDr_SHB_12.11.2025,SHB,156,3448,57.47,215.8,268.2,44.7,50.5,0.7758,1
GolfDr_SHB_12.11.2025,SHB,156,3449,57.48,207.7,268.1,44.6,49.4,0.7849,1
GolfDr_SHB_12.11.2025,SHB,156,3450,57.5,200.0,269.6,43.4,48.1,0.8129,1
GolfDr_SHB_12.11.2025,SHB,156,3451,57.52,192.3,269.9,43.6,48.6,0.8044,1
GolfDr_SHB_12.11.2025,SHB,156,3452,57.53,185.2,270.5,43.3,49.8,0.7769,1
GolfDr_SHB_12.11.2025,SHB,156,3453,57.55,178.1,270.4,42.3,47.1,0.7739,1
