video,site,track_id,frame,t_s,xc,yc,w,h,conf,confirmed
AquaCultureRd_TON_12.03.25_LS,TON,33,6056,101.01,449.3,414.7,24.0,22.3,0.5607,0
AquaCultureRd_TON_12.03.25_LS,TON,33,6057,101.03,444.8,413.9,32.9,25.3,0.3918,0
AquaCultureRd_TON_12.03.25_LS,TON,33,6058,101.05,444.0,417.3,34.6,25.8,0.1377,0
AquaCultureRd_TON_12.03.25_LS,TON,68,6687,111.54,524.6,307.7,29.8,21.2,0.552,0
AquaCultureRd_TON_12.03.25_LS,TON,68,6688,111.56,520.2,307.1,32.5,21.9,0.339,0
AquaCultureRd_TON_12.03.25_LS,TON,68,6689,111.57,516.3,306.6,34.4,24.2,0.1569,0
AquaCultureRd_TON_12.03.25_LS,TON,90,8706,145.22,375.0,282.3,34.8,30.4,0.5034,0
AquaCultureRd_TON_12.03.25_LS,TON,90,8707,145.23,368.6,281.9,34.6,32.5,0.4448,0
AquaCultureRd_TON_12.03.25_LS,TON,90,8708,145.25,363.9,279.2,32.5,30.1,0.6202,0
AquaCultureRd_TON_12.03.25_LS,TON,90,8709,145.27,358.7,279.2,33.1,32.0,0.5812,0
AquaCultureRd_TON_12.03.25_LS,TON,90,8710,145.28,354.2,279.2,32.3,31.4,0.4712,0
AquaCultureRd_TON_12.03.25_LS,TON,90,8711,145.3,350.7,279.3,36.1,34.5,0.1947,0
AquaCultureRd_TON_12.03.25_LS,TON,90,8713,145.33,339.2,279.1,37.6,36.0,0.4123,0
AquaCultureRd_TON_12.03.25_LS,TON,90,8717,145.4,317.9,279.4,35.4,34.0,0.3444,0
AquaCultureRd_TON_12.03.25_LS,TON,90,8718,145.42,314.8,282.2,39.6,36.5,0.1504,0
AquaCultureRd_TON_12.03.25_LS,TON,90,8719,145.43,310.8,282.1,43.6,38.1,0.2136,0
AquaCultureRd_TON_12.03.25_LS,TON,93,8772,146.32,47.2,257.0,34.2,33.1,0.4482,0
AquaCultureRd_TON_12.03.25_LS,TON,93,8773,146.33,38.1,259.2,38.9,34.9,0.1913,0
AquaCultureRd_TON_12.03.25_LS,TON,93,8775,146.37,28.2,259.0,34.3,32.7,0.5696,0
AquaCultureRd_TON_12.03.25_LS,TON,93,8776,146.38,23.2,258.2,32.3,31.7,0.6742,0
AquaCultureRd_TON_12.03.25_LS,TON,107,10075,168.05,16.6,368.7,32.7,18.8,0.5284,0
AquaCultureRd_TON_12.03.25_LS,TON,107,10076,168.07,16.7,364.5,33.1,18.5,0.3015,0
AquaCultureRd_TON_12.03.25_LS,TON,107,10077,168.08,16.5,362.9,32.6,17.6,0.5453,0
AquaCultureRd_TON_12.03.25_LS,TON,118,11900,198.49,396.4,502.1,27.3,18.5,0.3675,0
AquaCultureRd_TON_12.03.25_LS,TON,118,11901,198.51,394.4,501.8,26.8,18.9,0.3653,0
AquaCultureRd_TON_12.03.25_LS,TON,118,11902,198.53,392.2,501.7,26.7,19.1,0.1176,0
AquaCultureRd_TON_12.03.25_LS,TON,124,12111,202.01,505.3,504.8,21.5,13.1,0.3782,0
AquaCultureRd_TON_12.03.25_LS,TON,124,12112,202.03,503.0,505.3,21.3,12.5,0.217,0
AquaCultureRd_TON_12.03.25_LS,TON,124,12113,202.05,499.8,505.2,21.1,12.5,0.3865,0
AquaCultureRd_TON_12.03.25_LS,TON,127,13384,223.25,579.8,218.6,23.6,16.0,0.3958,0
AquaCultureRd_TON_12.03.25_LS,TON,127,13385,223.26,578.2,219.8,24.3,16.8,0.5235,0
AquaCultureRd_TON_12.03.25_LS,TON,127,13386,223.28,577.9,219.4,24.3,16.7,0.6757,0
AquaCultureRd_TON_12.03.25_LS,TON,127,13387,223.3,575.9,220.2,25.3,16.6,0.1286,0
AquaCultureRd_TON_12.03.25_LS,TON,127,13388,223.31,571.7,222.0,24.9,17.5,0.4963,0
AquaCultureRd_TON_12.03.25_LS,TON,127,13389,223.33,570.4,221.7,24.9,17.8,0.451,0
AquaCultureRd_TON_12.03.25_LS,TON,127,13390,223.35,569.4,221.1,25.4,18.1,0.4759,0
AquaCultureRd_TON_12.03.25_LS,TON,127,13391,223.36,566.8,221.9,26.3,18.0,0.3799,0
AquaCultureRd_TON_12.03.25_LS,TON,127,13392,223.38,565.9,221.6,27.2,18.2,0.1359,0
AquaCultureRd_TON_12.03.25_LS,TON,127,13393,223.4,565.4,220.9,28.2,18.9,0.182,0
AquaCultureRd_TON_12.03.25_LS,TON,145,14368,239.66,621.5,472.7,37.0,27.8,0.4578,0
AquaCultureRd_TON_12.03.25_LS,TON,145,14372,239.73,609.0,479.0,52.3,32.1,0.4224,0
AquaCultureRd_TON_12.03.25_LS,TON,145,14373,239.74,607.5,478.3,56.9,33.5,0.296,0
AquaCultureRd_TON_12.03.25_LS,TON,145,14374,239.76,607.1,479.0,60.3,35.0,0.3997,0
AquaCultureRd_TON_12.03.25_LS,TON,145,14375,239.78,603.1,483.0,65.4,38.5,0.2155,0
AquaCultureRd_TON_12.03.25_LS,TON,162,15557,259.49,193.4,150.8,25.2,20.7,0.4414,0
AquaCultureRd_TON_12.03.25_LS,TON,162,15558,259.51,193.2,150.0,23.2,19.7,0.5994,0
AquaCultureRd_TON_12.03.25_LS,TON,162,15559,259.52,193.5,150.3,22.9,19.3,0.5968,0
AquaCultureRd_TON_12.03.25_LS,TON,162,15560,259.54,192.5,149.9,23.1,19.8,0.6012,0
AquaCultureRd_TON_12.03.25_LS,TON,195,17281,288.25,410.4,297.6,38.1,18.4,0.5966,0
AquaCultureRd_TON_12.03.25_LS,TON,195,17282,288.26,407.4,299.9,38.4,18.0,0.1316,0
AquaCultureRd_TON_12.03.25_LS,TON,195,17284,288.3,398.9,306.8,40.1,18.3,0.2734,0
AquaCultureRd_TON_12.03.25_LS,TON,195,17286,288.33,392.8,306.4,46.0,21.6,0.4028,0
AquaCultureRd_TON_12.03.25_LS,TON,195,17287,288.35,388.1,308.5,45.5,21.5,0.5446,0
AquaCultureRd_TON_12.03.25_LS,TON,195,17288,288.36,381.4,307.4,45.4,22.1,0.1551,0
AquaCultureRd_TON_12.03.25_LS,TON,195,17289,288.38,378.3,310.8,43.6,21.3,0.3625,0
AquaCultureRd_TON_12.03.25_LS,TON,195,17290,288.4,376.2,311.2,43.1,21.0,0.3323,0
AquaCultureRd_TON_12.03.25_LS,TON,197,17317,288.85,172.0,293.0,47.0,23.1,0.5387,0
AquaCultureRd_TON_12.03.25_LS,TON,197,17318,288.86,169.3,293.2,48.7,24.4,0.3905,0
AquaCultureRd_TON_12.03.25_LS,TON,197,17319,288.88,166.7,291.7,52.2,25.1,0.4881,0
AquaCultureRd_TON_12.03.25_LS,TON,197,17320,288.9,165.3,292.3,53.1,25.0,0.4339,0
AquaCultureRd_TON_12.03.25_LS,TON,197,17321,288.91,163.9,296.0,58.6,27.1,0.2343,0
AquaCultureRd_TON_12.03.25_LS,TON,208,18935,315.84,40.8,256.4,17.3,15.8,0.4745,0
AquaCultureRd_TON_12.03.25_LS,TON,208,18937,315.87,35.9,258.0,15.4,15.3,0.427,0
AquaCultureRd_TON_12.03.25_LS,TON,208,18938,315.89,33.0,258.0,13.9,14.8,0.201,0
AquaCultureRd_TON_12.03.25_LS,TON,208,18939,315.9,29.6,258.6,14.6,15.4,0.4569,0
AquaCultureRd_TON_12.03.25_LS,TON,208,18940,315.92,27.8,259.4,14.6,15.1,0.5212,0
AquaCultureRd_TON_12.03.25_LS,TON,208,18941,315.94,23.6,259.4,14.3,14.7,0.4539,0
AquaCultureRd_TON_12.03.25_LS,TON,208,18942,315.95,20.8,260.3,13.9,14.2,0.5346,0
AquaCultureRd_TON_12.03.25_LS,TON,208,18943,315.97,18.4,259.7,14.0,13.8,0.4137,0
AquaCultureRd_TON_12.03.25_LS,TON,208,18944,315.99,16.7,258.2,14.5,14.9,0.1791,0
AquaCultureRd_TON_12.03.25_LS,TON,208,18945,316.0,14.7,258.0,15.5,15.4,0.3665,0
AquaCultureRd_TON_12.03.25_LS,TON,208,18947,316.04,9.0,253.6,14.8,14.4,0.2947,0
AquaCultureRd_TON_12.03.25_LS,TON,208,18948,316.05,6.6,252.8,12.6,13.9,0.1027,0
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1117,18.62,589.0,257.9,32.8,26.6,0.725,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1118,18.64,583.5,256.1,31.4,26.6,0.5953,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1119,18.65,580.1,257.3,34.0,26.9,0.5945,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1120,18.67,575.0,258.2,34.9,27.2,0.6984,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1121,18.69,569.4,259.1,35.7,28.3,0.7006,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1122,18.7,563.9,260.2,36.4,29.1,0.742,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1123,18.72,558.4,260.7,38.2,31.0,0.7457,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1124,18.74,554.4,262.3,39.3,31.9,0.7485,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1125,18.75,548.7,262.4,37.8,31.7,0.779,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1126,18.77,543.8,263.9,38.6,30.9,0.799,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1127,18.79,538.3,263.3,37.8,30.2,0.7675,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1128,18.8,532.3,262.7,37.5,30.3,0.7527,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1129,18.82,526.3,262.7,37.3,29.6,0.6972,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1130,18.84,521.8,262.8,37.1,29.6,0.6789,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1131,18.85,515.8,262.1,39.6,31.2,0.7077,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1132,18.87,512.1,259.8,38.4,29.3,0.5343,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1133,18.89,508.0,257.7,37.5,28.8,0.5988,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1134,18.9,502.0,256.2,31.8,25.2,0.6046,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1136,18.94,493.8,254.6,32.5,25.8,0.5436,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1137,18.95,488.3,255.5,37.3,29.0,0.663,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1138,18.97,485.0,256.4,40.7,31.5,0.6843,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1139,18.99,480.2,254.4,42.1,33.5,0.6006,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1140,19.0,475.8,252.2,39.1,31.7,0.6232,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1141,19.02,470.1,253.0,37.2,30.8,0.7175,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1142,19.04,465.9,253.0,37.0,31.6,0.71,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1143,19.05,460.1,251.9,36.4,32.3,0.6955,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1144,19.07,456.0,250.9,37.8,32.7,0.6699,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1145,19.09,452.1,248.8,38.7,31.2,0.6841,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1146,19.1,447.2,246.9,39.4,30.9,0.6715,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1147,19.12,441.0,243.7,37.8,30.7,0.6711,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1148,19.14,437.1,241.2,37.0,30.3,0.7189,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1149,19.15,430.8,239.1,36.4,29.2,0.6429,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1150,19.17,427.6,237.4,36.7,29.1,0.3919,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1151,19.19,423.8,234.9,38.9,30.7,0.3179,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1152,19.2,420.1,236.0,37.3,30.0,0.575,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1153,19.22,414.0,235.6,35.6,28.8,0.5201,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1154,19.24,408.0,235.8,38.1,30.8,0.3311,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1155,19.25,407.1,235.6,38.5,30.3,0.5119,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1156,19.27,402.5,236.4,39.8,30.3,0.6139,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1157,19.29,396.6,237.1,38.6,29.8,0.7369,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1158,19.3,391.3,237.0,38.3,29.2,0.6834,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1159,19.32,385.0,237.3,41.4,30.5,0.7082,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1160,19.34,381.0,237.8,39.6,29.7,0.7177,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1161,19.35,375.9,238.6,40.0,30.1,0.7023,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1162,19.37,371.5,239.1,39.0,30.4,0.7022,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1163,19.39,366.3,240.0,37.3,28.8,0.7169,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1164,19.4,362.3,239.6,35.8,27.8,0.6883,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1165,19.42,356.8,240.7,35.8,28.1,0.6534,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1166,19.44,352.8,241.5,35.1,27.6,0.6626,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1167,19.45,348.3,243.6,37.2,28.8,0.6873,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1168,19.47,344.4,243.9,38.3,29.3,0.5926,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1169,19.49,340.8,244.7,38.3,29.4,0.5988,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1170,19.5,337.9,244.0,40.0,29.9,0.4613,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1171,19.52,335.3,242.2,39.9,29.5,0.5076,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1172,19.54,332.6,242.2,39.4,28.3,0.4968,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1173,19.55,328.9,240.6,39.5,29.2,0.2092,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1174,19.57,325.2,240.5,36.8,27.9,0.4616,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1175,19.59,323.0,242.0,34.6,26.7,0.5818,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1176,19.6,318.2,243.0,35.0,27.0,0.4666,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1177,19.62,313.7,242.8,34.3,26.4,0.4975,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1178,19.64,309.2,241.9,35.0,26.5,0.4857,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1179,19.65,304.8,241.7,35.7,26.5,0.329,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1180,19.67,295.8,242.5,36.0,27.5,0.6421,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1181,19.69,290.8,241.8,36.6,28.2,0.3866,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1182,19.7,283.9,242.4,35.5,27.8,0.5935,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1183,19.72,274.3,243.8,35.3,28.1,0.4884,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1184,19.74,267.4,243.4,35.4,27.4,0.4613,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1185,19.75,259.7,241.6,37.3,28.2,0.3899,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1186,19.77,257.3,241.5,36.8,29.2,0.4161,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1187,19.79,250.9,240.5,38.8,29.9,0.303,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1188,19.8,244.9,240.8,37.1,29.8,0.7223,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1189,19.82,241.0,241.0,37.5,30.2,0.6971,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1190,19.84,235.9,241.1,36.3,29.5,0.701,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1191,19.85,231.3,241.6,36.9,29.6,0.6897,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1192,19.87,226.9,242.7,36.8,29.5,0.6896,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1193,19.89,220.5,243.1,37.1,30.2,0.7036,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1194,19.9,215.2,245.1,37.0,30.2,0.6861,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1195,19.92,209.2,246.7,37.2,29.5,0.5604,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1196,19.94,203.4,249.8,38.0,29.4,0.5491,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1197,19.95,198.3,251.6,39.2,30.4,0.5531,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1198,19.97,193.6,253.1,38.3,29.8,0.5463,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1199,19.99,181.9,254.3,39.5,29.3,0.1268,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1200,20.0,179.7,257.7,38.0,29.9,0.6725,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1201,20.02,175.6,260.2,38.6,30.8,0.6396,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1202,20.04,172.3,263.7,37.5,31.5,0.6658,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1203,20.05,167.2,265.8,37.0,31.4,0.692,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1204,20.07,161.7,268.9,37.8,31.8,0.7512,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1205,20.09,157.0,271.4,38.3,32.0,0.7276,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1206,20.1,151.7,273.9,38.8,32.7,0.6902,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1207,20.12,146.3,275.8,39.0,33.1,0.7478,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1208,20.14,141.5,277.1,38.7,31.9,0.7842,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1209,20.15,136.6,279.8,38.7,30.6,0.7518,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1210,20.17,132.6,281.4,37.5,30.6,0.7581,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1211,20.19,127.5,282.0,37.0,30.6,0.7876,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1212,20.2,122.5,282.2,37.9,30.6,0.7881,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1213,20.22,117.9,281.9,39.3,31.5,0.7958,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1214,20.24,113.6,282.1,39.7,31.9,0.7895,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1215,20.25,109.4,281.5,40.1,32.1,0.7783,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1216,20.27,104.8,281.1,39.8,31.3,0.7728,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1217,20.29,100.2,281.3,39.4,31.5,0.7867,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1218,20.3,96.0,281.1,39.1,31.5,0.766,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1219,20.32,90.9,281.5,39.9,31.7,0.775,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1220,20.34,86.5,281.6,40.3,31.5,0.7785,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1221,20.35,82.2,281.4,40.4,31.8,0.8099,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1222,20.37,78.1,281.9,40.0,31.5,0.7957,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1223,20.39,74.1,282.1,39.1,30.8,0.7737,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1224,20.4,69.7,282.1,38.2,30.4,0.7874,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1225,20.42,65.5,282.0,37.4,30.3,0.7962,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1226,20.44,61.3,281.5,37.3,30.8,0.785,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1227,20.45,57.4,281.5,36.7,31.1,0.794,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1228,20.47,52.6,280.9,35.7,31.0,0.8109,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1229,20.49,47.8,281.1,35.9,30.7,0.8027,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1230,20.5,43.6,281.4,35.3,30.1,0.7947,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1231,20.52,38.9,281.8,34.8,29.5,0.8128,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1232,20.54,34.1,282.2,34.0,29.3,0.7839,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1233,20.55,30.1,282.7,33.8,28.9,0.7807,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1234,20.57,25.9,282.7,33.3,28.6,0.786,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1235,20.59,21.5,283.6,33.9,29.0,0.7742,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1236,20.6,17.8,283.8,33.4,28.7,0.7935,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1237,20.62,14.5,283.9,29.0,28.6,0.7901,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1238,20.64,12.2,285.0,24.4,28.8,0.7369,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1239,20.65,10.1,285.1,20.2,28.8,0.6355,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1240,20.67,8.8,284.2,17.6,28.8,0.4117,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,217,1241,20.69,6.8,284.0,13.6,31.2,0.4149,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,240,1210,20.17,353.2,276.0,20.4,18.2,0.3867,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,240,1211,20.19,348.8,275.9,19.6,17.3,0.4832,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,240,1212,20.2,345.1,276.5,19.4,17.2,0.416,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,240,1213,20.22,342.8,276.5,18.5,16.5,0.3685,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,240,1214,20.24,337.8,276.4,19.1,16.7,0.3849,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,240,1215,20.25,331.5,275.7,21.6,17.6,0.3664,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,240,1216,20.27,328.1,276.0,21.7,17.6,0.4323,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,240,1217,20.29,322.4,276.5,21.9,17.5,0.4653,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,240,1218,20.3,318.7,276.8,22.1,17.6,0.6462,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,240,1219,20.32,313.3,277.7,21.8,18.0,0.6723,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,240,1220,20.34,309.2,277.9,22.3,18.4,0.7067,1
